extractant,tanimoto_cluster,ecfp_cluster,nn_train_tanimoto,n_rows,n_pool,n_eval,failure_class,failure_class_central,k2_status,one_shot_harms,seeds_matching_pooled_class,seed_modal_count,mae_k0,mae_RANDOM_k1,mae_RANDOM_k2,mae_CENTRAL_k1,mae_CENTRAL_k2,mae_oracle_k1,mae_oracle_k2,ratio_RANDOM_k1,ratio_RANDOM_k2,ratio_CENTRAL_k1,ratio_CENTRAL_k2,offset_k0,shape_mae_k0,shape_frac_k0,spearman_k0,oof_mean_centred_mae,oof_median_centred_mae,mad_true,within_1_0_k0,within_1_0_RANDOM_k1,within_1_0_RANDOM_k2,n_series,n_doi_series_sum,n_distinct_doi,series_types,log_d_span_max,n_curves,n_curve_axes,curve_axes,median_curve_slope,median_curve_linear_r2,max_curve_yspan,true_span,pred_span,span_compression,true_sd,pred_sd,has_axis_acid,has_axis_extractant,has_axis_metal_series,has_axis_temperature,has_axis_contact_time,has_axis_metal_concentration,mech__n_amide_O,mech__n_ester_O,mech__n_ketone_O,mech__n_ether_O,mech__n_hydroxyl_O,mech__n_phosphoryl_O,mech__n_carboxyl_O,mech__n_oxide_O,mech__n_aromatic_N,mech__n_amine_N,mech__n_thioether_S,mech__n_thiophosphoryl_S,mech__n_thiocarbonyl_S,mech__n_O_donor,mech__n_N_donor,mech__n_S_donor,mech__n_P,mech__n_donor_total,mech__frac_O_donor,mech__frac_N_donor,mech__frac_S_donor,mech__softness_mean,mech__formal_charge,mech__n_acidic_H,mech__is_neutral_extractant,mech__denticity_proxy,mech__n_chelate_pairs,mech__donor_dist_min,mech__donor_dist_mean,mech__ring_count,mech__frac_rotatable,mech__heavy_atoms,mech__crippen_logp,mech__tpsa,mech__hbd,mech__hba
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,tan060,3d954aeb649470a4,0.675,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,4,4,0.9421931113661894,0.6588485337246157,0.686451397136652,0.7468598689763526,0.7061264258849625,0.5749678131368309,0.5504402621933053,0.6992712277096558,0.7285676246786507,0.7926823704892072,0.7494497862132234,0.9421931113661894,0.339953316174707,0.3608106576811746,1.0,0.46711728788650975,0.46711728788650975,1.0454189363492075,0.5611111111111111,0.75,0.7666666666666667,1,1,2.0,acid_sweep,3.2022439776571687,1.0,1.0,acid,1.1467618453598714,0.8747492579597207,3.2022439776571687,3.2022439776571687,1.9781006996635657,0.6177232944976251,1.2631150223523324,0.7987388000758754,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,5.0,1.0,0.0,0.0,0.13,0.0,0.0,1.0,5.0,7.0,2.0,3.6,0.0,0.7878787878787878,34.0,8.336600000000008,65.07000000000001,0.0,5.0
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,9f0b108d64f0bb67,0.6666666666666666,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,True,4,4,0.9353201267914376,1.157391087895931,1.0302487172698005,0.7194215489391288,0.7154920863491995,0.5773531463335932,0.5735351621006014,1.2374277584149667,1.1014931548666764,0.7691714615476771,0.7649702661736301,0.573317776359053,0.6143251136931636,0.6568073284176733,-0.5547619047619049,0.7209989934475555,0.6365988536561594,0.48951819592998935,0.530952380952381,0.3952380952380953,0.5214285714285715,1,1,2.0,metal_series,1.5413700766049758,2.0,1.0,metal_series,-0.13103157892022085,0.7388320809483218,1.2777642193749617,1.5413700766049758,0.7620865498243212,0.49442152886663937,0.5726184113599906,0.2791359464926447,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.15000000000000002,0.0,0.0,1.0,4.0,3.0,3.0,5.0,0.0,0.813953488372093,44.0,10.118799999999998,59.080000000000005,0.0,4.0
CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,tan094,7cacc03ebcc531e3,0.2727272727272727,5,3.0,2.0,ALREADY_GOOD,ALREADY_GOOD,,False,3,3,0.9269862616858069,0.30017664738520844,0.24808258536845645,0.32629107550477493,0.27877778492025823,0.17284052827182764,0.18797169076956516,0.32381995267039937,0.2676227206617887,0.35199127429503174,0.30073561652712744,0.9269862616858069,0.12773013841000694,0.1377907566588078,,0.1695945039203896,0.15592290830219355,0.1313937960001545,0.675,1.0,1.0,1,1,2.0,acid_sweep,0.6020599913279625,1.0,1.0,acid,0.03134046619810148,0.024342597734727134,0.6020599913279625,0.6020599913279625,0.2957542242574115,0.49123713337115626,0.21384171420284287,0.12423136730009354,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,7.0,0.2857142857142857,0.7142857142857143,0.0,0.42857142857142855,0.0,1.0,0.0,7.0,5.0,1.0,5.619047619047619,3.0,0.47368421052631576,36.0,5.946700000000005,111.61,1.0,6.0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,tan054,1f9aa4765b18ecda,0.46938775510204084,8,4.0,4.0,ALREADY_GOOD,ALREADY_GOOD,,True,3,3,0.9074305779668946,1.22176016053224,1.1327090551872776,1.187150374510194,1.440273730748115,0.9725602665092248,0.8972442318630633,1.3463951845986974,1.2482597376486047,1.3082547616700482,1.587199908972717,0.45939862857619573,0.851351255728977,0.9381998760020146,0.6066666666666667,0.9463514550664403,0.9463514550664403,1.1054256533691917,0.6541666666666667,0.5208333333333334,0.5,2,2,2.0,"acid_sweep,extractant_sweep",4.698970004336019,2.0,2.0,"acid,extractant",2.7242746926413397,0.9985478772617685,4.698970004336019,4.698970004336019,1.041191741018344,0.2215787161989914,1.4867161034239311,0.37706375458727004,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.15,0.0,0.0,1.0,4.0,3.0,3.0,5.333333333333333,1.0,0.5384615384615384,26.0,2.851000000000001,59.08,0.0,4.0
CCCCCCCCCCCCN(CCC)C(=O)COCC(=O)N(CCC)CCCCCCCCCCCC,tan055,7f0ccf2c5e30118a,0.6216216216216216,21,11.0,10.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8966172848044079,1.1959683886360635,1.0198174234329165,1.0182768363942087,0.9421804873330386,0.7748702521462556,0.7628071891102407,1.333867201653331,1.1374054914136347,1.1356872699775582,1.0508167791328828,0.34165259373555945,0.7926298466786078,0.8840224922180879,0.3954888192068762,0.803471596455768,0.7765989040391756,0.868253098155596,0.6116666666666666,0.445,0.5449999999999999,4,4,2.0,"acid_sweep,grid,single_point",2.2527661091731916,4.0,2.0,"acid,extractant",1.3059935942152125,0.6641844899316405,1.7006323768451548,2.8374225502177,0.7014809105431918,0.24722469005871933,0.9937681077729554,0.18867290521191463,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7894736842105263,39.0,9.322000000000003,49.85,0.0,3.0
CCCCCCCCN(CCCC(CCCC)CCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCC(CCCC)CCCCCC,tan055,0a4a6a2d0e94d646,0.5777777777777777,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,False,4,4,0.8909601780901757,0.8296412081435509,0.8232707453164552,0.7177544172631202,0.7181524456055823,0.6461831240773189,0.6322298544599552,0.9311765312810438,0.9240264217882143,0.8055965181313356,0.8060432590208277,0.8901583719265456,0.6820067774348622,0.7654739170237472,0.9851190476190477,0.580067628177138,0.5417647271305326,1.0725491146506094,0.7428571428571428,0.6976190476190476,0.7642857142857142,2,2,2.0,"metal_series,single_point",2.586587304671755,1.0,1.0,metal_series,0.20951798618666329,0.903295017713582,2.586587304671755,5.063708559391417,1.666393065234694,0.3290855004173009,1.43968425321574,0.595961901092069,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8076923076923077,53.0,14.495199999999972,49.85,0.0,3.0
CCCCCCCCCCCCN(CC)C(=O)COCC(=O)N(CC)CCCCCCCCCCCC,tan055,cd544bd74adb8879,0.6296296296296297,21,11.0,10.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8823938071774695,1.1745300070390008,1.0700326917553598,1.2188032262473802,1.0851770366452314,0.8217561441143607,0.8099331424719379,1.3310723596259058,1.2126475537924437,1.3812463509303066,1.2298103497761488,0.5049825090700077,0.8182290569733748,0.9272833176273757,0.2971273328945036,0.9129429755578066,0.892076094127025,0.9822011226959143,0.6083333333333333,0.48666666666666664,0.5233333333333333,4,4,2.0,"acid_sweep,grid,single_point",2.3036871351088193,4.0,2.0,"acid,extractant",2.614758168543111,0.8704983425594217,2.2906945124601377,3.355803685658789,0.7638676344644516,0.22762584048908516,1.1152005863134022,0.2061133494615735,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7777777777777778,37.0,8.541800000000007,49.85,0.0,3.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,tan055,c79e97649edc8fe4,0.6571428571428571,151,48.0,75.0,ALREADY_GOOD,ALREADY_GOOD,,True,4,4,0.8741886911637999,1.308629312120169,0.9951253282473185,0.8662154989448044,0.8648798015262726,0.7344547252330383,0.734075796397885,1.4969643571778561,1.1383415712259062,0.990879323537827,0.9893513954920482,0.6353669386758425,0.7513162494929465,0.859444027459021,0.5649198878773614,0.7471406266149755,0.7329002363424199,0.8834675971288956,0.6506666666666666,0.4244444444444444,0.605111111111111,2,4,4.0,grid,4.103727944247225,56.0,4.0,"acid,extractant,metal_series,temperature",0.37435031976370303,0.9267171743059335,2.3781627745693505,4.182140291236614,1.4317947592619915,0.3423593326752377,1.0681579711793512,0.3517047832101437,1.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.8571428571428571,57.0,16.343799999999963,49.85,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)C(C)OC(C)C(=O)N(CCCCCCCC)CCCCCCCC,tan067,f45ce5f8357cf48b,0.6764705882352942,32,16.0,16.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8648021783055104,1.0687278864827363,0.9701170084577695,1.0827549306218118,1.0187247589032127,0.8247796928760123,0.8224404149788743,1.2358061916273118,1.1217790990751346,1.252026137056404,1.177985884470478,0.09566565410916429,0.8518518262253021,0.9850250700043527,0.6897776436866369,0.8531634442817815,0.8247670786211444,1.3624274912622585,0.6020833333333333,0.49583333333333335,0.5458333333333333,3,4,5.0,"acid_sweep,grid,metal_series",5.402999999999999,4.0,3.0,"acid,extractant,metal_series",1.5201894294373863,0.6366397396743919,5.21138755293685,5.402999999999999,2.3905133328568597,0.44244185320319457,1.6129201553700583,0.8455863099305219,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7619047619047619,43.0,10.879199999999994,49.85,0.0,3.0
CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,tan078,5fe006ce4f19f111,0.4888888888888889,7,4.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.862474034015321,0.8505921391351335,0.759592806506855,0.6651466802061424,0.751243617117254,0.5664061470059916,0.5839566371620545,0.9862234752449645,0.8807138262128383,0.7712077743482847,0.8710333151941695,0.6760709505518285,0.5389505956091498,0.6248890683700002,-0.08200376352362053,0.5910532224636922,0.4876279999771853,0.5823624591190771,0.42777777777777776,0.4722222222222222,0.6944444444444444,1,1,2.0,acid_sweep,1.5496088998411641,1.0,1.0,acid,-0.44041295779339,0.8892662700158307,1.5496088998411641,1.5496088998411641,0.08640278637430938,0.055757802102947215,0.7070153787829596,0.028524471631045222,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.3333333333333333,0.6666666666666666,0.0,0.4666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,3.0,0.13043478260869565,21.0,3.2650000000000023,46.09,0.0,3.0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,tan055,c79e97649edc8fe4,0.6571428571428571,43,22.0,21.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8566254811739349,1.3300261870567036,0.9933875483121409,0.7811798895404484,0.7806716055509147,0.7157959449832835,0.7150882758621824,1.5526343965790184,1.1596521118549787,0.911926981753923,0.9113336256132242,0.7755973858894152,0.7793962826395848,0.9098448502506442,0.4154433594419071,0.7834269630477214,0.7267489836988112,0.7713154276475005,0.6706349206349206,0.3865079365079365,0.5150793650793651,5,7,7.0,"acid_sweep,metal_series,single_point",3.8887664646604616,6.0,2.0,"acid,metal_series",0.6593089640561759,0.9303017486135985,2.938521989149165,3.9301591498186865,1.4085684435942778,0.35839984842834177,1.014321651459137,0.38863624826323434,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.75,33.0,6.981400000000009,49.85,0.0,3.0
CCCCCCCCN(C)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,tan055,a4fef34dbbd5b945,0.59375,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.8541526851194903,0.45880545463384004,0.4716628760411142,0.4652237959060271,0.41928002181747487,0.38836987018258945,0.38826695310329,0.5371468855941794,0.5521997229044965,0.5446611642284369,0.4908724507010364,0.8227066439384297,0.3997232975952126,0.4679763987855332,0.9690476190476193,0.3823637325737441,0.36218533006278714,0.8450281401235689,0.5023809523809524,0.919047619047619,0.9333333333333333,1,1,2.0,metal_series,3.049160994965825,1.0,1.0,metal_series,0.21055067681228187,0.887709412040333,3.049160994965825,3.049160994965825,1.5092935576858006,0.49498650946199607,1.0191039324912867,0.5596661603843744,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7575757575757576,34.0,7.371500000000009,49.85,0.0,3.0
CCCCCCOP(=O)(O)OCCCCCC,tan089,0863928e75705685,0.41025641025641024,10,5.0,5.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8518520922276612,1.0569869065431292,1.005194196461412,1.0407053501229397,1.0469932193338898,0.8392096814169269,0.8070063541021176,1.240810366244478,1.1800102454790584,1.221697240188038,1.2290786497875692,0.32304026758703885,0.7816249587486701,0.9175594752660153,-0.5913422148577329,0.8297798069122588,0.829779806912259,0.7837272702,0.6366666666666667,0.5,0.5733333333333334,1,1,2.0,metal_series,2.698970004,1.0,1.0,metal_series,0.2718321349513316,0.9098787558795697,2.698970004,2.698970004,0.16823902962012544,0.06233453108807705,0.9912922678413544,0.060769527010391025,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,4.0,1.0,0.0,0.0,0.1,0.0,1.0,0.0,4.0,6.0,2.0,2.0,0.0,0.75,17.0,4.280600000000003,55.760000000000005,1.0,3.0
CCCCC(CC)CN(C)C(=O)COCC(=O)N(C)CC(CC)CCCC,tan055,f3c19db0af4494c9,0.5263157894736842,14,7.0,7.0,ALREADY_GOOD,ALREADY_GOOD,,False,4,4,0.8438841263208258,0.1762489331723725,0.18814529059306645,0.18230962817822677,0.17475273362586485,0.14167798262616862,0.14202373857697734,0.20885442405556828,0.22295156968213647,0.21603632832040823,0.20708143236175508,0.8378740227998303,0.15454011203963755,0.1831295402052448,0.9708333333333334,0.1746413711361667,0.15368628598713086,0.5186329267232879,0.7357142857142858,0.9952380952380953,1.0,1,1,2.0,metal_series,2.05470142458098,1.0,1.0,metal_series,0.12376983089101132,0.7621541274702723,2.05470142458098,2.05470142458098,1.1725537395474628,0.5706686750297963,0.6465329191852247,0.4412408865863564,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.6153846153846154,27.0,4.352600000000003,49.85,0.0,3.0
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,tan042,03cdc88fe84d6143,0.40816326530612246,17,9.0,8.0,ALREADY_GOOD,ALREADY_GOOD,,False,2,3,0.8438037648867167,0.3776335650351506,0.31857684045358603,0.2715739380163272,0.2680349812326669,0.2215391241689357,0.21859398236860528,0.4475371890357103,0.37754849375003197,0.32184489962875057,0.3176508477283832,0.8407358584115431,0.2323285596586606,0.2753348222970437,-0.18452321903642097,0.2731587321324783,0.2550545372452938,0.13826559624221452,0.5479166666666667,0.91875,0.9895833333333334,2,3,4.0,metal_series,0.5642714299999999,2.0,1.0,metal_series,-0.02748231309112386,0.4554063626826557,0.5642714299999999,0.5642714299999999,0.8598268206203509,1.5237823056544808,0.16790878949470667,0.275202252981307,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.175,0.0,0.0,1.0,2.0,1.0,4.0,4.0,1.0,0.5,28.0,6.176100000000007,37.38,0.0,2.0
CCN(CC)C(=O)COCC(=O)N(CC)CC,tan061,068fc78348c7e1cf,0.6521739130434783,84,42.0,42.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8320729421820247,1.1105282445285953,0.9286072303222604,0.9677755338165263,0.8777600247590396,0.7134680432924465,0.7132039284261533,1.3346525144975279,1.1160166173497779,1.1630897782574634,1.0549075450731582,0.443235043655325,0.7186303898023998,0.863662731199823,0.806593906854788,0.723230184841361,0.7191058867647444,1.2515498002479675,0.6174603174603175,0.5142857142857143,0.598015873015873,6,6,2.0,metal_series,1.0241080038572816,12.0,1.0,metal_series,0.02671945470989545,0.39694351079250084,0.5612343297974922,4.414657666345228,2.88159670849696,0.6527338983642085,1.4280582792798997,0.8220955284904239,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.5,17.0,0.7398,49.85,0.0,3.0
S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,tan096,abfcf277087f36f6,0.27586206896551724,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,False,5,5,0.8175705743662823,0.38473457464900723,0.3271166661372085,0.37875392008618936,0.2896885458021153,0.24250536658439545,0.24444326759615206,0.47058270773409844,0.4001081697329483,0.4632675538497336,0.354328488432524,0.8175705743662823,0.1962556619318178,0.24004736482100036,0.375,0.23257878698123208,0.2308539755737638,0.2626046061409421,0.7944444444444444,1.0,1.0,1,1,2.0,acid_sweep,0.8016323462331663,1.0,1.0,acid,-0.04642356178577605,0.02283570151152481,0.8016323462331663,0.8016323462331663,0.24445569084080643,0.304947388899029,0.31497543075919754,0.10190936872103021,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666,0.7000000000000001,0.0,0.0,1.0,3.0,2.0,3.0,4.0,4.0,0.23529411764705882,31.0,5.179000000000004,9.23,0.0,3.0
CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCCCCCC)CCCCCCCCCCCC,tan055,9f0b108d64f0bb67,0.6666666666666666,74,37.0,37.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8171198634421025,1.161459485882824,1.120075237750645,0.8825419379243435,0.8634863621718251,0.749481201586722,0.7490452958927754,1.4214065008653651,1.3707600168136271,1.0800642322004654,1.0567438154475948,0.34915110172175035,0.7627293050072558,0.9334362547426915,-0.35828263978896097,0.7537113895334853,0.7400472383992209,0.5046815039648599,0.6959459459459459,0.46126126126126127,0.4914414414414415,1,1,2.0,grid,2.8825219712427854,24.0,2.0,"acid,metal_series",-0.020026825163054825,0.7675016457729432,2.193862257881216,2.8825219712427854,1.6670356965758202,0.5783254085161702,0.6092067491411184,0.5754685021220386,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.15000000000000002,0.0,0.0,1.0,4.0,3.0,3.0,5.0,0.0,0.864406779661017,60.0,16.360399999999967,59.080000000000005,0.0,4.0
CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,tan028,30e2eb84bc811df8,0.5909090909090909,6,3.0,3.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8102026775373063,1.1420898695817931,1.0281427742816953,1.0432430658086949,0.9087978869088551,0.7719340826095825,0.8443155991583035,1.4096347756505714,1.2689945402387957,1.2876322119543453,1.1216920310251737,0.42967110035749173,0.5730190480423029,0.707253955003028,,0.6918712458478794,0.6511438475388281,0.0,0.7555555555555556,0.45,0.5166666666666667,1,1,2.0,acid_sweep,0.0,1.0,1.0,acid,0.0,,0.0,0.0,1.8389213308285661,,0.0,0.8340397148656036,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,3.0,0.3333333333333333,0.0,0.6666666666666666,0.7000000000000001,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7272727272727273,23.0,7.077400000000008,9.23,0.0,3.0
CC12CCC(c3nnc(-c4cccc(-c5nnc6c(n5)C5(C)CCC6C5(C)C)n4)nc31)C2(C)C,tan017,f73b03c0155553af,0.5116279069767442,22,11.0,11.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.8066231903196861,0.9368137528943751,0.938575556706817,0.9253334141383667,0.914428055048747,0.7116343658993174,0.7134448030499382,1.1614019583581412,1.1635861303898722,1.1471693663699807,1.1336495975107472,0.4211226530053053,0.7417479945376162,0.9195718687974268,0.8506060606060607,0.7201954953944367,0.6766925070703783,0.9519932098078904,0.6439393939393939,0.6454545454545454,0.653030303030303,2,2,3.0,"acid_sweep,metal_series",4.021189299,2.0,2.0,"acid,metal_series",0.4918772987508307,0.7446360789027523,4.021189299,4.021189299,1.4635636663187623,0.3639628869704605,1.1951031207154101,0.5780681109474706,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,1.0,0.0,0.6,0.0,0.0,1.0,7.0,10.0,1.0,4.380952380952381,7.0,0.05,34.0,5.135400000000005,90.23,0.0,7.0
CCCCCCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCCCCCC,tan055,147b811837cb1d33,0.6785714285714286,17,9.0,8.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.777041970980589,1.0327598541974727,0.9830246892491955,1.0002459226457912,0.9069025328782138,0.7585343707768577,0.7272421197703565,1.3290914683722685,1.2650857044551485,1.2872482568522388,1.1671216829301345,0.4350336371626614,0.7464213736886697,0.9605933804923334,0.10993322565951137,0.8504355550180664,0.8477155389132877,0.8140146580300754,0.5625,0.5479166666666667,0.5729166666666666,3,3,2.0,"acid_sweep,grid,single_point",2.6599686683443338,3.0,2.0,"acid,extractant",3.3333972317383607,0.6932048954301544,2.6599686683443338,3.2587591751074756,0.45059598705491977,0.13827225727413836,0.9221897656397257,0.11389488808800738,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,0.0,0.7647058823529411,35.0,7.76160000000001,49.85,0.0,3.0
CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,tan065,1ca0025ec529bdb0,0.6739130434782609,12,6.0,6.0,ALREADY_GOOD,ALREADY_GOOD,,True,5,5,0.7715447423512908,0.9256081381233427,0.7663694720404528,1.0523282153564149,0.9797897965749829,0.677297288454317,0.6376131915216374,1.199681738874329,0.99329232638529,1.3639237721320392,1.2699066467474889,0.5709463573877486,0.6337629225670224,0.821420829899797,0.8654675633840969,0.6644815999603961,0.6643112195566464,1.734717219151148,0.6305555555555556,0.5555555555555556,0.6972222222222223,2,2,3.0,acid_sweep,5.47334096418593,2.0,1.0,acid,1.5900217276455737,0.6171366731447234,5.47334096418593,5.47334096418593,3.4394807135594463,0.6284060752043817,1.9716368406360334,1.4244342702068369,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.16666666666666666,0.0,0.0,1.0,3.0,2.0,3.0,4.0,1.0,0.7021276595744681,47.0,11.843499999999988,49.85,0.0,3.0
