species,canonical_smiles,status,note,n_complexes_tried,n_unrelaxed_sources,n_ligs,from_geometry_key
strain_lig_091,CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,ok,"connectivity cut, metal and fill removed",1,0,1,63|CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC|water
strain_lig_092,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate
strain_lig_093,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate
strain_lig_094,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate
strain_lig_095,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC|nitrate
strain_lig_096,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1|water
strain_lig_097,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,1,59|CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|water
lig_098,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,FAILED,"no connected component matches the ligand formula -- the copies interpenetrate at bond length, so no connectivity cut separates them",1,0,4,
strain_lig_099,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,ok,"connectivity cut, metal and fill removed",1,0,1,63|CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1|nitrate
strain_lig_100,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,1,63|CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1|nitrate
strain_lig_101,CCCCCCCCNC(=O)c1cc(Cl)ccn1,ok,"connectivity cut, metal and fill removed",1,0,4,63|CCCCCCCCNC(=O)c1cc(Cl)ccn1|nitrate
lig_102,CCCCCCCCNC(=O)c1cc(OC)ccn1,FAILED,"no connected component matches the ligand formula -- the copies interpenetrate at bond length, so no connectivity cut separates them",1,1,3,
strain_lig_103,CCCCCCCCNC(=O)c1cnccn1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCCCNC(=O)c1cnccn1|nitrate
strain_lig_104,CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1|nitrate
strain_lig_105,CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1|nitrate
strain_lig_106,CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,ok,"connectivity cut, metal and fill removed",1,0,4,66|CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1|nitrate
strain_lig_107,CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-]|water
strain_lig_108,CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1|water
strain_lig_109,CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,ok,"connectivity cut, metal and fill removed",1,0,4,66|CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC|nitrate
strain_lig_110,CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C|water
strain_lig_111,CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C|water
strain_lig_112,CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,ok,"connectivity cut, metal and fill removed",1,0,4,66|CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC|nitrate
strain_lig_113,CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC|nitrate
strain_lig_114,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1|nitrate
strain_lig_115,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1|water
strain_lig_116,CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,ok,"connectivity cut, metal and fill removed",1,0,2,63|CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1|nitrate
strain_lig_117,CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1|nitrate
strain_lig_118,CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC|nitrate
strain_lig_119,CCCCCCOP(=O)(O)OCCCCCC,ok,"connectivity cut, metal and fill removed",5,6,2,57|CCCCCCOP(=O)(O)OCCCCCC|nitrate
strain_lig_120,CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1|nitrate
strain_lig_121,CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1|nitrate
strain_lig_122,CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,ok,"connectivity cut, metal and fill removed",1,0,1,58|CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O|nitrate
strain_lig_123,CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC|nitrate
strain_lig_124,CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,ok,"connectivity cut, metal and fill removed",1,0,1,58|CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC|nitrate
strain_lig_125,CCCCN(C)C(=O)CC(=O)N(C)CCCC,ok,"connectivity cut, metal and fill removed",1,0,4,63|CCCCN(C)C(=O)CC(=O)N(C)CCCC|nitrate
strain_lig_126,CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,0,4,66|CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC|nitrate
strain_lig_127,CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,0,4,66|CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC|nitrate
strain_lig_128,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC|nitrate
strain_lig_129,CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C|nitrate
strain_lig_130,CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC|nitrate
strain_lig_131,CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC|nitrate
strain_lig_132,CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1|nitrate
strain_lig_133,CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1|nitrate
strain_lig_134,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1|water
strain_lig_135,CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,ok,"connectivity cut, metal and fill removed",1,0,2,68|CCCCN(CCCC)C(=O)c1ccccc1C(=O)O|nitrate
strain_lig_136,CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,ok,"connectivity cut, metal and fill removed",1,1,1,63|CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC|nitrate
lig_137,CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,FAILED,"no connected component matches the ligand formula -- the copies interpenetrate at bond length, so no connectivity cut separates them",2,1,3,
strain_lig_138,CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,ok,"connectivity cut, metal and fill removed",1,1,4,63|CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC|nitrate
strain_lig_139,CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC|nitrate
strain_lig_140,CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,ok,"connectivity cut, metal and fill removed",1,0,1,64|CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC|nitrate
strain_lig_141,CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,ok,"connectivity cut, metal and fill removed",1,0,2,70|CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1|nitrate
strain_lig_142,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1|nitrate
strain_lig_143,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C|nitrate
strain_lig_144,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C|nitrate
strain_lig_145,CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1|nitrate
strain_lig_146,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1|nitrate
strain_lig_147,CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,ok,"connectivity cut, metal and fill removed",1,0,3,58|CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1|nitrate
strain_lig_148,CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,ok,"connectivity cut, metal and fill removed",1,0,3,58|CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C|nitrate
strain_lig_149,CCN(CC)C(=O)COCC(=O)N(CC)CC,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCN(CC)C(=O)COCC(=O)N(CC)CC|nitrate
strain_lig_150,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,3,63|CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1|water
strain_lig_151,CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,2,63|CCOP(=O)(OCC)c1ccc2ccc3ccc(P(=O)(OCC)OCC)nc3c2n1|nitrate
strain_lig_152,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,ok,"connectivity cut, metal and fill removed",1,0,1,63|CCOP(=S)(COCP(=S)(OCC)OCC)OCC|water
strain_lig_153,CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CCc1ccc(N(CC)C(=O)c2ccc3ccc4ccc(C(=O)N(CC)c5ccc(CC)cc5)nc4c3n2)cc1|nitrate
strain_lig_154,CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1,ok,"connectivity cut, metal and fill removed",1,0,4,66|CN(C(=O)CC(=O)N(C)c1ccccc1)c1ccccc1|nitrate
strain_lig_155,CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CN(C(=O)COCC(=O)N(C)c1ccccc1)c1ccccc1|nitrate
strain_lig_156,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,ok,"connectivity cut, metal and fill removed",1,0,2,66|CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1|nitrate
strain_lig_157,COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC,ok,"connectivity cut, metal and fill removed",1,0,1,66|COCCN(CCOC)C(=O)COCC(=O)N(CCOC)CCOC|water
strain_lig_158,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,ok,"connectivity cut, metal and fill removed",1,0,1,63|Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1|nitrate
strain_lig_159,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,ok,"connectivity cut, metal and fill removed",1,0,1,63|Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1|nitrate
strain_lig_160,Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1,ok,"connectivity cut, metal and fill removed",1,0,2,63|Cc1cc(C)n(-c2cncc(-n3nc(C)cc3C)n2)n1|nitrate
strain_lig_161,Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1,ok,"connectivity cut, metal and fill removed",1,0,1,63|Cc1ccn(-c2cccc(-n3ccc(C)n3)n2)n1|nitrate
lig_162,Cc1ccn(-c2cncc(-n3ccc(C)n3)n2)n1,FAILED,"no connected component matches the ligand formula -- the copies interpenetrate at bond length, so no connectivity cut separates them",1,0,2,
strain_lig_163,O=C(COCC(=O)N1CCCCC1)N1CCCCC1,ok,"connectivity cut, metal and fill removed",1,0,2,66|O=C(COCC(=O)N1CCCCC1)N1CCCCC1|water
strain_lig_164,O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O,ok,"connectivity cut, metal and fill removed",1,4,1,66|O=C(O)CN(CC(=O)O)C1CCCCC1N(CC(=O)O)CC(=O)O|nitrate
strain_lig_165,O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O,ok,"connectivity cut, metal and fill removed",1,0,1,58|O=C(O)CN(CCO)CCN(CC(=O)O)CC(=O)O|nitrate
strain_lig_166,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1,ok,"connectivity cut, metal and fill removed",1,0,2,66|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCCC4)nc3c2n1)N1CCCC1|nitrate
strain_lig_167,O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21,ok,"connectivity cut, metal and fill removed",1,0,2,63|O=C(c1cc(Cl)c2ccc3c(Cl)cc(C(=O)N4CCc5ccccc54)nc3c2n1)N1CCc2ccccc21|nitrate
strain_lig_168,O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1,ok,"connectivity cut, metal and fill removed",1,0,3,63|O=C(c1cccc(C(=O)N2CCCC2)n1)N1CCCC1|nitrate
strain_lig_169,O=C(c1ccccc1)c1ccc2ccccc2n1,ok,"connectivity cut, metal and fill removed",1,0,4,63|O=C(c1ccccc1)c1ccc2ccccc2n1|nitrate
strain_lig_170,O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1,ok,"connectivity cut, metal and fill removed",1,0,2,63|O=P(c1ccccc1)(c1ccccc1)c1ccc2ccc3ccc(P(=O)(c4ccccc4)c4ccccc4)nc3c2n1|nitrate
strain_lig_171,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,ok,"connectivity cut, metal and fill removed",2,0,1,70|O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12|nitrate
lig_172,S=P(COCP(=S)(c1ccccc1)c1ccccc1)(c1ccccc1)c1ccccc1,FAILED,"no connected component matches the ligand formula -- the copies interpenetrate at bond length, so no connectivity cut separates them",1,1,3,
strain_lig_173,S=P(S)(c1ccccc1Cl)c1ccccc1Cl,ok,"connectivity cut, metal and fill removed",1,1,4,63|S=P(S)(c1ccccc1Cl)c1ccccc1Cl|nitrate
strain_lig_174,c1cc(-n2cccn2)nc(-n2cccn2)c1,ok,"connectivity cut, metal and fill removed",1,0,1,63|c1cc(-n2cccn2)nc(-n2cccn2)c1|nitrate
strain_lig_175,c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2,ok,"connectivity cut, metal and fill removed",1,0,1,68|c1cc2nc(c1)COc1ccccc1OCCOCCOc1ccccc1OC2|nitrate
strain_lig_176,c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2,ok,"connectivity cut, metal and fill removed",1,0,1,68|c1ccc2c(c1)OCCOCCOc1ccccc1OCCOCCO2|nitrate
