arm,baseline,family,statistic,n_units,baseline_median,arm_median,median_paired_delta,mean_paired_delta,p95_paired_delta,n_ties,frac_units_worse,sign_test_p
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shift_max,534,0.19461185290362545,0.2736491753410601,0.030253821363576905,0.06354027936105819,0.26161645233680525,114,0.7761904761904762,4.627798515941645e-31
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shape_shift_median,534,0.06078549109864956,0.08981960902102588,0.014401593414476686,0.02984516312729517,0.13046187787812558,114,0.7928571428571428,5.40041798653677e-35
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,level_shift,534,0.039576551615258526,0.05035532057482775,0.0033746538648109087,0.012950685668563302,0.08138676745174861,114,0.680952380952381,9.345557422756627e-14
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_median,970,0.02976832831222173,0.03567348216046262,0.0025150250326685455,0.01283910390594123,0.08217134215152777,123,0.6469893742621016,9.214188761544756e-18
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_p95,970,0.0876428180480389,0.10907797075811218,0.011093653253671315,0.03019055629299403,0.16646944973156286,112,0.7167832167832168,6.108651143907091e-38
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_max,970,0.10215188945532121,0.12846689984508555,0.012344292232233323,0.03317479644175833,0.18869433698337842,112,0.7097902097902098,1.47087528085344e-35
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shape_shift_median,970,0.025313180386474676,0.029676472806725685,0.0030366632981466135,0.009427982533235835,0.059846803764901084,112,0.682983682983683,3.1155527594167923e-27
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,level_shift,970,0.020560533512967133,0.02347729379739663,0.0003800734413402229,0.010319060013382135,0.08458227065887315,113,0.5845974329054843,8.216397501061806e-07
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_median,194,0.0,0.0,0.0,-7.935912808914517e-19,2.220446049250313e-16,75,0.48739495798319327,0.8546300421797667
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_p95,194,5.551115123125783e-17,5.551115123125783e-17,0.0,1.1521604117505785e-18,2.220446049250313e-16,57,0.5182481751824818,0.7326840935910413
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_max,194,5.551115123125783e-17,5.551115123125783e-17,0.0,2.038747177952124e-18,2.220446049250313e-16,73,0.512396694214876,0.85582159921108
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shape_shift_median,194,0.0,0.0,0.0,-4.403872741848337e-18,2.220446049250313e-16,90,0.41346153846153844,0.09504367479940816
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,level_shift,194,0.0,0.0,0.0,6.058119355537561e-18,2.220446049250313e-16,89,0.5047619047619047,1.0
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_median,791,0.03445960155406802,0.035140079061352414,0.0,0.01474058613730587,0.17417055199693057,75,0.5377094972067039,0.04754891049754102
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_p95,791,0.04723442726502171,0.05179501152075888,0.00010428292924447025,0.02065842834177362,0.21407903350713858,73,0.5515320334261838,0.00640344445771274
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_max,791,0.04989186610009744,0.0540350921300603,0.0,0.021258489327469543,0.21224878950883852,73,0.5459610027855153,0.015217651714629807
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shape_shift_median,791,0.00948062485070457,0.010445792034925128,0.00014843385664665282,0.014022082907264335,0.16724187004748056,73,0.5584958217270195,0.001931047650338656
C_LN_PLUS_ACTINIDES|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,level_shift,791,0.026024893712745634,0.027912567295429902,0.0,0.00506788931972847,0.0705577591993256,74,0.5160390516039052,0.4113194856548521
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,shift_median,194,0.0,0.0,0.0,9.514153497109911e-18,1.1830814106161813e-16,108,0.5581395348837209,0.3318343545999156
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,shift_p95,194,0.0,6.938893903907228e-18,0.0,1.167138050009653e-17,2.220446049250313e-16,92,0.5784313725490197,0.1370988057560341
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,shift_max,194,0.0,6.938893903907228e-18,0.0,1.4441125843827545e-17,2.220446049250313e-16,101,0.5698924731182796,0.21315300096890794
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,shape_shift_median,194,0.0,0.0,0.0,4.601152827872762e-18,1.1102230246251565e-16,111,0.5542168674698795,0.37999939641191804
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,CONTEXT,level_shift,194,0.0,0.0,0.0,1.1319294227588353e-17,2.220446049250313e-16,119,0.5733333333333334,0.24804574189252784
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,shift_median,178,0.09179853044470956,0.16245553674733648,0.040006934646761125,0.0651986078077883,0.2568940402192192,44,0.9104477611940298,4.283133267277142e-24
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,shift_p95,178,0.24456233685250878,0.34112458780471444,0.07154382328716828,0.10065777036556635,0.31302960466229024,38,0.9285714285714286,8.905530390317101e-28
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,shift_max,178,0.26194549448533444,0.36779355730012775,0.06975725890393483,0.10816028248381034,0.3453135592256435,38,0.9214285714285714,1.0618810807448801e-26
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,shape_shift_median,178,0.08497522403299484,0.17065573107629123,0.043437575516098115,0.07099796139759504,0.26571410070282014,38,0.9285714285714286,8.905530390317101e-28
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DECOY,level_shift,178,0.01864884139502329,0.015823208566800084,0.0,-0.0034229651684039904,0.047316813561974744,38,0.42857142857142855,0.10798762998355264
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,shift_median,267,0.011516884123213167,0.01667124945479327,0.0,0.00621521264259404,0.053032057453008596,62,0.6146341463414634,0.0012589422935097329
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,shift_p95,267,0.01924110393415021,0.025846219824806036,0.002625410889733627,0.01531087048711742,0.09684888080306525,56,0.6824644549763034,1.2279022171674452e-07
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,shift_max,267,0.020105370895852348,0.026562751391870143,0.0022293820845240564,0.017445657943243646,0.11538727401642097,56,0.6824644549763034,1.2279022171674452e-07
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,shape_shift_median,267,0.002403351135169207,0.003094305460104474,0.0,0.002307401349081407,0.02054520403813535,56,0.6113744075829384,0.001481626604666837
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,DENSITY,level_shift,267,0.011822258338418906,0.01659364620861098,0.0014233063012246139,0.007402147536150611,0.05246946319827503,56,0.6445497630331753,3.216505634538129e-05
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shift_median,534,0.061033410871468616,0.08056648866831902,0.0124475410583679,0.02882784175835745,0.1311064232283668,132,0.7910447761194029,3.941679789734064e-33
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shift_p95,534,0.1763716293222539,0.24740664287512612,0.040320046897101225,0.06552515197551978,0.23934873092590456,114,0.8285714285714286,1.7702605190037777e-44
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shift_max,534,0.19461185290362545,0.2723960100000381,0.037845817338279686,0.07115927460109134,0.27930179846265163,114,0.8166666666666667,3.785300209058344e-41
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,shape_shift_median,534,0.06078549109864956,0.0940306954784668,0.019928946376987,0.03550144779383977,0.14667654063213784,114,0.8404761904761905,5.4627557051079e-48
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,EXTEND,level_shift,534,0.039576551615258526,0.054700046604587105,0.005586462972490491,0.015504603819190312,0.08157608830350008,114,0.7119047619047619,1.759695323769092e-18
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_median,970,0.02976832831222173,0.036851409347468056,0.004272337833890638,0.015432972769614028,0.08889645952274555,123,0.706021251475797,6.843804041208126e-34
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_p95,970,0.0876428180480389,0.115995387877714,0.015281248951329485,0.03536188949634586,0.18390795248353536,112,0.7587412587412588,3.717817915542204e-54
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shift_max,970,0.10215188945532121,0.13447603104769032,0.01818288115920283,0.038670062725909976,0.20240452538754444,112,0.7354312354312355,9.883251198172414e-45
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,shape_shift_median,970,0.025313180386474676,0.03182976743499508,0.004083009797638343,0.011883180359315732,0.07017752131203553,112,0.7319347319347319,2.078733900779613e-43
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,NESTED,level_shift,970,0.020560533512967133,0.025431602419925252,0.001061001230885976,0.012906955621999243,0.0828741966302268,113,0.6091015169194866,1.7896500316583115e-10
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_median,194,0.0,0.0,0.0,1.4597608631608957e-18,2.220446049250313e-16,72,0.4426229508196721,0.23908881247691507
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_p95,194,5.551115123125783e-17,8.049116928532381e-17,0.0,1.1556924518176412e-17,2.7422508708241364e-16,46,0.5135135135135135,0.805320956640181
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shift_max,194,5.551115123125783e-17,1.1102230246251565e-16,0.0,1.110580699568657e-17,2.220446049250313e-16,57,0.5328467153284672,0.49444245243313445
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,shape_shift_median,194,0.0,0.0,0.0,-4.367546380399081e-18,2.220446049250313e-16,87,0.4485981308411215,0.33370511619743876
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,PERMUTE,level_shift,194,0.0,0.0,0.0,1.6378159209721748e-17,2.220446049250313e-16,82,0.5625,0.21913114749778415
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_median,791,0.03445960155406802,0.038237974270932784,0.00027972620766859857,0.01978143837086532,0.17173015775670464,75,0.5600558659217877,0.0014728666154453665
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_p95,791,0.04723442726502171,0.053165871848762106,0.000966436605873108,0.02429408655294731,0.21109763510076518,73,0.5696378830083565,0.00021550660790832304
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shift_max,791,0.04989186610009744,0.054984937030789494,0.000784589105814415,0.02473511611850985,0.2126424737918437,73,0.5696378830083565,0.00021550660790832304
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,shape_shift_median,791,0.00948062485070457,0.010649519160154886,0.0010230592788224475,0.017700074077733788,0.1596292297088526,73,0.6128133704735376,1.6054430196285978e-09
E_LN_PLUS_ALL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,A_GEN10_CONTROL|JOINT|GENERAL|ANNOTATION_SAFE|HIERARCHICAL|lam1,SPARSE,level_shift,791,0.026024893712745634,0.027495806809099577,0.0,0.006016789554977173,0.08051260177233341,73,0.4958217270194986,0.8519919905637123
