feature,delta3d_blend_weight,importance
base__ecfp_1309,0.5,5.084520901691022e-06
base__ecfp_1575,0.5,5.02648875837792e-06
base__ecfp_1377,0.5,4.577228864761442e-06
base__ecfp_401,0.5,3.791858005246749e-06
base__ecfp_1034,0.5,3.4766034971064955e-06
base__ecfp_1073,0.5,2.6882740171689054e-06
base__ecfp_625,0.5,2.380803748451173e-06
base__ecfp_67,0.5,2.154546587978602e-06
base__ecfp_974,0.5,1.4343925510058282e-06
base__ecfp_1787,0.5,1.3589001331695798e-06
base__ecfp_701,0.5,1.356506109837825e-06
base__ecfp_843,0.5,1.2127708975636984e-06
base__ecfp_507,0.5,1.1965487960037194e-06
base__ecfp_2,0.5,8.689316604810454e-07
base__cond__diluent__avkerosene,0.5,7.438971859440462e-07
base__ecfp_116,0.5,4.810521065917293e-07
base__ecfp_663,0.5,3.5056111523445555e-07
base__ecfp_479,0.5,3.2895123846858576e-07
base__ecfp_825,0.5,2.5622421045426e-07
base__ecfp_759,0.5,1.8384030068522767e-07
base__ecfp_997,0.5,3.200922993874362e-08
base__ecfp_1453,0.5,0.0
base__ecfp_1458,0.5,0.0
base__ecfp_1414,0.5,0.0
base__ecfp_1449,0.5,0.0
base__ecfp_1459,0.5,0.0
base__ecfp_1451,0.5,0.0
base__ecfp_1450,0.5,0.0
base__ecfp_4,0.5,0.0
base__ecfp_1457,0.5,0.0
base__ecfp_3,0.5,0.0
base__ecfp_1456,0.5,0.0
base__ecfp_38,0.5,0.0
base__ecfp_1422,0.5,0.0
base__ecfp_18,0.5,0.0
base__ecfp_1415,0.5,0.0
base__ecfp_1552,0.5,0.0
base__ecfp_1418,0.5,0.0
base__ecfp_1431,0.5,0.0
base__ecfp_1430,0.5,0.0
base__ecfp_1419,0.5,0.0
base__ecfp_0,0.5,0.0
base__ecfp_1428,0.5,0.0
base__cond__diluent__tphkerosene,0.5,0.0
base__cond__diluent__tph_0_95_1_octanol_0_05,0.5,0.0
base__ecfp_1426,0.5,0.0
base__cond__diluent__total_petroleum_hydrocarbons,0.5,0.0
base__ecfp_1425,0.5,0.0
base__ecfp_1424,0.5,0.0
base__ecfp_1421,0.5,0.0
base__ecfp_1551,0.5,0.0
base__ecfp_1423,0.5,0.0
base__cond__diluent__tph,0.5,0.0
base__ecfp_1432,0.5,0.0
base__ecfp_1433,0.5,0.0
base__ecfp_1434,0.5,0.0
base__ecfp_1443,0.5,0.0
base__ecfp_1448,0.5,0.0
base__ecfp_1553,0.5,0.0
base__ecfp_1447,0.5,0.0
base__ecfp_1446,0.5,0.0
base__ecfp_1445,0.5,0.0
base__ecfp_39,0.5,0.0
base__ecfp_1416,0.5,0.0
base__ecfp_40,0.5,0.0
base__ecfp_1435,0.5,0.0
base__ecfp_1441,0.5,0.0
base__ecfp_1440,0.5,0.0
base__ecfp_1439,0.5,0.0
base__ecfp_1438,0.5,0.0
base__ecfp_1437,0.5,0.0
base__ecfp_1417,0.5,0.0
base__ecfp_1436,0.5,0.0
base__ecfp_1550,0.5,0.0
base__ecfp_1537,0.5,0.0
base__ecfp_1460,0.5,0.0
base__ecfp_1515,0.5,0.0
base__ecfp_1513,0.5,0.0
base__ecfp_14,0.5,0.0
base__ecfp_1541,0.5,0.0
base__ecfp_1511,0.5,0.0
base__ecfp_1510,0.5,0.0
base__ecfp_1509,0.5,0.0
base__ecfp_1508,0.5,0.0
base__ecfp_1542,0.5,0.0
base__ecfp_1507,0.5,0.0
base__ecfp_1543,0.5,0.0
base__ecfp_1506,0.5,0.0
base__ecfp_1505,0.5,0.0
base__ecfp_1503,0.5,0.0
base__ecfp_12,0.5,0.0
base__ecfp_1501,0.5,0.0
base__ecfp_1500,0.5,0.0
base__ecfp_1499,0.5,0.0
base__ecfp_1498,0.5,0.0
base__ecfp_1497,0.5,0.0
base__ecfp_1540,0.5,0.0
base__ecfp_1516,0.5,0.0
base__ecfp_1461,0.5,0.0
base__ecfp_1538,0.5,0.0
base__ecfp_1535,0.5,0.0
base__ecfp_1533,0.5,0.0
base__ecfp_1532,0.5,0.0
base__ecfp_1531,0.5,0.0
base__ecfp_16,0.5,0.0
base__ecfp_1530,0.5,0.0
base__ecfp_1529,0.5,0.0
base__ecfp_1528,0.5,0.0
base__ecfp_15,0.5,0.0
base__ecfp_1527,0.5,0.0
base__ecfp_1526,0.5,0.0
base__ecfp_1525,0.5,0.0
base__ecfp_1524,0.5,0.0
base__ecfp_1523,0.5,0.0
base__ecfp_1522,0.5,0.0
base__ecfp_1521,0.5,0.0
base__ecfp_1519,0.5,0.0
base__ecfp_1518,0.5,0.0
base__ecfp_1517,0.5,0.0
base__ecfp_17,0.5,0.0
base__ecfp_1496,0.5,0.0
base__ecfp_1545,0.5,0.0
base__ecfp_11,0.5,0.0
base__ecfp_1475,0.5,0.0
base__ecfp_1474,0.5,0.0
base__ecfp_1473,0.5,0.0
base__ecfp_1472,0.5,0.0
base__ecfp_1471,0.5,0.0
base__ecfp_1470,0.5,0.0
base__ecfp_8,0.5,0.0
base__ecfp_1469,0.5,0.0
base__ecfp_7,0.5,0.0
base__ecfp_1468,0.5,0.0
base__ecfp_1467,0.5,0.0
base__ecfp_1466,0.5,0.0
base__ecfp_6,0.5,0.0
base__ecfp_1465,0.5,0.0
base__ecfp_1464,0.5,0.0
base__ecfp_1548,0.5,0.0
base__ecfp_1463,0.5,0.0
base__ecfp_1549,0.5,0.0
base__ecfp_1462,0.5,0.0
base__ecfp_1476,0.5,0.0
base__ecfp_1477,0.5,0.0
base__ecfp_1536,0.5,0.0
base__ecfp_1488,0.5,0.0
base__ecfp_1546,0.5,0.0
base__ecfp_1494,0.5,0.0
base__ecfp_1493,0.5,0.0
base__ecfp_1491,0.5,0.0
base__ecfp_1490,0.5,0.0
base__ecfp_10,0.5,0.0
base__ecfp_1547,0.5,0.0
base__ecfp_1489,0.5,0.0
base__ecfp_1487,0.5,0.0
base__ecfp_1478,0.5,0.0
base__ecfp_1412,0.5,0.0
base__ecfp_1486,0.5,0.0
base__ecfp_1485,0.5,0.0
base__ecfp_1484,0.5,0.0
base__ecfp_1483,0.5,0.0
base__ecfp_1482,0.5,0.0
base__ecfp_1481,0.5,0.0
base__ecfp_1479,0.5,0.0
base__ecfp_1981,0.5,0.0
base__ecfp_1379,0.5,0.0
base__ecfp_1411,0.5,0.0
base__ecfp_1284,0.5,0.0
base__ecfp_1282,0.5,0.0
base__ecfp_1281,0.5,0.0
base__ecfp_1280,0.5,0.0
base__ecfp_1279,0.5,0.0
base__ecfp_1278,0.5,0.0
base__ecfp_1277,0.5,0.0
base__ecfp_1276,0.5,0.0
base__cond__additive__isododecanol,0.5,0.0
base__ecfp_1273,0.5,0.0
base__ecfp_47,0.5,0.0
base__ecfp_1270,0.5,0.0
base__cond__additive__isodecyl,0.5,0.0
base__ecfp_1268,0.5,0.0
base__ecfp_1267,0.5,0.0
base__ecfp_1266,0.5,0.0
base__ecfp_1265,0.5,0.0
base__ecfp_1264,0.5,0.0
base__ecfp_1263,0.5,0.0
base__ecfp_1262,0.5,0.0
base__ecfp_1261,0.5,0.0
base__ecfp_1260,0.5,0.0
base__cond__additive__octanol,0.5,0.0
base__ecfp_1285,0.5,0.0
base__ecfp_1258,0.5,0.0
base__ecfp_1286,0.5,0.0
base__ecfp_1312,0.5,0.0
base__ecfp_1311,0.5,0.0
base__ecfp_1310,0.5,0.0
base__ecfp_1307,0.5,0.0
base__ecfp_1306,0.5,0.0
base__ecfp_1305,0.5,0.0
base__ecfp_1303,0.5,0.0
base__ecfp_1302,0.5,0.0
base__ecfp_1301,0.5,0.0
base__ecfp_1300,0.5,0.0
base__ecfp_1299,0.5,0.0
base__ecfp_1298,0.5,0.0
base__ecfp_1297,0.5,0.0
base__ecfp_1296,0.5,0.0
base__ecfp_1294,0.5,0.0
base__ecfp_1293,0.5,0.0
base__cond__additive__tbp,0.5,0.0
base__ecfp_1291,0.5,0.0
base__ecfp_1290,0.5,0.0
base__ecfp_1288,0.5,0.0
base__ecfp_1287,0.5,0.0
base__ecfp_1259,0.5,0.0
base__ecfp_48,0.5,0.0
base__ecfp_1409,0.5,0.0
base__ecfp_1230,0.5,0.0
base__ecfp_1228,0.5,0.0
base__ecfp_1227,0.5,0.0
base__ecfp_1226,0.5,0.0
base__cond__acid__hno3_oxalic_acid,0.5,0.0
base__ecfp_1224,0.5,0.0
base__ecfp_1223,0.5,0.0
base__ecfp_1222,0.5,0.0
base__cond__acid__hclo4,0.5,0.0
base__ecfp_1220,0.5,0.0
base__ecfp_1219,0.5,0.0
base__ecfp_1217,0.5,0.0
base__ecfp_1216,0.5,0.0
base__ecfp_1215,0.5,0.0
base__ecfp_1213,0.5,0.0
base__ecfp_1212,0.5,0.0
base__ecfp_1211,0.5,0.0
base__ecfp_1210,0.5,0.0
base__ecfp_1208,0.5,0.0
base__ecfp_1207,0.5,0.0
base__ecfp_1206,0.5,0.0
base__ecfp_1205,0.5,0.0
base__ecfp_1229,0.5,0.0
base__ecfp_1231,0.5,0.0
base__ecfp_1256,0.5,0.0
base__ecfp_1232,0.5,0.0
base__cond__additive__isodecanol,0.5,0.0
base__ecfp_1255,0.5,0.0
base__cond__additive__hdehp,0.5,0.0
base__ecfp_1253,0.5,0.0
base__ecfp_1252,0.5,0.0
base__ecfp_1251,0.5,0.0
base__ecfp_1250,0.5,0.0
base__cond__additive__dohya,0.5,0.0
base__ecfp_1247,0.5,0.0
base__ecfp_1246,0.5,0.0
base__ecfp_1245,0.5,0.0
base__ecfp_1244,0.5,0.0
base__cond__additive__dhoa,0.5,0.0
base__ecfp_1242,0.5,0.0
base__ecfp_1241,0.5,0.0
base__ecfp_1240,0.5,0.0
base__ecfp_1239,0.5,0.0
base__ecfp_1236,0.5,0.0
base__ecfp_1235,0.5,0.0
base__ecfp_1234,0.5,0.0
base__ecfp_1233,0.5,0.0
base__ecfp_1313,0.5,0.0
base__ecfp_1315,0.5,0.0
base__ecfp_1316,0.5,0.0
base__ecfp_1387,0.5,0.0
base__ecfp_43,0.5,0.0
base__ecfp_44,0.5,0.0
base__ecfp_1383,0.5,0.0
base__ecfp_1382,0.5,0.0
base__ecfp_1381,0.5,0.0
base__cond__diluent__kerosene_with_30_vol_1_octanol,0.5,0.0
base__ecfp_19,0.5,0.0
base__ecfp_1378,0.5,0.0
base__ecfp_1376,0.5,0.0
base__ecfp_1375,0.5,0.0
base__ecfp_1374,0.5,0.0
base__ecfp_1373,0.5,0.0
base__ecfp_1372,0.5,0.0
base__ecfp_1371,0.5,0.0
base__ecfp_1370,0.5,0.0
base__ecfp_1369,0.5,0.0
base__ecfp_1368,0.5,0.0
base__ecfp_1367,0.5,0.0
base__ecfp_1366,0.5,0.0
base__ecfp_1365,0.5,0.0
base__ecfp_1364,0.5,0.0
base__cond__diluent__n_dodecane_with_5_vol_iso_decanol,0.5,0.0
base__cond__diluent__n_hexane,0.5,0.0
base__ecfp_1317,0.5,0.0
base__ecfp_1388,0.5,0.0
base__ecfp_1408,0.5,0.0
base__ecfp_41,0.5,0.0
base__ecfp_1406,0.5,0.0
base__ecfp_42,0.5,0.0
base__ecfp_1404,0.5,0.0
base__ecfp_1403,0.5,0.0
base__ecfp_1402,0.5,0.0
base__cond__diluent__sulfonated_kerosene,0.5,0.0
base__ecfp_1401,0.5,0.0
base__ecfp_1400,0.5,0.0
base__ecfp_1399,0.5,0.0
base__ecfp_1398,0.5,0.0
base__ecfp_1397,0.5,0.0
base__ecfp_1396,0.5,0.0
base__ecfp_1395,0.5,0.0
base__ecfp_1394,0.5,0.0
base__ecfp_1393,0.5,0.0
base__ecfp_1392,0.5,0.0
base__cond__diluent__n_octane_with_5_1_octanol,0.5,0.0
base__ecfp_1390,0.5,0.0
base__ecfp_1389,0.5,0.0
base__ecfp_1363,0.5,0.0
base__cond__diluent__kerosene_0_95_1_octanol_0_05,0.5,0.0
base__ecfp_1361,0.5,0.0
base__ecfp_1360,0.5,0.0
base__ecfp_1338,0.5,0.0
base__ecfp_1337,0.5,0.0
base__ecfp_1336,0.5,0.0
base__ecfp_1335,0.5,0.0
base__ecfp_1334,0.5,0.0
base__ecfp_1333,0.5,0.0
base__ecfp_1332,0.5,0.0
base__ecfp_1331,0.5,0.0
base__ecfp_1330,0.5,0.0
base__ecfp_1329,0.5,0.0
base__cond__diluent__c4mim_tf2n,0.5,0.0
base__ecfp_1327,0.5,0.0
base__ecfp_1326,0.5,0.0
base__cond__diluent__benzene,0.5,0.0
base__ecfp_1324,0.5,0.0
base__ecfp_1323,0.5,0.0
base__ecfp_1322,0.5,0.0
base__ecfp_1321,0.5,0.0
base__ecfp_1320,0.5,0.0
base__ecfp_1319,0.5,0.0
base__ecfp_1318,0.5,0.0
base__ecfp_1339,0.5,0.0
base__ecfp_1340,0.5,0.0
base__ecfp_1341,0.5,0.0
base__ecfp_1353,0.5,0.0
base__cond__diluent__isoparl,0.5,0.0
base__ecfp_1359,0.5,0.0
base__ecfp_1358,0.5,0.0
base__cond__diluent__hydrogenated_tetrapropylene,0.5,0.0
base__cond__diluent__hydrogenated_tetrapropene_with_5_vol_1_octanol,0.5,0.0
base__ecfp_1356,0.5,0.0
base__ecfp_1355,0.5,0.0
base__cond__diluent__hydrogenated_tetrapropene_with_50_vol_1_octanol,0.5,0.0
base__ecfp_1354,0.5,0.0
base__ecfp_45,0.5,0.0
base__ecfp_1342,0.5,0.0
base__ecfp_1351,0.5,0.0
base__ecfp_1350,0.5,0.0
base__ecfp_1349,0.5,0.0
base__ecfp_1348,0.5,0.0
base__ecfp_1347,0.5,0.0
base__ecfp_1346,0.5,0.0
base__ecfp_1345,0.5,0.0
base__ecfp_1344,0.5,0.0
base__ecfp_1343,0.5,0.0
base__ecfp_1554,0.5,0.0
base__ecfp_21,0.5,0.0
base__ecfp_1555,0.5,0.0
base__ecfp_1846,0.5,0.0
base__ecfp_2011,0.5,0.0
base__ecfp_1843,0.5,0.0
base__ecfp_1842,0.5,0.0
base__ecfp_1841,0.5,0.0
base__ecfp_1840,0.5,0.0
base__ecfp_1839,0.5,0.0
base__ecfp_32,0.5,0.0
base__ecfp_1837,0.5,0.0
base__ecfp_1836,0.5,0.0
base__ecfp_2012,0.5,0.0
base__ecfp_1835,0.5,0.0
base__ecfp_1834,0.5,0.0
base__ecfp_1833,0.5,0.0
base__ecfp_1832,0.5,0.0
base__ecfp_1831,0.5,0.0
base__ecfp_1830,0.5,0.0
base__ecfp_1829,0.5,0.0
base__ecfp_1828,0.5,0.0
base__ecfp_1827,0.5,0.0
base__ecfp_1826,0.5,0.0
base__ecfp_2013,0.5,0.0
base__ecfp_1825,0.5,0.0
base__ecfp_2014,0.5,0.0
base__ecfp_1844,0.5,0.0
base__ecfp_2010,0.5,0.0
base__ecfp_2016,0.5,0.0
base__ecfp_1848,0.5,0.0
base__ecfp_27,0.5,0.0
base__ecfp_2005,0.5,0.0
base__ecfp_1872,0.5,0.0
base__ecfp_1871,0.5,0.0
base__ecfp_1870,0.5,0.0
base__ecfp_1869,0.5,0.0
base__ecfp_1868,0.5,0.0
base__ecfp_1867,0.5,0.0
base__ecfp_1865,0.5,0.0
base__ecfp_1864,0.5,0.0
base__ecfp_1863,0.5,0.0
base__ecfp_1862,0.5,0.0
base__ecfp_2006,0.5,0.0
base__ecfp_1861,0.5,0.0
base__ecfp_2007,0.5,0.0
base__ecfp_1857,0.5,0.0
base__ecfp_1856,0.5,0.0
base__ecfp_2008,0.5,0.0
base__ecfp_1854,0.5,0.0
base__ecfp_1853,0.5,0.0
base__ecfp_1852,0.5,0.0
base__ecfp_1850,0.5,0.0
base__ecfp_1849,0.5,0.0
base__ecfp_2015,0.5,0.0
base__ecfp_1822,0.5,0.0
base__ecfp_1875,0.5,0.0
base__ecfp_2023,0.5,0.0
base__ecfp_1797,0.5,0.0
base__ecfp_1796,0.5,0.0
base__ecfp_1795,0.5,0.0
base__ecfp_1794,0.5,0.0
base__ecfp_1793,0.5,0.0
base__ecfp_1792,0.5,0.0
base__ecfp_2024,0.5,0.0
base__ecfp_1791,0.5,0.0
base__ecfp_1790,0.5,0.0
base__ecfp_1789,0.5,0.0
base__ecfp_1788,0.5,0.0
base__ecfp_1786,0.5,0.0
base__ecfp_1785,0.5,0.0
base__ecfp_1784,0.5,0.0
base__ecfp_1783,0.5,0.0
base__ecfp_1782,0.5,0.0
base__ecfp_1781,0.5,0.0
base__ecfp_1780,0.5,0.0
base__ecfp_1779,0.5,0.0
base__ecfp_1778,0.5,0.0
base__ecfp_1777,0.5,0.0
base__ecfp_1776,0.5,0.0
base__ecfp_1775,0.5,0.0
base__ecfp_1798,0.5,0.0
base__ecfp_2022,0.5,0.0
base__ecfp_1821,0.5,0.0
base__ecfp_1801,0.5,0.0
base__ecfp_1820,0.5,0.0
base__ecfp_1819,0.5,0.0
base__ecfp_1818,0.5,0.0
base__ecfp_2017,0.5,0.0
base__ecfp_1817,0.5,0.0
base__ecfp_1816,0.5,0.0
base__ecfp_1815,0.5,0.0
base__ecfp_1814,0.5,0.0
base__ecfp_1813,0.5,0.0
base__ecfp_1812,0.5,0.0
base__ecfp_1811,0.5,0.0
base__ecfp_1810,0.5,0.0
base__ecfp_1809,0.5,0.0
base__ecfp_1808,0.5,0.0
base__ecfp_1807,0.5,0.0
base__ecfp_2019,0.5,0.0
base__ecfp_2020,0.5,0.0
base__ecfp_2021,0.5,0.0
base__ecfp_1806,0.5,0.0
base__ecfp_1805,0.5,0.0
base__ecfp_1804,0.5,0.0
base__ecfp_1803,0.5,0.0
base__ecfp_1802,0.5,0.0
base__ecfp_2003,0.5,0.0
base__ecfp_1876,0.5,0.0
base__ecfp_1773,0.5,0.0
base__ecfp_1959,0.5,0.0
base__ecfp_1987,0.5,0.0
base__ecfp_1956,0.5,0.0
base__ecfp_1955,0.5,0.0
base__ecfp_1988,0.5,0.0
base__ecfp_1954,0.5,0.0
base__ecfp_1989,0.5,0.0
base__ecfp_1990,0.5,0.0
base__ecfp_29,0.5,0.0
base__ecfp_1991,0.5,0.0
base__ecfp_1949,0.5,0.0
base__ecfp_1948,0.5,0.0
base__ecfp_1947,0.5,0.0
base__ecfp_1946,0.5,0.0
base__ecfp_1945,0.5,0.0
base__ecfp_1944,0.5,0.0
base__ecfp_1943,0.5,0.0
base__ecfp_1942,0.5,0.0
base__ecfp_1941,0.5,0.0
base__ecfp_1940,0.5,0.0
base__ecfp_1937,0.5,0.0
base__ecfp_1936,0.5,0.0
base__ecfp_28,0.5,0.0
base__ecfp_1934,0.5,0.0
base__ecfp_1958,0.5,0.0
base__ecfp_1960,0.5,0.0
base__ecfp_1993,0.5,0.0
base__ecfp_1961,0.5,0.0
base__ecfp_1979,0.5,0.0
base__ecfp_1978,0.5,0.0
base__ecfp_1982,0.5,0.0
base__ecfp_1977,0.5,0.0
base__ecfp_1976,0.5,0.0
base__ecfp_1975,0.5,0.0
base__ecfp_1974,0.5,0.0
base__ecfp_1973,0.5,0.0
base__ecfp_1983,0.5,0.0
base__ecfp_1984,0.5,0.0
base__ecfp_1972,0.5,0.0
base__ecfp_1971,0.5,0.0
base__ecfp_1970,0.5,0.0
base__ecfp_1969,0.5,0.0
base__ecfp_1985,0.5,0.0
base__ecfp_1968,0.5,0.0
base__ecfp_1967,0.5,0.0
base__ecfp_1966,0.5,0.0
base__ecfp_1986,0.5,0.0
base__ecfp_1965,0.5,0.0
base__ecfp_1964,0.5,0.0
base__ecfp_1963,0.5,0.0
base__ecfp_1962,0.5,0.0
base__ecfp_1933,0.5,0.0
base__ecfp_1932,0.5,0.0
base__ecfp_1877,0.5,0.0
base__ecfp_1903,0.5,0.0
base__ecfp_1901,0.5,0.0
base__ecfp_1900,0.5,0.0
base__ecfp_1899,0.5,0.0
base__ecfp_1898,0.5,0.0
base__ecfp_2000,0.5,0.0
base__ecfp_1894,0.5,0.0
base__ecfp_1893,0.5,0.0
base__ecfp_2001,0.5,0.0
base__ecfp_1892,0.5,0.0
base__ecfp_1891,0.5,0.0
base__ecfp_1890,0.5,0.0
base__ecfp_1889,0.5,0.0
base__ecfp_1888,0.5,0.0
base__ecfp_1887,0.5,0.0
base__ecfp_2002,0.5,0.0
base__ecfp_1886,0.5,0.0
base__ecfp_1885,0.5,0.0
base__ecfp_1884,0.5,0.0
base__ecfp_1883,0.5,0.0
base__ecfp_1882,0.5,0.0
base__ecfp_1881,0.5,0.0
base__ecfp_1880,0.5,0.0
base__ecfp_1878,0.5,0.0
base__ecfp_1902,0.5,0.0
base__ecfp_1904,0.5,0.0
base__ecfp_1931,0.5,0.0
base__ecfp_1906,0.5,0.0
base__ecfp_1930,0.5,0.0
base__ecfp_1929,0.5,0.0
base__ecfp_1928,0.5,0.0
base__ecfp_1927,0.5,0.0
base__ecfp_1926,0.5,0.0
base__ecfp_1925,0.5,0.0
base__ecfp_1924,0.5,0.0
base__ecfp_1922,0.5,0.0
base__ecfp_1921,0.5,0.0
base__ecfp_1994,0.5,0.0
base__ecfp_1919,0.5,0.0
base__ecfp_1918,0.5,0.0
base__ecfp_30,0.5,0.0
base__ecfp_1916,0.5,0.0
base__ecfp_1915,0.5,0.0
base__ecfp_1996,0.5,0.0
base__ecfp_1913,0.5,0.0
base__ecfp_1997,0.5,0.0
base__ecfp_31,0.5,0.0
base__ecfp_1910,0.5,0.0
base__ecfp_1909,0.5,0.0
base__ecfp_1908,0.5,0.0
base__ecfp_1907,0.5,0.0
base__ecfp_1774,0.5,0.0
base__ecfp_1772,0.5,0.0
base__ecfp_1556,0.5,0.0
base__ecfp_2045,0.5,0.0
base__ecfp_1633,0.5,0.0
base__ecfp_1632,0.5,0.0
base__ecfp_1631,0.5,0.0
base__ecfp_1629,0.5,0.0
base__ecfp_1628,0.5,0.0
base__ecfp_1627,0.5,0.0
base__ecfp_1626,0.5,0.0
base__ecfp_1625,0.5,0.0
base__ecfp_1624,0.5,0.0
base__ecfp_1623,0.5,0.0
base__ecfp_1622,0.5,0.0
base__ecfp_1621,0.5,0.0
base__ecfp_2046,0.5,0.0
base__ecfp_1619,0.5,0.0
base__ecfp_1618,0.5,0.0
base__ecfp_1617,0.5,0.0
base__ecfp_1616,0.5,0.0
base__ecfp_1615,0.5,0.0
base__ecfp_1613,0.5,0.0
base__ecfp_1612,0.5,0.0
base__ecfp_1611,0.5,0.0
base__ecfp_1610,0.5,0.0
base__ecfp_1609,0.5,0.0
base__ecfp_1634,0.5,0.0
base__ecfp_2044,0.5,0.0
base__ecfp_1607,0.5,0.0
base__ecfp_1636,0.5,0.0
base__ecfp_1660,0.5,0.0
base__ecfp_1659,0.5,0.0
base__ecfp_1658,0.5,0.0
base__ecfp_1657,0.5,0.0
base__ecfp_1656,0.5,0.0
base__ecfp_1655,0.5,0.0
base__ecfp_1654,0.5,0.0
base__ecfp_2040,0.5,0.0
base__ecfp_2041,0.5,0.0
base__ecfp_1651,0.5,0.0
base__ecfp_1650,0.5,0.0
base__ecfp_2042,0.5,0.0
base__ecfp_1648,0.5,0.0
base__ecfp_1646,0.5,0.0
base__ecfp_1645,0.5,0.0
base__ecfp_1644,0.5,0.0
base__ecfp_1643,0.5,0.0
base__ecfp_2043,0.5,0.0
base__ecfp_1641,0.5,0.0
base__ecfp_1640,0.5,0.0
base__ecfp_1639,0.5,0.0
base__ecfp_1638,0.5,0.0
base__ecfp_1637,0.5,0.0
base__ecfp_1608,0.5,0.0
base__ecfp_1606,0.5,0.0
base__ecfp_1662,0.5,0.0
base__ecfp_1580,0.5,0.0
base__ecfp_1579,0.5,0.0
base__ecfp_1578,0.5,0.0
base__ecfp_1577,0.5,0.0
base__ecfp_1576,0.5,0.0
base__ecfp_1574,0.5,0.0
base__ecfp_1573,0.5,0.0
base__ecfp_1572,0.5,0.0
base__ecfp_1571,0.5,0.0
base__ecfp_1570,0.5,0.0
base__ecfp_1569,0.5,0.0
base__ecfp_20,0.5,0.0
base__ecfp_1568,0.5,0.0
base__ecfp_1567,0.5,0.0
base__ecfp_1566,0.5,0.0
base__ecfp_1565,0.5,0.0
base__ecfp_1564,0.5,0.0
base__ecfp_1563,0.5,0.0
base__ecfp_1562,0.5,0.0
base__ecfp_1561,0.5,0.0
base__ecfp_1560,0.5,0.0
base__ecfp_1559,0.5,0.0
base__ecfp_1558,0.5,0.0
base__ecfp_1557,0.5,0.0
base__ecfp_1980,0.5,0.0
base__ecfp_1581,0.5,0.0
base__ecfp_1605,0.5,0.0
base__ecfp_22,0.5,0.0
base__ecfp_1604,0.5,0.0
base__ecfp_2047,0.5,0.0
base__ecfp_26,0.5,0.0
base__ecfp_1602,0.5,0.0
base__ecfp_1601,0.5,0.0
base__ecfp_1600,0.5,0.0
base__ecfp_1599,0.5,0.0
base__ecfp_37,0.5,0.0
base__ecfp_1597,0.5,0.0
base__ecfp_1596,0.5,0.0
base__ecfp_1595,0.5,0.0
base__ecfp_1594,0.5,0.0
base__ecfp_1593,0.5,0.0
base__ecfp_1592,0.5,0.0
base__ecfp_1591,0.5,0.0
base__ecfp_1590,0.5,0.0
base__ecfp_25,0.5,0.0
base__ecfp_1588,0.5,0.0
base__ecfp_23,0.5,0.0
base__ecfp_1586,0.5,0.0
base__ecfp_1585,0.5,0.0
base__ecfp_1584,0.5,0.0
base__ecfp_1583,0.5,0.0
base__ecfp_1661,0.5,0.0
base__ecfp_1663,0.5,0.0
base__ecfp_1771,0.5,0.0
base__ecfp_2027,0.5,0.0
base__ecfp_1742,0.5,0.0
base__ecfp_1741,0.5,0.0
base__ecfp_1740,0.5,0.0
base__ecfp_1739,0.5,0.0
base__ecfp_1738,0.5,0.0
base__ecfp_2028,0.5,0.0
base__ecfp_1736,0.5,0.0
base__ecfp_1735,0.5,0.0
base__ecfp_1734,0.5,0.0
base__ecfp_1732,0.5,0.0
base__ecfp_1731,0.5,0.0
base__ecfp_1730,0.5,0.0
base__ecfp_1729,0.5,0.0
base__ecfp_1728,0.5,0.0
base__ecfp_1727,0.5,0.0
base__ecfp_2029,0.5,0.0
base__ecfp_1725,0.5,0.0
base__ecfp_34,0.5,0.0
base__ecfp_1723,0.5,0.0
base__ecfp_2030,0.5,0.0
base__ecfp_1720,0.5,0.0
base__ecfp_1719,0.5,0.0
base__ecfp_1718,0.5,0.0
base__ecfp_1743,0.5,0.0
base__ecfp_1744,0.5,0.0
base__ecfp_35,0.5,0.0
base__ecfp_2026,0.5,0.0
base__ecfp_1770,0.5,0.0
base__ecfp_1769,0.5,0.0
base__ecfp_1768,0.5,0.0
base__ecfp_1767,0.5,0.0
base__ecfp_1766,0.5,0.0
base__ecfp_1764,0.5,0.0
base__ecfp_1763,0.5,0.0
base__ecfp_1762,0.5,0.0
base__ecfp_1760,0.5,0.0
base__ecfp_1759,0.5,0.0
base__ecfp_1758,0.5,0.0
base__ecfp_1757,0.5,0.0
base__ecfp_1756,0.5,0.0
base__ecfp_1755,0.5,0.0
base__ecfp_2025,0.5,0.0
base__ecfp_1753,0.5,0.0
base__ecfp_1752,0.5,0.0
base__ecfp_1751,0.5,0.0
base__ecfp_33,0.5,0.0
base__ecfp_1749,0.5,0.0
base__ecfp_1748,0.5,0.0
base__ecfp_1746,0.5,0.0
base__ecfp_1745,0.5,0.0
base__ecfp_1717,0.5,0.0
base__ecfp_1715,0.5,0.0
base__ecfp_1664,0.5,0.0
base__ecfp_2035,0.5,0.0
base__ecfp_1689,0.5,0.0
base__ecfp_2036,0.5,0.0
base__ecfp_1688,0.5,0.0
base__ecfp_1686,0.5,0.0
base__ecfp_1685,0.5,0.0
base__ecfp_1684,0.5,0.0
base__ecfp_2038,0.5,0.0
base__ecfp_2039,0.5,0.0
base__ecfp_1682,0.5,0.0
base__ecfp_1681,0.5,0.0
base__ecfp_1679,0.5,0.0
base__ecfp_1677,0.5,0.0
