full_arm,global_model,arm,k,mae,n_ligands
GEN9_A0_ROW_ONLY | NEAREST_OBSERVED@CENTRAL,GEN9_A0_ROW_ONLY,NEAREST_OBSERVED@CENTRAL,1,0.8318047597214827,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@D_OPTIMAL,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@D_OPTIMAL,2,0.8460542393619801,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@D_OPTIMAL,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@D_OPTIMAL,3,0.7821282682755889,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@D_OPTIMAL,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@D_OPTIMAL,5,0.7285186520024298,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@MEDOID,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@MEDOID,1,0.8160787044094148,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@MEDOID,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@MEDOID,2,0.7740456155475778,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@MEDOID,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@MEDOID,3,0.7456515026666515,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@MEDOID,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@MEDOID,5,0.7226405940637696,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],1,0.6130966357030702,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],2,0.6089790493794367,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],3,0.6117651129318533,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],5,0.6332259253244653,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@RANDOM,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@RANDOM,1,0.9184962765300189,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@RANDOM,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@RANDOM,2,0.8063276719669703,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@RANDOM,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@RANDOM,3,0.7575552495838552,99
GEN9_A2_END_d05 | SERIES_MAP_NOSERIES@RANDOM,GEN9_A2_END_d05,SERIES_MAP_NOSERIES@RANDOM,5,0.7176631135942023,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL,1,0.8011291275957981,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL,2,0.7510928198867598,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL,3,0.7231498729722321,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL,5,0.7010383174532409,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,1,0.8010194098783762,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,2,0.7717774133689826,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,3,0.7430556031543633,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,5,0.709309018313264,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@D_OPTIMAL,1,1.0939597732713304,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@D_OPTIMAL,2,0.8250880907596628,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@D_OPTIMAL,3,0.7667408246744107,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K1@D_OPTIMAL,5,0.717883506801248,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K1@MEDOID,1,0.8010194098783762,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K1@MEDOID,2,0.7572826077777391,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K1@MEDOID,3,0.7292664188072495,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K1@MEDOID,5,0.7078560247514237,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],1,0.6077243788687215,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],2,0.601710823495282,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],3,0.6029839135031353,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],5,0.6236873386694735,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K1@RANDOM,1,0.9008362953761103,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K1@RANDOM,2,0.7917133119929302,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K1@RANDOM,3,0.744610715094975,99
GEN9_A2_END_d05 | SLOPE_L_s1_K1@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K1@RANDOM,5,0.7068016128987079,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL,1,0.8011291275957981,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL,2,0.7442053490996113,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL,3,0.6993836777927845,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL,5,0.6365392455590835,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,1,0.8010194098783762,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,2,0.6947251247755529,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,3,0.6268986135736296,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,5,0.5724783953134363,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@D_OPTIMAL,1,1.0939597732713304,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@D_OPTIMAL,2,0.7491345699840846,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@D_OPTIMAL,3,0.6469680907547051,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@D_OPTIMAL,GEN9_A2_END_d05,SLOPE_L_s1_K3@D_OPTIMAL,5,0.5729288660238566,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K3@MEDOID,1,0.8010194098783762,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K3@MEDOID,2,0.751619368093519,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K3@MEDOID,3,0.7099750639073779,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@MEDOID,GEN9_A2_END_d05,SLOPE_L_s1_K3@MEDOID,5,0.6478623724718523,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],1,0.6077243788687215,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],2,0.591229635053168,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],3,0.5797940798440104,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@ORACLE[OFFSET_K1],GEN9_A2_END_d05,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],5,0.5654001710320422,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K3@RANDOM,1,0.9008362953761103,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K3@RANDOM,2,0.7468944981141854,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K3@RANDOM,3,0.6710696419128598,99
GEN9_A2_END_d05 | SLOPE_L_s1_K3@RANDOM,GEN9_A2_END_d05,SLOPE_L_s1_K3@RANDOM,5,0.5916821965849955,99
GEN9_A2_END_d05 | ZERO_SHOT,GEN9_A2_END_d05,ZERO_SHOT,0,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL,1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL,2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL,3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL,5,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL_THEN_SPREAD,1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL_THEN_SPREAD,2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL_THEN_SPREAD,3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@CENTRAL_THEN_SPREAD,GEN9_A2_END_d05,ZERO_SHOT@CENTRAL_THEN_SPREAD,5,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@D_OPTIMAL,GEN9_A2_END_d05,ZERO_SHOT@D_OPTIMAL,1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@D_OPTIMAL,GEN9_A2_END_d05,ZERO_SHOT@D_OPTIMAL,2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@D_OPTIMAL,GEN9_A2_END_d05,ZERO_SHOT@D_OPTIMAL,3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@D_OPTIMAL,GEN9_A2_END_d05,ZERO_SHOT@D_OPTIMAL,5,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@MEDOID,GEN9_A2_END_d05,ZERO_SHOT@MEDOID,1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@MEDOID,GEN9_A2_END_d05,ZERO_SHOT@MEDOID,2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@MEDOID,GEN9_A2_END_d05,ZERO_SHOT@MEDOID,3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@MEDOID,GEN9_A2_END_d05,ZERO_SHOT@MEDOID,5,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@ORACLE[OFFSET_K1],GEN9_A2_END_d05,ZERO_SHOT@ORACLE[OFFSET_K1],1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@ORACLE[OFFSET_K1],GEN9_A2_END_d05,ZERO_SHOT@ORACLE[OFFSET_K1],2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@ORACLE[OFFSET_K1],GEN9_A2_END_d05,ZERO_SHOT@ORACLE[OFFSET_K1],3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@ORACLE[OFFSET_K1],GEN9_A2_END_d05,ZERO_SHOT@ORACLE[OFFSET_K1],5,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@RANDOM,GEN9_A2_END_d05,ZERO_SHOT@RANDOM,1,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@RANDOM,GEN9_A2_END_d05,ZERO_SHOT@RANDOM,2,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@RANDOM,GEN9_A2_END_d05,ZERO_SHOT@RANDOM,3,1.1497257300301245,99
GEN9_A2_END_d05 | ZERO_SHOT@RANDOM,GEN9_A2_END_d05,ZERO_SHOT@RANDOM,5,1.1497257300301245,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL,1,0.8318047597214827,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL,2,0.7652427802847994,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL,3,0.6963713714779662,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL,5,0.6062102267411391,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,2,0.6950799164142283,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,3,0.6004034513413431,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@D_OPTIMAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@D_OPTIMAL,1,1.199971537757043,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@D_OPTIMAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@D_OPTIMAL,2,0.8021406853605014,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@D_OPTIMAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@D_OPTIMAL,3,0.6608554276600818,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@D_OPTIMAL,GEN9_A3_RAND_d05,NEAREST_OBSERVED@D_OPTIMAL,5,0.5533122148454758,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@MEDOID,GEN9_A3_RAND_d05,NEAREST_OBSERVED@MEDOID,1,0.8252974768084728,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@MEDOID,GEN9_A3_RAND_d05,NEAREST_OBSERVED@MEDOID,2,0.7720468667569355,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@MEDOID,GEN9_A3_RAND_d05,NEAREST_OBSERVED@MEDOID,3,0.7089494683909865,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@MEDOID,GEN9_A3_RAND_d05,NEAREST_OBSERVED@MEDOID,5,0.6217730265965451,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],1,0.7248222072595103,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],2,0.6428409674170181,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],3,0.5967393786357496,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NEAREST_OBSERVED@ORACLE[OFFSET_K1],5,0.5389781539619155,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@RANDOM,GEN9_A3_RAND_d05,NEAREST_OBSERVED@RANDOM,1,0.9459775028894392,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@RANDOM,GEN9_A3_RAND_d05,NEAREST_OBSERVED@RANDOM,2,0.7630663154930473,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@RANDOM,GEN9_A3_RAND_d05,NEAREST_OBSERVED@RANDOM,3,0.6700591572967497,99
GEN9_A3_RAND_d05 | NEAREST_OBSERVED@RANDOM,GEN9_A3_RAND_d05,NEAREST_OBSERVED@RANDOM,5,0.5619447134754055,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL,1,0.8318047597214827,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL,2,0.7918850754543143,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL,3,0.7713157574750913,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL,5,0.7612714879985231,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
GEN9_A3_RAND_d05 | NO_MODEL@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,NO_MODEL@CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN9_A3_RAND_d05 | NO_MODEL@D_OPTIMAL,GEN9_A3_RAND_d05,NO_MODEL@D_OPTIMAL,1,1.199971537757043,99
GEN9_A3_RAND_d05 | NO_MODEL@D_OPTIMAL,GEN9_A3_RAND_d05,NO_MODEL@D_OPTIMAL,2,0.8623267800819991,99
GEN9_A3_RAND_d05 | NO_MODEL@D_OPTIMAL,GEN9_A3_RAND_d05,NO_MODEL@D_OPTIMAL,3,0.825175852676328,99
GEN9_A3_RAND_d05 | NO_MODEL@D_OPTIMAL,GEN9_A3_RAND_d05,NO_MODEL@D_OPTIMAL,5,0.7761169849969408,99
GEN9_A3_RAND_d05 | NO_MODEL@MEDOID,GEN9_A3_RAND_d05,NO_MODEL@MEDOID,1,0.8252974768084728,99
GEN9_A3_RAND_d05 | NO_MODEL@MEDOID,GEN9_A3_RAND_d05,NO_MODEL@MEDOID,2,0.7958143257403774,99
GEN9_A3_RAND_d05 | NO_MODEL@MEDOID,GEN9_A3_RAND_d05,NO_MODEL@MEDOID,3,0.7792362829525142,99
GEN9_A3_RAND_d05 | NO_MODEL@MEDOID,GEN9_A3_RAND_d05,NO_MODEL@MEDOID,5,0.7657437731812652,99
GEN9_A3_RAND_d05 | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NO_MODEL@ORACLE[OFFSET_K1],1,0.7248222072595103,99
GEN9_A3_RAND_d05 | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NO_MODEL@ORACLE[OFFSET_K1],2,0.697540643787313,99
GEN9_A3_RAND_d05 | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NO_MODEL@ORACLE[OFFSET_K1],3,0.6897238815721333,99
GEN9_A3_RAND_d05 | NO_MODEL@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,NO_MODEL@ORACLE[OFFSET_K1],5,0.7037036038644569,99
GEN9_A3_RAND_d05 | NO_MODEL@RANDOM,GEN9_A3_RAND_d05,NO_MODEL@RANDOM,1,0.9459775028894392,99
GEN9_A3_RAND_d05 | NO_MODEL@RANDOM,GEN9_A3_RAND_d05,NO_MODEL@RANDOM,2,0.8466128596341697,99
GEN9_A3_RAND_d05 | NO_MODEL@RANDOM,GEN9_A3_RAND_d05,NO_MODEL@RANDOM,3,0.8014821783216913,99
GEN9_A3_RAND_d05 | NO_MODEL@RANDOM,GEN9_A3_RAND_d05,NO_MODEL@RANDOM,5,0.7687039885593794,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL,1,0.7475391956740327,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL,2,0.7038860876519458,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL,3,0.6817272475022819,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL,5,0.6625420730903283,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,1,0.7437928576190724,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,2,0.7339070274742929,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,3,0.6954989244165863,99
GEN9_A3_RAND_d05 | OFFSET_K1@CENTRAL_THEN_SPREAD,GEN9_A3_RAND_d05,OFFSET_K1@CENTRAL_THEN_SPREAD,5,0.668482111806768,99
GEN9_A3_RAND_d05 | OFFSET_K1@D_OPTIMAL,GEN9_A3_RAND_d05,OFFSET_K1@D_OPTIMAL,1,1.0698030910568925,99
GEN9_A3_RAND_d05 | OFFSET_K1@D_OPTIMAL,GEN9_A3_RAND_d05,OFFSET_K1@D_OPTIMAL,2,0.7633239628202155,99
GEN9_A3_RAND_d05 | OFFSET_K1@D_OPTIMAL,GEN9_A3_RAND_d05,OFFSET_K1@D_OPTIMAL,3,0.719050086358841,99
GEN9_A3_RAND_d05 | OFFSET_K1@D_OPTIMAL,GEN9_A3_RAND_d05,OFFSET_K1@D_OPTIMAL,5,0.6745207556372138,99
GEN9_A3_RAND_d05 | OFFSET_K1@MEDOID,GEN9_A3_RAND_d05,OFFSET_K1@MEDOID,1,0.7437928576190724,99
GEN9_A3_RAND_d05 | OFFSET_K1@MEDOID,GEN9_A3_RAND_d05,OFFSET_K1@MEDOID,2,0.7085644716155513,99
GEN9_A3_RAND_d05 | OFFSET_K1@MEDOID,GEN9_A3_RAND_d05,OFFSET_K1@MEDOID,3,0.6859389580846065,99
GEN9_A3_RAND_d05 | OFFSET_K1@MEDOID,GEN9_A3_RAND_d05,OFFSET_K1@MEDOID,5,0.6680679341209191,99
GEN9_A3_RAND_d05 | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,OFFSET_K1@ORACLE[OFFSET_K1],1,0.5661207788392331,99
GEN9_A3_RAND_d05 | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,OFFSET_K1@ORACLE[OFFSET_K1],2,0.5627343203489472,99
GEN9_A3_RAND_d05 | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,OFFSET_K1@ORACLE[OFFSET_K1],3,0.5659127741260247,99
GEN9_A3_RAND_d05 | OFFSET_K1@ORACLE[OFFSET_K1],GEN9_A3_RAND_d05,OFFSET_K1@ORACLE[OFFSET_K1],5,0.5879177525537369,99
GEN9_A3_RAND_d05 | OFFSET_K1@RANDOM,GEN9_A3_RAND_d05,OFFSET_K1@RANDOM,1,0.8438022965126732,99
GEN9_A3_RAND_d05 | OFFSET_K1@RANDOM,GEN9_A3_RAND_d05,OFFSET_K1@RANDOM,2,0.7483552963950502,99
GEN9_A3_RAND_d05 | OFFSET_K1@RANDOM,GEN9_A3_RAND_d05,OFFSET_K1@RANDOM,3,0.7056657449158441,99
GEN9_A3_RAND_d05 | OFFSET_K1@RANDOM,GEN9_A3_RAND_d05,OFFSET_K1@RANDOM,5,0.6673091773404292,99
GEN9_A3_RAND_d05 | OFFSET_K2@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K2@CENTRAL,1,0.7475391956740327,99
GEN9_A3_RAND_d05 | OFFSET_K2@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K2@CENTRAL,2,0.7001825436664381,99
GEN9_A3_RAND_d05 | OFFSET_K2@CENTRAL,GEN9_A3_RAND_d05,OFFSET_K2@CENTRAL,3,0.6676453695649662,99
