full_arm,n_records,n_ligands,n_units,nan_mae,inf_mae,min_n_eval,min_n_pool
GEN9_A0_ROW_ONLY | NEAREST_OBSERVED@CENTRAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@CENTRAL_THEN_SPREAD,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@D_OPTIMAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@LEARNED_BLEND,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@LEARNED_RANK,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@LEARNED_SCALAR,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@MAX_PREDICTIVE_VARIANCE,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@MEDOID,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@ORACLE[OFFSET_K1],31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SERIES_MAP_NOSERIES@RANDOM,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@CENTRAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@D_OPTIMAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@LEARNED_BLEND,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@LEARNED_RANK,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@LEARNED_SCALAR,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@MAX_PREDICTIVE_VARIANCE,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@MEDOID,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@ORACLE[OFFSET_K1],31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K1@RANDOM,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@CENTRAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@D_OPTIMAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@LEARNED_BLEND,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@LEARNED_RANK,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@LEARNED_SCALAR,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@MAX_PREDICTIVE_VARIANCE,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@MEDOID,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@ORACLE[OFFSET_K1],31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | SLOPE_L_s1_K3@RANDOM,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT,8580,143,8580,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@CENTRAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@CENTRAL_THEN_SPREAD,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@D_OPTIMAL,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@LEARNED_BLEND,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@LEARNED_RANK,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@LEARNED_SCALAR,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@MAX_PREDICTIVE_VARIANCE,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@MEDOID,31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@ORACLE[OFFSET_K1],31500,143,31500,0,0,2,2
REC_ecfp_plus_recovered | ZERO_SHOT@RANDOM,31500,143,31500,0,0,2,2
