global_model,arm,adapter,policy,k,mae,n_ligands
GEN10_REC_ALL,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,5,0.6217730265965451,99
GEN10_REC_ALL,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],1,0.7534303881072854,99
GEN10_REC_ALL,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],2,0.6473137641576684,99
GEN10_REC_ALL,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],3,0.5951992651771618,99
GEN10_REC_ALL,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],5,0.5361488947932251,99
GEN10_REC_ALL,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,1,0.9459775028894392,99
GEN10_REC_ALL,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,2,0.7630663154930473,99
GEN10_REC_ALL,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,3,0.6700591572967497,99
GEN10_REC_ALL,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,5,0.5619447134754055,99
GEN10_REC_ALL,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN10_REC_ALL,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
GEN10_REC_ALL,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
GEN10_REC_ALL,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN10_REC_ALL,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,1,1.199971537757043,99
GEN10_REC_ALL,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,2,0.8623267800819991,99
GEN10_REC_ALL,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,3,0.825175852676328,99
GEN10_REC_ALL,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,5,0.7761169849969408,99
GEN10_REC_ALL,NO_MODEL@MEDOID,NO_MODEL,MEDOID,1,0.8252974768084728,99
GEN10_REC_ALL,NO_MODEL@MEDOID,NO_MODEL,MEDOID,2,0.7958143257403774,99
GEN10_REC_ALL,NO_MODEL@MEDOID,NO_MODEL,MEDOID,3,0.7792362829525142,99
GEN10_REC_ALL,NO_MODEL@MEDOID,NO_MODEL,MEDOID,5,0.7657437731812652,99
GEN10_REC_ALL,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],1,0.7534303881072854,99
GEN10_REC_ALL,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],2,0.712761490515654,99
GEN10_REC_ALL,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],3,0.7022291195396656,99
GEN10_REC_ALL,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],5,0.7113149512902549,99
GEN10_REC_ALL,NO_MODEL@RANDOM,NO_MODEL,RANDOM,1,0.9459775028894392,99
GEN10_REC_ALL,NO_MODEL@RANDOM,NO_MODEL,RANDOM,2,0.8466128596341697,99
GEN10_REC_ALL,NO_MODEL@RANDOM,NO_MODEL,RANDOM,3,0.8014821783216913,99
GEN10_REC_ALL,NO_MODEL@RANDOM,NO_MODEL,RANDOM,5,0.7687039885593794,99
GEN10_REC_ALL,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,2,0.6380216880646834,99
GEN10_REC_ALL,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,3,0.6098854920749138,99
GEN10_REC_ALL,OFFSET_K1@CENTRAL_THEN_SPREAD,OFFSET_K1,CENTRAL_THEN_SPREAD,5,0.5831372754482279,99
GEN10_REC_ALL,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,1,0.8931497167161527,99
GEN10_REC_ALL,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,2,0.6732111265793294,99
GEN10_REC_ALL,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,3,0.6347676009378151,99
GEN10_REC_ALL,OFFSET_K1@D_OPTIMAL,OFFSET_K1,D_OPTIMAL,5,0.588991289816112,99
GEN10_REC_ALL,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,2,0.6235056329041365,99
GEN10_REC_ALL,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,3,0.6028857816705924,99
GEN10_REC_ALL,OFFSET_K1@MEDOID,OFFSET_K1,MEDOID,5,0.5841868578873067,99
GEN10_REC_ALL,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],1,0.4961758183013527,99
GEN10_REC_ALL,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],2,0.493419953368807,99
GEN10_REC_ALL,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],3,0.4964997513088732,99
GEN10_REC_ALL,OFFSET_K1@ORACLE[OFFSET_K1],OFFSET_K1,ORACLE[OFFSET_K1],5,0.513156446463547,99
GEN10_REC_ALL,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,1,0.7381673217287961,99
GEN10_REC_ALL,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,2,0.6562526650158711,99
GEN10_REC_ALL,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,3,0.6211008652441449,99
GEN10_REC_ALL,OFFSET_K1@RANDOM,OFFSET_K1,RANDOM,5,0.5844631311021311,99
GEN10_REC_ALL,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,2,0.6045439437345991,99
GEN10_REC_ALL,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,3,0.5611664950509261,99
GEN10_REC_ALL,OFFSET_K2@CENTRAL_THEN_SPREAD,OFFSET_K2,CENTRAL_THEN_SPREAD,5,0.5252960194320633,99
GEN10_REC_ALL,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,1,0.8931497167161528,99
GEN10_REC_ALL,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,2,0.6332221777507238,99
GEN10_REC_ALL,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,3,0.5781305545043254,99
GEN10_REC_ALL,OFFSET_K2@D_OPTIMAL,OFFSET_K2,D_OPTIMAL,5,0.5234052411251446,99
GEN10_REC_ALL,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,2,0.6216467637818102,99
GEN10_REC_ALL,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,3,0.5924049744516244,99
GEN10_REC_ALL,OFFSET_K2@MEDOID,OFFSET_K2,MEDOID,5,0.5485598129967316,99
GEN10_REC_ALL,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],1,0.4961758183013527,99
GEN10_REC_ALL,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],2,0.4886888362348944,99
GEN10_REC_ALL,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],3,0.4847918970826068,99
GEN10_REC_ALL,OFFSET_K2@ORACLE[OFFSET_K1],OFFSET_K2,ORACLE[OFFSET_K1],5,0.4819126793352953,99
GEN10_REC_ALL,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,1,0.7381673217287961,99
GEN10_REC_ALL,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,2,0.6391705287388366,99
GEN10_REC_ALL,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,3,0.5856359375706693,99
GEN10_REC_ALL,OFFSET_K2@RANDOM,OFFSET_K2,RANDOM,5,0.5311045275387786,99
GEN10_REC_ALL,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,2,0.5839531626086031,99
GEN10_REC_ALL,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,3,0.5209325993092313,99
GEN10_REC_ALL,OFFSET_K3@CENTRAL_THEN_SPREAD,OFFSET_K3,CENTRAL_THEN_SPREAD,5,0.4791893766043075,99
GEN10_REC_ALL,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,1,0.8931497167161527,99
GEN10_REC_ALL,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,2,0.6119591542465194,99
GEN10_REC_ALL,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,3,0.5384628815842828,99
GEN10_REC_ALL,OFFSET_K3@D_OPTIMAL,OFFSET_K3,D_OPTIMAL,5,0.4756003762466585,99
GEN10_REC_ALL,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,1,0.6604086772351025,99
GEN10_REC_ALL,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,2,0.6202759436190075,99
GEN10_REC_ALL,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,3,0.5889151265759626,99
GEN10_REC_ALL,OFFSET_K3@MEDOID,OFFSET_K3,MEDOID,5,0.5355494713943554,99
GEN10_REC_ALL,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],1,0.4961758183013527,99
GEN10_REC_ALL,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],2,0.4869765806663391,99
GEN10_REC_ALL,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],3,0.480383356848004,99
GEN10_REC_ALL,OFFSET_K3@ORACLE[OFFSET_K1],OFFSET_K3,ORACLE[OFFSET_K1],5,0.4684567103491169,99
GEN10_REC_ALL,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,1,0.7381673217287961,99
GEN10_REC_ALL,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,2,0.6226053004072186,99
GEN10_REC_ALL,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,3,0.5628806340652276,99
GEN10_REC_ALL,OFFSET_K3@RANDOM,OFFSET_K3,RANDOM,5,0.4950015486655882,99
GEN10_REC_ALL,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,1,0.6604086772351025,99
GEN10_REC_ALL,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,2,0.560668322033066,99
GEN10_REC_ALL,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,3,0.4959972459398582,99
GEN10_REC_ALL,SERIES_ML@CENTRAL_THEN_SPREAD,SERIES_ML,CENTRAL_THEN_SPREAD,5,0.4438248830253331,99
GEN10_REC_ALL,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,1,0.8931497167161528,99
GEN10_REC_ALL,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,2,0.5949719632025903,99
GEN10_REC_ALL,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,3,0.5173581365353882,99
GEN10_REC_ALL,SERIES_ML@D_OPTIMAL,SERIES_ML,D_OPTIMAL,5,0.4409226666529639,99
GEN10_REC_ALL,SERIES_ML@MEDOID,SERIES_ML,MEDOID,1,0.6604086772351025,99
GEN10_REC_ALL,SERIES_ML@MEDOID,SERIES_ML,MEDOID,2,0.609771515578815,99
GEN10_REC_ALL,SERIES_ML@MEDOID,SERIES_ML,MEDOID,3,0.5627978233785799,99
GEN10_REC_ALL,SERIES_ML@MEDOID,SERIES_ML,MEDOID,5,0.4947835601167862,99
GEN10_REC_ALL,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],1,0.4961758183013527,99
GEN10_REC_ALL,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],2,0.4812791380636131,99
GEN10_REC_ALL,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],3,0.4680554768803502,99
GEN10_REC_ALL,SERIES_ML@ORACLE[OFFSET_K1],SERIES_ML,ORACLE[OFFSET_K1],5,0.4484692031845146,99
GEN10_REC_ALL,SERIES_ML@RANDOM,SERIES_ML,RANDOM,1,0.7381673217287961,99
GEN10_REC_ALL,SERIES_ML@RANDOM,SERIES_ML,RANDOM,2,0.6017826634104859,99
GEN10_REC_ALL,SERIES_ML@RANDOM,SERIES_ML,RANDOM,3,0.5300890642612124,99
GEN10_REC_ALL,SERIES_ML@RANDOM,SERIES_ML,RANDOM,5,0.4555824655889577,99
GEN10_REC_ALL,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,1,0.6530135084743127,99
GEN10_REC_ALL,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,2,0.6320129861337185,99
GEN10_REC_ALL,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,3,0.6054110736701969,99
GEN10_REC_ALL,SLOPE_L_s1_K1@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K1,CENTRAL_THEN_SPREAD,5,0.5801076058685971,99
GEN10_REC_ALL,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,1,0.8866810733904049,99
GEN10_REC_ALL,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,2,0.6709621398387396,99
GEN10_REC_ALL,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,3,0.6323031094766602,99
GEN10_REC_ALL,SLOPE_L_s1_K1@D_OPTIMAL,SLOPE_L_s1_K1,D_OPTIMAL,5,0.5872093457481791,99
GEN10_REC_ALL,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,1,0.6530135084743127,99
GEN10_REC_ALL,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,2,0.6197994811388342,99
GEN10_REC_ALL,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,3,0.5991526223175886,99
GEN10_REC_ALL,SLOPE_L_s1_K1@MEDOID,SLOPE_L_s1_K1,MEDOID,5,0.5804237575730005,99
GEN10_REC_ALL,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],1,0.5004901282573377,99
GEN10_REC_ALL,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],2,0.4947185412765312,99
GEN10_REC_ALL,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],3,0.4965462250739994,99
GEN10_REC_ALL,SLOPE_L_s1_K1@ORACLE[OFFSET_K1],SLOPE_L_s1_K1,ORACLE[OFFSET_K1],5,0.5119850599072171,99
GEN10_REC_ALL,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,1,0.7337663764973344,99
GEN10_REC_ALL,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,2,0.6523685486643465,99
GEN10_REC_ALL,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,3,0.6176810519684935,99
GEN10_REC_ALL,SLOPE_L_s1_K1@RANDOM,SLOPE_L_s1_K1,RANDOM,5,0.5820281001964169,99
GEN10_REC_ALL,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,1,0.6530135084743127,99
GEN10_REC_ALL,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,2,0.5764012472040708,99
GEN10_REC_ALL,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,3,0.5141147798204277,99
GEN10_REC_ALL,SLOPE_L_s1_K3@CENTRAL_THEN_SPREAD,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,5,0.4730186116897149,99
GEN10_REC_ALL,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,1,0.8866810733904049,99
GEN10_REC_ALL,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,2,0.6083534188789659,99
GEN10_REC_ALL,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,3,0.532924696105009,99
GEN10_REC_ALL,SLOPE_L_s1_K3@D_OPTIMAL,SLOPE_L_s1_K3,D_OPTIMAL,5,0.4720846507271923,99
GEN10_REC_ALL,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,1,0.6530135084743127,99
GEN10_REC_ALL,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,2,0.6165396799839651,99
GEN10_REC_ALL,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,3,0.5854056428484499,99
GEN10_REC_ALL,SLOPE_L_s1_K3@MEDOID,SLOPE_L_s1_K3,MEDOID,5,0.5321622299564115,99
GEN10_REC_ALL,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],1,0.5004901282573377,99
GEN10_REC_ALL,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],2,0.4868490272907546,99
GEN10_REC_ALL,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],3,0.4782942781046614,99
GEN10_REC_ALL,SLOPE_L_s1_K3@ORACLE[OFFSET_K1],SLOPE_L_s1_K3,ORACLE[OFFSET_K1],5,0.4653246093218898,99
GEN10_REC_ALL,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,1,0.7337663764973344,99
GEN10_REC_ALL,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,2,0.6184038757728537,99
GEN10_REC_ALL,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,3,0.5589693440287471,99
GEN10_REC_ALL,SLOPE_L_s1_K3@RANDOM,SLOPE_L_s1_K3,RANDOM,5,0.4919864257952944,99
GEN10_REC_ALL,ZERO_SHOT,ZERO_SHOT_REF,NONE,0,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,1,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,2,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,3,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@CENTRAL_THEN_SPREAD,ZERO_SHOT,CENTRAL_THEN_SPREAD,5,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,1,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,2,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,3,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@D_OPTIMAL,ZERO_SHOT,D_OPTIMAL,5,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,1,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,2,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,3,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@MEDOID,ZERO_SHOT,MEDOID,5,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],1,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],2,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],3,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@ORACLE[OFFSET_K1],ZERO_SHOT,ORACLE[OFFSET_K1],5,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,1,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,2,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,3,1.0312038482766577,99
GEN10_REC_ALL,ZERO_SHOT@RANDOM,ZERO_SHOT,RANDOM,5,1.0312038482766577,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,2,0.6950799164142283,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,3,0.6004034513413431,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@CENTRAL_THEN_SPREAD,NEAREST_OBSERVED,CENTRAL_THEN_SPREAD,5,0.5191199199517904,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,1,1.199971537757043,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,2,0.8021406853605014,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,3,0.6608554276600818,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@D_OPTIMAL,NEAREST_OBSERVED,D_OPTIMAL,5,0.5533122148454758,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,1,0.8252974768084728,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,2,0.7720468667569355,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,3,0.7089494683909865,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@MEDOID,NEAREST_OBSERVED,MEDOID,5,0.6217730265965451,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],1,0.7301199744894938,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],2,0.6405997386063009,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],3,0.5943043302109039,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@ORACLE[OFFSET_K1],NEAREST_OBSERVED,ORACLE[OFFSET_K1],5,0.5396026994103663,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,1,0.9459775028894392,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,2,0.7630663154930473,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,3,0.6700591572967497,99
GEN10_REC_GEN9_PLUS,NEAREST_OBSERVED@RANDOM,NEAREST_OBSERVED,RANDOM,5,0.5619447134754055,99
GEN10_REC_GEN9_PLUS,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,1,0.8252974768084728,99
GEN10_REC_GEN9_PLUS,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,2,0.8172571360213573,99
GEN10_REC_GEN9_PLUS,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,3,0.7879096274409648,99
GEN10_REC_GEN9_PLUS,NO_MODEL@CENTRAL_THEN_SPREAD,NO_MODEL,CENTRAL_THEN_SPREAD,5,0.7615849126435005,99
GEN10_REC_GEN9_PLUS,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,1,1.199971537757043,99
GEN10_REC_GEN9_PLUS,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,2,0.8623267800819991,99
GEN10_REC_GEN9_PLUS,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,3,0.825175852676328,99
GEN10_REC_GEN9_PLUS,NO_MODEL@D_OPTIMAL,NO_MODEL,D_OPTIMAL,5,0.7761169849969408,99
GEN10_REC_GEN9_PLUS,NO_MODEL@MEDOID,NO_MODEL,MEDOID,1,0.8252974768084728,99
GEN10_REC_GEN9_PLUS,NO_MODEL@MEDOID,NO_MODEL,MEDOID,2,0.7958143257403774,99
GEN10_REC_GEN9_PLUS,NO_MODEL@MEDOID,NO_MODEL,MEDOID,3,0.7792362829525142,99
GEN10_REC_GEN9_PLUS,NO_MODEL@MEDOID,NO_MODEL,MEDOID,5,0.7657437731812652,99
GEN10_REC_GEN9_PLUS,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],1,0.7301199744894938,99
GEN10_REC_GEN9_PLUS,NO_MODEL@ORACLE[OFFSET_K1],NO_MODEL,ORACLE[OFFSET_K1],2,0.6983135503025241,99
