global_model,adapter,split_seed,fold,method,penalty_series,penalty_response,k2_series,k2_response,k3_series,k3_response,k5_series,k5_response,tau_series,tau_response,sigma,converged,tau_moment_series,tau_moment_response
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,130363,0,ML,400.0,1.5040302177050218,,,,,,,,0.6823783957652965,0.8368614247241503,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,130363,1,ML,400.0,2.235542988209156,,,,,,,,0.6935660871245327,1.0370014468205375,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,130363,2,ML,400.0,2.36962525070029,,,,,,,,0.6736756710101388,1.0370285146520233,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,130363,3,ML,400.0,2.251246225876258,,,,,,,,0.6858585057905289,1.0290726307842677,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,130363,4,ML,400.0,2.325493542533173,,,,,,,,0.6774016571703206,1.033008330212835,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,155921,0,ML,400.0,1.377921933758732,,,,,,,,0.7690703047048223,0.9027725584550396,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,155921,1,ML,400.0,2.3572754540474,,,,,,,,0.6551059038901209,1.005811693405034,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,155921,2,ML,400.0,2.2917878445492663,,,,,,,,0.6675635214469029,1.0106011840795055,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,155921,3,ML,400.0,2.4707654181174483,,,,,,,,0.6331855268206921,0.9952833443408076,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,155921,4,ML,400.0,2.343297006882889,,,,,,,,0.6653882157450326,1.0185650589950934,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,196613,0,ML,400.0,1.5425673684475047,,,,,,,,0.8012198383756699,0.9951161257623776,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,196613,1,ML,400.0,2.457129934394325,,,,,,,,0.6397756979502515,1.0028634435805224,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,196613,2,ML,400.0,2.037519526702532,,,,,,,,0.7132885465733573,1.0181602559529417,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,196613,3,ML,400.0,2.043646715250925,,,,,,,,0.7163599956544917,1.0240808285196077,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,196613,4,ML,400.0,2.0787825243886218,,,,,,,,0.7129995383440285,1.028001568400705,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,262147,0,ML,400.0,2.1584605713356324,,,,,,,,0.701779105250922,1.03103282775003,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,262147,1,ML,400.0,1.18579308007818,,,,,,,,0.6742578898721884,0.7342272399851562,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,262147,2,ML,400.0,2.193431108860604,,,,,,,,0.6979801214143335,1.0337250804763447,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,262147,3,ML,400.0,2.1151542290704666,,,,,,,,0.7014249001742624,1.020122200429571,True,,0.0
GEN9_REL_MONOLITH,SERIES_ML_NOSERIES,262147,4,ML,400.0,2.276007815458466,,,,,,,,0.6788542703824678,1.0241496686364986,True,,0.0
