global_model,adapter,policy,k,mae,n_ligands
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,D_OPTIMAL,3,0.5931289460997178,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,D_OPTIMAL,5,0.5695434929226143,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,MEDOID,2,0.5958373503624329,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,MEDOID,3,0.5732483380938377,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_LEVELONLY,MEDOID,5,0.5624372194647714,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,2,0.5979829732337862,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,3,0.5819264269002284,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,CENTRAL_THEN_SPREAD,5,0.5904425917376088,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,D_OPTIMAL,2,0.6202665406886261,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,D_OPTIMAL,3,0.6030250404910623,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,D_OPTIMAL,5,0.5972204378450661,99
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,MEDOID,2,0.6025618205412954,143
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,MEDOID,3,0.5843008410072629,140
GEN9_SHAPE_RECOMPOSED,SERIES_MAP_NOSERIES,MEDOID,5,0.5926176742130148,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,CENTRAL_THEN_SPREAD,2,0.5192871207961747,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,CENTRAL_THEN_SPREAD,3,0.4608523855099508,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML,CENTRAL_THEN_SPREAD,5,0.4405418081356232,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,D_OPTIMAL,2,0.5322308630385068,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,D_OPTIMAL,3,0.4793427707379489,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML,D_OPTIMAL,5,0.44032090173202865,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,MEDOID,2,0.5835040781111845,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML,MEDOID,3,0.5230675241016277,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML,MEDOID,5,0.49944029937127715,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,2,0.5294883075947662,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,3,0.47448804198195393,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,CENTRAL_THEN_SPREAD,5,0.46703825365119633,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,D_OPTIMAL,1,0.8431967626956909,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,D_OPTIMAL,2,0.5378472909840469,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,D_OPTIMAL,3,0.4892291747938886,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,D_OPTIMAL,5,0.46513701911523747,99
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,MEDOID,1,0.6310880648872855,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,MEDOID,2,0.5922616209176698,143
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,MEDOID,3,0.5406970529074654,140
GEN9_SHAPE_RECOMPOSED,SERIES_ML_NOSERIES,MEDOID,5,0.5316627432914276,99
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,1,0.6231061046191176,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,2,0.536637891601519,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,3,0.4846247537035022,140
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,CENTRAL_THEN_SPREAD,5,0.4714168201788862,99
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,D_OPTIMAL,1,0.82902074768226,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,D_OPTIMAL,2,0.5470499353636655,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,D_OPTIMAL,3,0.49958238316120684,140
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,D_OPTIMAL,5,0.4715664923579388,99
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,MEDOID,1,0.6231061046191176,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,MEDOID,2,0.5887398074670666,143
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,MEDOID,3,0.54594567204759,140
GEN9_SHAPE_RECOMPOSED,SLOPE_L_s1_K3,MEDOID,5,0.5339502163160059,99
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,CENTRAL_THEN_SPREAD,1,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,CENTRAL_THEN_SPREAD,2,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,CENTRAL_THEN_SPREAD,3,0.98417750081158,140
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,CENTRAL_THEN_SPREAD,5,1.0357994416277343,99
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,D_OPTIMAL,1,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,D_OPTIMAL,2,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,D_OPTIMAL,3,0.98417750081158,140
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,D_OPTIMAL,5,1.0357994416277343,99
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,MEDOID,1,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,MEDOID,2,0.9804791350377098,143
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,MEDOID,3,0.98417750081158,140
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT,MEDOID,5,1.0357994416277343,99
GEN9_SHAPE_RECOMPOSED,ZERO_SHOT_REF,NONE,0,0.9804791350377098,143
