design,arm,bin,n,pred_mean,obs_mean,obs_sd,obs_median
BP,G13_FULL,"(-0.537, -0.286]",8844,-0.3990261249761785,-0.9802608118244767,0.9451792453405076,-0.8802055649596046
BP,G13_FULL,"(-0.286, -0.146]",8843,-0.20977896677669303,-0.6222059278724547,0.7885517856248876,-0.47777777777777575
BP,G13_FULL,"(-0.146, -0.061]",8844,-0.09999345957308087,-0.3856671418650479,0.6165969385613528,-0.28399665636520083
BP,G13_FULL,"(-0.061, -0.00989]",8846,-0.03377972099193299,-0.2468015432735774,0.49343959835874557,-0.16212910490660992
BP,G13_FULL,"(-0.00989, 0.034]",8841,0.012136303637395977,-0.15788327928549972,0.4757041023030298,-0.07623057177958281
BP,G13_FULL,"(0.034, 0.102]",8844,0.06322091878141065,-0.1904423077448182,0.49053713847956576,-0.08245382585751715
BP,G13_FULL,"(0.102, 1.834]",8844,0.25414252672529297,-0.082854352468205,0.6760172756926914,-0.07918124600000014
BP,O_BOTH,"(-4.2940000000000005, -1.344]",8845,-2.0095246399816515,-2.0928916342358295,0.5712668602551442,-2.000055675210884
BP,O_BOTH,"(-1.344, -0.756]",8845,-1.0071351424732353,-1.0902257784708844,0.3081348182769513,-1.0871501749999999
BP,O_BOTH,"(-0.756, -0.443]",8845,-0.5862938930031346,-0.6489294705217389,0.27170096074514344,-0.6432779452499124
BP,O_BOTH,"(-0.443, -0.249]",8840,-0.34173036309400967,-0.36457459257525454,0.24117077438056933,-0.36000000000000004
BP,O_BOTH,"(-0.249, -0.117]",8845,-0.17738179144585767,-0.19372022309504486,0.195086673927375,-0.17609125905568124
BP,O_BOTH,"(-0.117, -0.0194]",8845,-0.06692153236231266,-0.08271873176729883,0.18029843229520207,-0.067114093959731
BP,O_BOTH,"(-0.0194, 0.107]",8845,0.03068260181632983,0.0394686828447413,0.193637652297563,0.022276394000000088
BP,O_BOTH,"(0.107, 4.553]",8840,0.44753370063378367,0.4838898259283919,0.5986713803911115,0.3012153650838223
BP,HEAVIER_ALWAYS,"(-3.1479999999999997, -2.201]",9010,-2.583458995656994,-1.180301877245032,1.3337504475551853,-1.330271315679299
BP,HEAVIER_ALWAYS,"(-2.201, -1.617]",9620,-1.8328591845034385,-0.8751756902461543,1.0357868928810217,-0.9526345451906436
BP,HEAVIER_ALWAYS,"(-1.617, -1.255]",8295,-1.3917315535953116,-0.6140507226776221,0.7737370754626517,-0.6472456655033265
BP,HEAVIER_ALWAYS,"(-1.255, -0.894]",9370,-1.0544897572731167,-0.4497099787050724,0.6169385002361522,-0.4583167641997222
BP,HEAVIER_ALWAYS,"(-0.894, -0.671]",8110,-0.8003768319724397,-0.3340929871820887,0.473654793703886,-0.31306852781809497
BP,HEAVIER_ALWAYS,"(-0.671, -0.447]",10550,-0.555352348864196,-0.23324786296784045,0.36963610622458604,-0.19433227756106788
BP,HEAVIER_ALWAYS,"(-0.447, -0.292]",7005,-0.3579038646997427,-0.10773522576454976,0.2839199267010459,-0.08438818565400719
BP,HEAVIER_ALWAYS,"(-0.292, -0.138]",8790,-0.20654435643044272,-0.07391609092700197,0.21187977499259622,-0.0503306901600723
BP,G14_TIED,"(-0.9380000000000001, -0.662]",8971,-0.8066801557960647,-1.42540360706481,1.0864113696778472,-1.4635135135135107
BP,G14_TIED,"(-0.662, -0.461]",8864,-0.5444517635282244,-1.039103703947509,0.8774928632091771,-1.0770598927426627
BP,G14_TIED,"(-0.461, -0.269]",8968,-0.3500420323295306,-0.6375920692999935,0.6254186719025031,-0.5555555555555549
BP,G14_TIED,"(-0.269, -0.157]",8910,-0.20217007240115556,-0.5292434212687555,0.4839019355508576,-0.545368238367651
BP,G14_TIED,"(-0.157, -0.091]",8793,-0.1237820057637401,-0.32371346081945107,0.36829695796286366,-0.31511419625220194
BP,G14_TIED,"(-0.091, -0.037]",9109,-0.057818684439091945,-0.18094926799220198,0.26966066562299795,-0.1760912590000001
BP,G14_TIED,"(-0.037, 0.0732]",8356,-0.00591950099618209,-0.03378519015350814,0.2488681451102135,-0.029013539651831177
BP,G14_TIED,"(0.0732, 0.688]",8779,0.3011193668128701,0.25887616681804015,0.7170997620538532,0.17609125899999994
