extractant_system_key,e_l_00,e_l_01,e_l_02,e_l_03,e_l_04,e_l_05,e_l_06,e_l_07,n_training_rows,family,fold_id,fold_ordinal
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(CCCC)CCCC,-0.198421,-1.14936,0.657208,-3.48435,4.19308,1.63416,-1.79599,-1.25685,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CNCP(=O)(OCCCC)OCCCC,-0.129547,-1.1143,0.365716,-3.74197,3.78653,1.53084,-2.96495,-1.15577,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)CO,-0.191639,0.753798,2.07885,-1.10013,0.079344,1.3737,1.31856,0.420363,20,monoamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COC(C(=O)N(CCCCCCCC)CCCCCCCC)c1ccccc1,0.0494693,0.210501,0.73733,0.463224,-0.849252,0.1046,0.344236,0.0155876,24,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COC(C)C(=O)N(CCCCCCCC)CCCCCCCC,0.133961,0.140761,0.398945,0.246743,-1.05735,-0.403029,-0.155918,0.37393,24,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(C)C,0.590118,0.518857,-0.767765,-0.39629,-0.923169,-0.938673,-0.730024,1.04057,7,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.813163,0.565044,-0.534811,-0.0346755,-0.218723,-0.767317,0.496494,0.598235,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.131574,0.184339,-0.527037,-0.099139,-0.82139,-0.502102,-0.341932,0.745673,2398,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|CCCCOP(=O)(OCCCC)OCCCC,0.761349,1.21672,-1.05073,1.4268,-0.624531,0.532852,-1.13623,1.77311,61,diglycolamide+neutral_organophosphate,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCO)CCO)N(CCO)CCO,-0.381011,0.32486,-0.125882,0.174032,-0.656975,-0.134857,-1.11394,-0.122695,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCO)CCOCCO)N(CCOCCO)CCOCCO,-0.0337777,0.77021,-0.22532,0.00301307,-0.738998,-0.527108,-1.35526,-0.0192228,4,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=C(COCC(=O)N(CCOCCOCCO)CCOCCOCCO)N(CCOCCOCCO)CCOCCOCCO,0.0992057,0.666122,-0.922889,-0.657214,-0.768264,-0.736824,-0.150683,0.32652,5,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1cccc(P(=O)(O)O)n1,-0.822136,-0.24233,0.280673,0.5201,-0.39495,0.398376,0.0886131,-0.449392,1,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC|O=P(O)(O)c1ccccn1,-0.186864,0.396681,-0.461883,-0.200752,-0.895386,-0.272635,-0.659026,0.203241,1,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)C(C)C)C(C)C,0.920664,0.38037,-0.470942,-0.000861187,-0.260637,-0.909565,0.338348,0.522327,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCC1,0.503593,1.01033,-0.700117,-0.844145,-0.0571157,-1.46684,-0.980694,0.781741,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCCCC1,0.63568,1.09247,-0.379664,-0.763633,-0.572325,-1.56163,-0.571199,0.75711,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N1CCOCC1,0.291979,0.809184,-0.558982,-0.651012,-0.389457,-0.823171,-0.127967,0.835348,12,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.743811,0.770111,-0.147564,-0.804903,-0.565313,0.0064991,1.08786,0.311351,22,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.710524,0.696764,-0.163239,-0.961944,-0.462295,0.144826,1.19016,0.268682,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.467612,0.470705,0.11869,-0.669075,-0.273297,0.324808,1.35749,0.0570125,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.778931,0.946736,-0.213912,-0.87014,-0.930417,-0.0711089,1.04756,0.316167,47,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCCOc1cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(OCCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,1.59938,1.80225,-0.0244827,-1.70273,-1.01017,1.02875,2.17478,-0.11473,71,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.409265,0.368777,0.421566,-0.314933,-0.83904,0.372295,1.12865,0.0246076,6,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCNC(=O)c1cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc(C(=O)NCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,2.23961,2.06315,0.72812,-2.21679,-0.00507832,0.732048,3.99073,-0.357388,70,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCOCCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,0.561567,0.646391,-0.0134016,-0.894784,-0.205728,0.348032,1.39692,0.0165233,2,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCCc1c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c(CC)c(CCNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1CC,1.56027,1.78677,-0.187842,-1.99455,0.453723,0.0367694,3.35872,-0.538203,71,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1ccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)cc1,0.979215,1.1613,-0.300158,-0.78753,-0.775482,-0.647157,0.953398,0.460599,18,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC)c1,0.842891,0.86004,-0.0840804,-0.794697,-0.730685,-0.0158981,1.20372,0.302032,75,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCCOCC(=O)N(CCCCCCCC)CCCCCCCC,0.503376,1.08275,0.147805,0.310617,0.48352,-0.640008,0.594393,-0.840795,70,podand_ether,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(CCCC)CCCC,0.0339404,-1.17299,0.971241,-2.26499,0.559839,0.268312,-2.72281,-0.380574,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)COCP(=O)(OCCCC)OCCCC,-0.234681,-1.34371,1.47409,-1.86905,0.146981,0.64517,-2.0099,-0.813357,12,amide_phosphoryl_hybrid,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.098441,0.122288,0.372785,0.0557701,-0.43404,-0.219959,0.0466935,0.117985,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@@H](CC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.221874,-0.224506,0.810428,0.450947,-0.269048,0.210604,0.71622,-0.255741,32,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)O[C@H](C)C(=O)N(CCCCCCCC)CCCCCCCC,0.0299102,0.0502864,0.52972,0.276611,-0.106706,-0.1892,0.559725,-0.142276,16,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.350291,-0.123761,1.26736,0.365025,0.129041,0.440656,0.617887,-0.667249,11,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)[C@H](CCC)O[C@H](CCC)C(=O)N(CCCCCCCC)CCCCCCCC,-0.2171,0.0206998,1.47708,0.797478,0.232678,0.215584,0.841281,-0.894489,52,diglycolamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)o1,-2.06461,0.554249,1.24838,0.523294,-0.533095,-0.053875,0.782131,-2.54707,4,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,-0.390055,-1.40873,1.04789,-1.42504,1.88814,2.26979,-1.94477,-4.34563,8,polyamide_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1,-0.650992,-0.112062,0.96018,1.15967,-0.313773,-0.831324,-0.0479261,-0.765035,34,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCCCCCC)CCCCCCCC)nc3c2n1|Cc1cc(Br)ccc1NC(=O)CCl,-0.558774,2.91527,-1.60106,1.05077,5.70656,1.86488,0.404797,0.896538,7,metallacarborane_anion+pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=O)c1ccc2ccccc2n1,-0.745191,-0.688282,0.682155,0.987917,-0.0591251,0.226202,0.106044,-0.215012,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,-2.19146,-0.213596,0.367506,-1.57381,2.6592,2.82129,-0.495492,-3.10603,8,sulfur_donor_other,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1,-2.27934,1.91931,0.567273,1.2106,-0.820642,-0.412852,2.32237,-2.18535,24,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCN(CCCCCCCC)C(=S)c1ccc2ccc3ccc(C(=S)N(CCCCCCCC)CCCCCCCC)nc3c2n1|Cc1cc(Br)ccc1NC(=O)CCl,-1.67241,1.62659,-0.331382,2.35657,4.58926,3.13957,0.81823,0.0202088,16,metallacarborane_anion+pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cc(Cl)ccn1,-0.875266,-0.9725,0.909976,0.901112,0.0615132,1.04512,0.453723,-0.377462,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cc(OC)ccn1,-0.990903,-0.902264,0.71659,0.869784,0.752512,1.13298,0.439136,-0.534451,4,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCNC(=O)c1cnccn1,-0.948678,-0.864407,0.806198,1.05375,0.246403,1.03634,0.517743,-0.528551,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCOc1cc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)nc(C(=O)N(C)c2ccc(C(C)(C)C)cc2)c1,-0.705671,-0.381159,0.0860623,0.894804,0.740276,0.354184,0.723368,0.23738,6,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCOc1cc(C(=O)Nc2ccc(C(C)(C)C)cc2)nc(C(=O)Nc2ccc(C(C)(C)C)cc2)c1,-0.740198,-0.149445,0.387883,0.540016,0.292883,0.674524,0.996612,0.16931,2,pyridine_carboxamide,s104729_S_b000,0
CCCCCCCCP(=O)(CC(=O)N(CC(C)C)CC(C)C)c1ccccc1,0.3726,0.134356,-0.824516,-0.761849,0.887293,-0.376597,-0.032637,-0.761357,17,carbamoylmethylphosphine_oxide,s104729_S_b000,0
CCCCCCCCP(=O)(CCCCCCCC)Cc1cccc(CP(=O)(CCCCCCCC)CCCCCCCC)[n+]1[O-],6.30464,-0.260884,0.222529,-6.03684,0.970309,0.831877,0.936321,-0.326943,28,phosphine_oxide,s104729_S_b000,0
CCCCCCCCn1cc(-c2cc(CC(=O)O)cc(-c3cn(CCCCCCCC)nn3)n2)nn1,-0.476414,0.34042,-0.244624,1.44586,1.22236,0.910941,0.349934,-2.11336,10,n_heterocyclic,s104729_S_b000,0
CCCCCCN(C)C(=O)CC(=O)N(C)CCCCCC,0.0653204,-0.406557,-0.38365,0.1905,-0.264554,-1.05898,0.719559,1.1942,9,malonamide,s104729_S_b000,0
CCCCCCN(C=O)CCCCCC,-0.944441,-0.741203,0.58947,-0.0429288,0.995634,0.58016,-0.510739,-0.54893,5,monoamide,s104729_S_b000,0
CCCCCCN(CCC(C)CCC=C(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCC=C(C)C,0.79385,0.0246543,-0.818373,-0.608669,-1.19516,-1.0754,-1.02095,0.97677,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCC(C)CCCC(C)C)C(=O)COCC(=O)N(CCCCCC)CCC(C)CCCC(C)C,0.939856,-0.302559,-0.810983,-0.603422,-1.31006,-1.25179,-1.26738,0.838494,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)C(C)C,-1.49133,-1.50602,0.217527,0.372972,0.289045,0.852644,0.10154,-0.362224,8,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)C(CC)CCCC,-1.58503,-1.39081,1.08165,0.452952,1.23341,1.33225,0.54298,-1.13945,48,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CC(=O)N(CCCCCC)CCCCCC,-0.0821042,-0.292315,-0.187021,0.00632182,-0.326317,-1.04364,1.00825,1.08996,9,malonamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CCC,-1.37856,-1.21092,0.289533,0.209908,0.435937,0.841627,-0.101075,-0.375504,8,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)CCCCC,-1.37655,-1.09771,0.609165,0.132473,0.92512,0.880026,-0.140786,-0.610254,143,monoamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.814446,0.523485,-0.333546,-0.167292,-0.410644,-0.861012,0.455176,0.579395,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,0.194629,0.211231,-0.474223,-0.130831,-0.524733,-0.693585,-0.186663,0.641421,134,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCCCC)CCCCCC)C(C)C)C(C)C,0.931675,0.350387,-0.270242,-0.112904,-0.503234,-1.01416,0.384724,0.488457,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCC1,0.483584,0.846227,-0.224059,-0.580545,-0.723878,-1.37792,-0.723006,0.748581,14,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCCCC1,0.29718,0.716218,-0.0813532,-0.426468,-0.609142,-1.35464,-0.566282,0.662081,8,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)N1CCOCC1,0.0842989,0.546974,-0.258034,-0.295522,-0.815456,-0.739769,-0.582842,0.796919,8,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCCCC)CCCCCC,0.379636,0.332524,0.564924,-0.449996,-0.794013,0.272156,1.12982,-0.0316234,6,diglycolamide,s104729_S_b000,0
CCCCCCN(CCCCCC)C(=O)c1ccc2ccc3cccnc3c2n1,-0.511487,-0.0694204,0.524877,0.822765,0.474327,-0.67632,-1.19944,-0.632191,6,pyridine_carboxamide,s104729_S_b000,0
CCCCCCOCCC(C(=O)N(C)CCCC)C(=O)N(C)CCCC,-0.509901,-0.802824,0.729225,0.574319,0.241178,-0.0121907,1.71028,0.160133,6,malonamide,s104729_S_b000,0
CCCCCCOP(=O)(O)OCCCCCC,3.07342,-0.272804,-0.750436,-6.96464,4.83825,3.64992,-0.0902835,1.68707,10,phosphoric_acid,s104729_S_b000,0
CCCCCCOc1cc(CNC(=O)COCC(=O)N(CCCC)CCCC)cc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,1.07508,1.25207,0.39748,-1.56744,-0.898981,0.540338,1.54574,-0.0171814,2,diglycolamide,s104729_S_b000,0
CCCCCCc1ccc(N(CC)C(=O)c2cccc(-c3cccc(C(=O)N(CC)c4ccc(CCCCCC)cc4)n3)n2)cc1,-0.348,-0.46858,0.464019,1.15486,-0.0757201,0.26054,1.07692,-0.626579,14,pyridine_carboxamide,s104729_S_b000,0
CCCCCCn1c(-c2ccccc2)c(-c2ccccc2)c2cc3ccc4cc5c(-c6ccccc6)c(-c6ccccc6)n(CCCCCC)c(=O)c5nc4c3nc2c1=O,1.57431,2.19042,0.567818,-0.451092,0.565958,0.974854,2.38755,-1.83681,28,n_heterocyclic,s104729_S_b000,0
CCCCCN(CCCCC)C(=O)COCC(=O)N(CCCCC)CCCCC,0.118045,0.207879,-0.328799,-0.426181,-0.625677,-0.620529,-0.388001,0.707628,142,diglycolamide,s104729_S_b000,0
CCCCCc1nnc(-c2cccc(-c3cccc(-c4nnc(CCCCC)c(CCCCC)n4)n3)n2)nc1CCCCC,0.382267,1.47018,0.655561,0.242449,0.0107576,0.89058,-1.69081,-2.16436,348,n_heterocyclic,s104729_S_b000,0
CCCCN(C)C(=O)CC(=O)N(C)CCCC,-0.833474,-1.25737,0.691607,1.00133,0.469506,0.0168492,1.0746,0.354591,9,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(C)(C)C,-2.33128,-1.96379,1.6091,1.11196,0.58947,1.9662,0.575874,-0.972988,12,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(C)C,-1.63861,-1.57506,1.12229,0.659762,1.33682,1.27947,0.187685,-1.11162,9,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)C(Cc1ccccc1CC(C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC)C(=O)N(CCCC)CCCC,0.305183,0.337239,1.88277,-0.668751,-0.637099,-0.126451,2.52001,0.109866,4,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CC,-0.899502,-0.687035,0.762275,-0.142831,0.841705,0.663121,-0.484486,-0.51055,5,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CC(=O)N(CCCC)CCCC,-0.0578636,-0.211668,0.170829,-0.205964,-0.327956,-0.790177,1.23417,0.963246,9,malonamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CCC,-1.05009,-0.862024,1.07571,0.296681,0.231208,0.72394,-0.270344,-0.532806,39,monoamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)CCC(=O)N(CCCC)CCCC,-1.85158,0.682507,1.33039,-0.253809,-0.862634,-0.446426,0.5395,-2.27857,5,polyamide_other,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CC)CCN(CC)C(=O)COCC(=O)N(CCCC)CCCC,1.01292,0.890212,0.0299197,-0.309731,0.426107,-0.894826,0.532697,0.129693,83,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,0.398769,0.507623,0.148337,-0.833408,-1.1337,-0.369105,-0.335414,0.671039,381,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)N(CCN(C(=O)COCC(=O)N(CCCC)CCCC)C(C)C)C(C)C,1.0026,0.540722,0.358,-0.0662075,0.264791,-0.931785,1.02783,-0.0955172,24,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0.796975,0.893665,0.395706,-1.13258,-0.562281,0.122372,1.25105,0.0498109,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCCCCNC(=O)COCC(=O)N(CCCC)CCCC,0.210346,0.212995,0.872908,-0.659633,-0.757105,0.75148,1.67784,-0.206313,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCCNC(=O)COCC(=O)N(CCCC)CCCC,0.478054,0.492125,0.783602,-0.767061,-0.585451,0.40202,1.32848,-0.144683,6,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)COCC(=O)NCc1cccc(CNC(=O)COCC(=O)N(CCCC)CCCC)c1,0.854243,0.912034,0.429952,-1.1801,-0.586206,0.25224,1.44367,0.0296906,2,diglycolamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccc2ccc3ccc(C(=O)N(CCCC)CCCC)nc3c2n1,-0.5105,-0.0171744,1.57354,0.771592,0.0488366,-0.428475,0.374305,-1.14884,14,pyridine_carboxamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,-0.221089,0.0972703,0.476485,0.357433,-0.273557,-0.622844,0.0146792,-0.349399,6,pyridine_carboxamide,s104729_S_b000,0
CCCCN(CCCC)C(=O)c1ccccc1C(=O)O,2.59272,1.4731,0.436905,-3.85628,0.749916,-0.547071,-1.89612,1.30579,3,carboxylic_acid,s104729_S_b000,0
CCCCN(CCCC)C(C)=O,-0.583961,-0.33852,0.91467,-0.295652,0.417654,0.284493,-0.59586,-0.400326,5,monoamide,s104729_S_b000,0
CCCCOP(=O)(OCCCC)OCCCC,2.44679,-2.00013,5.64457,-1.12661,1.42193,-0.0203607,2.73454,-2.54626,24,neutral_organophosphate,s104729_S_b000,0
CCCCOP(=S)(COCP(=S)(OCCCC)OCCCC)OCCCC,-3.02867,0.642695,0.737299,-0.381987,3.00389,-0.256058,1.81633,-0.71603,12,sulfur_donor_other,s104729_S_b000,0
CCCCOP(=S)(CP(=S)(OCCCC)OCCCC)OCCCC,-1.54914,1.88221,-0.641732,-1.81227,1.41017,-2.04621,-0.0225449,0.895492,12,sulfur_donor_other,s104729_S_b000,0
CCCCP(=S)(CCCC)COCP(=S)(CCCC)CCCC,-2.64726,0.286372,0.52112,-0.291298,1.83083,-0.915456,0.596852,0.293566,12,sulfur_donor_other,s104729_S_b000,0
CCCCP(=S)(CCCC)CP(=S)(CCCC)CCCC,-3.16311,0.0730875,0.750052,-0.299228,3.28846,-0.53985,1.51477,-0.127932,12,sulfur_donor_other,s104729_S_b000,0
CCCN(CCC)C(=O)CC(=O)N(CCC)CCC,0.413897,0.218406,-0.0436277,-0.421962,-0.809998,-0.807284,-0.487417,0.727022,5,diglycolamide,s104729_S_b000,0
CCCN(CCC)C(=O)COCC(=O)N(CCC)CCC,0.37795,0.174025,-0.36698,-0.291598,-0.645551,-0.62721,-0.525414,0.6639,77,diglycolamide,s104729_S_b000,0
CCCc1nnc(-c2cccc(-c3nnc(CCC)c(CCC)n3)n2)nc1CCC,0.227957,1.01231,0.59556,0.161024,0.306014,0.770172,-2.41706,-1.58715,14,n_heterocyclic,s104729_S_b000,0
CCN(C(=O)c1ccc2ccc3ccc(C(=O)N(CC)c4ccc(C)cc4)nc3c2n1)c1ccc(C)cc1,-0.144456,-0.270396,0.401171,1.11524,0.455051,-1.12387,0.617541,-0.539514,3,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)cc(C)c3)n2)n1)c1cc(C)cc(C)c1,0.309521,-0.439153,0.0838617,0.960884,-0.294978,0.820033,1.36481,-0.231221,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3cc(C)ccc3C)n2)n1)c1cc(C)ccc1C,0.020068,-0.528665,0.142235,1.13008,-0.259121,0.422115,0.761128,-0.207502,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccc(C)cc3C)n2)n1)c1ccc(C)cc1C,0.0289618,-0.532614,0.141973,1.16077,-0.185511,0.406568,0.882053,-0.248893,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(-c2cccc(C(=O)N(CC)c3ccccc3)n2)n1)c1ccccc1,0.0912823,-0.291601,0.436314,1.46655,-0.436923,0.650901,1.42861,-0.399464,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccc(C)cc2)n1)c1ccc(C)cc1,-0.359525,-0.957352,0.227974,1.00982,-0.272221,0.0783279,0.548183,0.302939,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2cccc(C)c2)n1)c1cccc(C)c1,-0.124396,-0.897547,0.325939,1.10752,-0.175321,0.654998,1.37544,0.0643584,14,pyridine_carboxamide,s104729_S_b000,0
CCN(C(=O)c1cccc(C(=O)N(CC)c2ccccc2C)n1)c1ccccc1C,-0.159929,-0.810028,0.568536,1.14828,-0.435202,0.743893,0.850838,0.00975385,14,pyridine_carboxamide,s104729_S_b000,0
CCN(CC)C(=O)COCC(=O)N(CC)CC,0.488861,-0.0299361,-0.420555,0.392307,-0.258837,-0.643606,0.346198,0.49558,84,diglycolamide,s104729_S_b000,0
CCN(CC)C(=O)COc1c2cc(OC)cc1Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)Cc1cc(OC)cc(c1OCC(=O)N(CC)CC)C2,4.99904,1.1146,2.08114,-0.524737,9.99262,3.61357,3.73982,-2.74737,1,crown_ether_calixarene,s104729_S_b000,0
CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,-0.0293192,-0.0319915,0.0705329,0.58069,-0.334292,-0.76453,0.567857,-0.149277,78,pyridine_carboxamide,s104729_S_b000,0
