design,split_seed,A,B,dZ,n_candidates,saved,saved_heavy,saved_light,e_random,e_model,n_no_call,n_called_heavy,n_called_light
BR,104729,Dy,Lu,5,60,2.0133902045666754,0.6241830065359477,3.402597402597403,4.467171717171717,2.453781512605042,0,46,14
BR,104729,Ho,Er,1,57,2.166666666666666,-1.6666666666666679,6.0,16.916666666666664,14.75,0,41,16
BR,104729,Ho,Tm,2,55,2.541666666666667,1.333333333333334,3.75,8.666666666666668,6.125,0,39,16
BR,104729,Ho,Yb,3,57,2.533333333333333,2.666666666666666,2.4,7.7333333333333325,5.2,0,41,16
BR,104729,Ho,Lu,4,54,1.7000000000000002,0.9000000000000004,2.5,5.0,3.3,0,40,14
BR,104729,Er,Tm,1,55,0.47499999999999964,-6.0,6.949999999999999,12.6,12.125,0,39,16
BR,104729,Er,Yb,2,58,5.458333333333334,5.333333333333334,5.583333333333334,14.75,9.291666666666668,0,42,16
BR,104729,Er,Lu,3,60,2.3779761904761902,0.8809523809523805,3.875,8.169642857142858,5.791666666666666,0,46,14
BR,104729,Tm,Yb,1,55,9.75,0.0,19.5,42.0,32.25,0,39,16
BR,104729,Tm,Lu,2,52,2.4666666666666663,0.0,4.933333333333333,31.8,29.333333333333332,0,36,16
BR,104729,Yb,Lu,1,54,13.5,8.0,19.0,27.5,14.0,0,38,16
BR,130363,La,Ce,1,68,8.392045454545455,0.28409090909090917,16.5,12.9375,4.545454545454545,0,56,12
BR,130363,La,Pr,2,72,2.7839285714285715,0.13928571428571423,5.428571428571429,6.126785714285714,3.342857142857143,0,58,14
BR,130363,La,Nd,3,77,6.085081585081585,0.3368298368298368,11.833333333333332,10.636363636363637,4.551282051282051,0,55,22
BR,130363,La,Sm,5,74,3.363348530901722,0.3457446808510638,6.3809523809523805,6.155015197568389,2.7916666666666665,0,49,25
BR,130363,La,Eu,6,83,1.7421942570489533,0.5677218474312402,2.9166666666666665,3.5186170212765955,1.7764227642276422,0,49,34
BR,130363,La,Gd,7,68,1.8347872887346575,0.510233918128655,3.1593406593406597,3.3721804511278197,1.5373931623931623,0,46,22
BR,130363,La,Tb,8,58,1.8635416666666669,0.5770833333333334,3.1500000000000004,3.871875,2.0083333333333333,0,37,21
BR,130363,La,Dy,9,68,1.85715811965812,0.519871794871795,3.1944444444444446,3.7375,1.8803418803418803,0,46,22
BR,130363,La,Ho,10,52,1.8012381883349629,0.3802541544477027,3.2222222222222228,3.7474747474747474,1.946236559139785,0,37,15
BR,130363,La,Er,11,69,1.22733918128655,0.5657894736842106,1.888888888888889,2.541666666666667,1.314327485380117,0,44,25
BR,130363,La,Tm,12,48,1.7945630359423466,0.43039591315453385,3.158730158730159,3.567049808429119,1.7724867724867726,0,33,15
BR,130363,La,Yb,13,52,1.5364583333333335,0.45625000000000004,2.616666666666667,3.0364583333333335,1.5,0,35,17
BR,130363,La,Lu,14,56,2.375877192982456,0.293421052631579,4.458333333333333,3.8791666666666664,1.5032894736842106,0,42,14
BR,130363,Ce,Pr,1,68,4.7333333333333325,1.333333333333333,8.133333333333333,9.775,5.041666666666667,0,52,16
BR,130363,Ce,Nd,2,65,7.941391941391941,0.5494505494505495,15.333333333333332,12.178571428571429,4.237179487179487,0,46,19
BR,130363,Ce,Sm,4,65,3.244611528822055,0.3939849624060152,6.095238095238095,5.582706766917293,2.3380952380952382,0,46,19
BR,130363,Ce,Eu,5,68,2.4178571428571436,0.6023809523809525,4.233333333333334,4.408333333333333,1.9904761904761905,0,45,23
BR,130363,Ce,Gd,6,57,2.1843862007168457,0.45766129032258074,3.911111111111111,3.80625,1.6218637992831542,0,41,16
BR,130363,Ce,Tb,7,53,2.8583333333333334,0.4666666666666668,5.25,5.4,2.5416666666666665,0,39,14
BR,130363,Ce,Dy,8,55,2.7058823529411766,0.4117647058823528,5.0,4.823529411764706,2.1176470588235294,0,41,14
BR,130363,Ce,Ho,9,52,2.28125,0.4375,4.125,4.140625,1.859375,0,38,14
BR,130363,Ce,Er,10,55,1.3906322843822845,0.509469696969697,2.2717948717948717,2.7151515151515153,1.3245192307692308,0,37,18
BR,130363,Ce,Tm,11,48,2.187750866630177,0.39335887611749687,3.982142857142857,3.907327586206897,1.7195767195767195,0,34,14
BR,130363,Ce,Yb,12,50,1.9059523809523806,0.37857142857142856,3.4333333333333327,3.4,1.494047619047619,0,36,14
BR,130363,Ce,Lu,13,48,2.3571329254727473,0.3392658509454949,4.375,3.852822580645161,1.4956896551724137,0,35,13
BR,130363,Pr,Nd,1,71,6.178571428571429,1.8571428571428577,10.5,14.571428571428571,8.392857142857142,0,45,26
BR,130363,Pr,Sm,3,70,3.695161290322581,0.756989247311828,6.633333333333334,7.061827956989248,3.3666666666666667,0,45,25
BR,130363,Pr,Eu,4,73,2.0024038461538463,0.8125,3.1923076923076925,4.002403846153847,2.0,0,44,29
BR,130363,Pr,Gd,5,62,1.3761574074074072,0.7314814814814814,2.020833333333333,3.09375,1.7175925925925926,0,40,22
BR,130363,Pr,Tb,6,58,2.1623931623931623,0.7692307692307692,3.5555555555555554,4.412393162393162,2.25,0,38,20
BR,130363,Pr,Dy,7,60,1.92037037037037,0.7407407407407405,3.0999999999999996,4.17962962962963,2.2592592592592595,0,40,20
BR,130363,Pr,Ho,8,52,1.8199507389162561,0.48275862068965525,3.157142857142857,3.5637931034482757,1.7438423645320196,0,38,14
BR,130363,Pr,Er,9,60,1.3055555555555554,0.8888888888888886,1.722222222222222,2.824074074074074,1.5185185185185186,0,36,24
BR,130363,Pr,Tm,10,48,1.8931013431013433,0.48461538461538467,3.301587301587302,3.664529914529915,1.7714285714285714,0,34,14
BR,130363,Pr,Yb,11,50,1.5297202797202796,0.5,2.559440559440559,2.8722527472527473,1.3425324675324675,0,36,14
BR,130363,Pr,Lu,12,48,1.7356060606060604,0.41666666666666674,3.0545454545454542,3.102272727272727,1.3666666666666667,0,35,13
BR,130363,Nd,Sm,2,78,5.568844696969697,0.737689393939394,10.4,9.096969696969698,3.528125,0,52,26
BR,130363,Nd,Eu,3,80,2.3051695616211747,0.8795698924731181,3.730769230769231,4.421836228287841,2.1166666666666667,0,51,29
BR,130363,Nd,Gd,4,72,1.5581552875492628,0.6683467741935485,2.447963800904977,3.2876838235294117,1.7295285359801489,0,49,23
BR,130363,Nd,Tb,5,59,2.556084656084656,0.7407407407407409,4.371428571428571,5.396825396825397,2.840740740740741,0,39,20
BR,130363,Nd,Dy,6,71,2.149512987012987,0.6285714285714283,3.670454545454546,4.301298701298702,2.1517857142857144,0,49,22
BR,130363,Nd,Ho,7,52,1.953703703703704,0.5185185185185186,3.3888888888888893,3.925925925925926,1.9722222222222223,0,38,14
BR,130363,Nd,Er,8,65,1.419047619047619,0.5714285714285714,2.2666666666666666,2.776190476190476,1.3571428571428572,0,45,20
BR,130363,Nd,Tm,9,48,1.7548076923076925,0.48461538461538467,3.0250000000000004,3.3923076923076927,1.6375,0,34,14
BR,130363,Nd,Yb,10,51,1.6666666666666665,0.5,2.833333333333333,3.095238095238095,1.4285714285714286,0,37,14
BR,130363,Nd,Lu,11,56,2.4547619047619045,0.32619047619047614,4.583333333333333,3.958333333333333,1.5035714285714286,0,43,13
BR,130363,Sm,Eu,1,77,2.9741758241758243,1.6483516483516483,4.3,6.685714285714285,3.7115384615384617,0,50,27
BR,130363,Sm,Gd,2,72,2.412955465587044,1.2105263157894735,3.615384615384615,4.728744939271255,2.3157894736842106,0,49,23
BR,130363,Sm,Tb,3,59,2.1222826086956523,0.8695652173913044,3.375,4.304347826086957,2.182065217391304,0,39,20
BR,130363,Sm,Dy,4,70,1.6987327188940093,0.6236559139784947,2.773809523809524,4.103494623655914,2.4047619047619047,0,49,21
BR,130363,Sm,Ho,5,52,1.669230769230769,0.5384615384615383,2.8,3.669230769230769,2.0,0,38,14
BR,130363,Sm,Er,6,65,1.5986185383244207,0.5472370766488412,2.6500000000000004,3.170588235294118,1.571969696969697,0,45,20
BR,130363,Sm,Tm,7,48,1.7316304347826088,0.43826086956521726,3.0250000000000004,3.43,1.6983695652173914,0,34,14
BR,130363,Sm,Yb,8,51,1.8346508563899868,0.6086956521739129,3.0606060606060606,3.4940711462450595,1.6594202898550725,0,37,14
BR,130363,Sm,Lu,9,56,1.9704229797979798,0.31458333333333344,3.6262626262626263,3.481534090909091,1.511111111111111,0,43,13
BR,130363,Eu,Gd,1,70,4.975,1.75,8.2,15.975,11.0,0,47,23
BR,130363,Eu,Tb,2,58,-6.300757575757575,0.7318181818181817,-13.333333333333332,11.174242424242426,17.475,0,38,20
BR,130363,Eu,Dy,3,69,1.8461538461538463,0.6923076923076925,3.0,5.721153846153847,3.875,0,47,22
BR,130363,Eu,Ho,4,51,2.1574675324675328,0.6363636363636365,3.678571428571429,4.896103896103896,2.7386363636363638,0,37,14
BR,130363,Eu,Er,5,68,1.5100649350649347,0.6928571428571426,2.3272727272727267,3.4499999999999997,1.939935064935065,0,44,24
BR,130363,Eu,Tm,6,47,1.7106203007518794,0.49624060150375926,2.925,3.5428571428571427,1.8322368421052633,0,33,14
BR,130363,Eu,Yb,7,51,1.6413419913419913,0.6493506493506496,2.633333333333333,3.3484848484848486,1.707142857142857,0,35,16
BR,130363,Eu,Lu,8,55,2.1169540229885055,0.38390804597701145,3.8499999999999996,3.7333333333333334,1.6163793103448276,0,42,13
BR,130363,Gd,Tb,1,65,5.6118421052631575,0.7236842105263159,10.5,12.736842105263158,7.125,0,43,22
BR,130363,Gd,Dy,2,74,0.608974358974359,0.7179487179487181,0.5,7.6923076923076925,7.083333333333333,0,51,23
BR,130363,Gd,Ho,3,57,3.286666666666666,0.6399999999999999,5.933333333333333,6.96,3.6733333333333333,0,41,16
BR,130363,Gd,Er,4,69,2.1290322580645165,0.5437788018433183,3.7142857142857144,4.629032258064516,2.5,0,47,22
BR,130363,Gd,Tm,5,54,2.4422077922077925,0.42727272727272747,4.457142857142857,5.0285714285714285,2.5863636363636364,0,38,16
BR,130363,Gd,Yb,6,57,2.2833211233211235,0.5507692307692309,4.015873015873016,4.337606837606838,2.0542857142857143,0,41,16
BR,130363,Gd,Lu,7,60,2.0837106699175667,0.39974457215836523,3.767676767676768,3.824451410658307,1.7407407407407407,0,45,15
BR,130363,Tb,Dy,1,66,4.533333333333333,-1.2666666666666657,10.333333333333332,17.866666666666667,13.333333333333332,0,43,23
BR,130363,Tb,Ho,2,57,0.9603174603174605,1.1428571428571432,0.7777777777777777,5.293650793650794,4.333333333333334,0,41,16
BR,130363,Tb,Er,3,63,2.6622807017543852,1.1578947368421049,4.166666666666666,5.684210526315789,3.0219298245614037,0,41,22
BR,130363,Tb,Tm,4,54,2.439583333333333,0.8374999999999999,4.041666666666666,5.15625,2.716666666666667,0,38,16
BR,130363,Tb,Yb,5,56,2.506944444444444,0.7222222222222223,4.291666666666666,5.0625,2.5555555555555554,0,40,16
BR,130363,Tb,Lu,6,54,1.9206349206349207,0.6190476190476191,3.2222222222222223,3.8095238095238093,1.8888888888888888,0,39,15
BR,130363,Dy,Ho,1,57,-2.0,4.0,-8.0,21.75,23.75,0,41,16
BR,130363,Dy,Er,2,69,4.180555555555555,2.4444444444444446,5.916666666666666,9.722222222222221,5.541666666666666,0,47,22
BR,130363,Dy,Tm,3,54,2.846626984126984,1.2361111111111107,4.457142857142857,6.984126984126984,4.1375,0,38,16
BR,130363,Dy,Yb,4,58,2.494444444444444,0.8619047619047615,4.1269841269841265,5.2444444444444445,2.75,0,42,16
BR,130363,Dy,Lu,5,60,2.1142305407011293,0.6830065359477122,3.545454545454546,4.467171717171717,2.3529411764705883,0,45,15
BR,130363,Ho,Er,1,57,2.166666666666666,-1.1666666666666679,5.5,16.916666666666664,14.75,0,40,17
BR,130363,Ho,Tm,2,55,2.516666666666667,1.533333333333334,3.5,8.666666666666668,6.15,0,38,17
BR,130363,Ho,Yb,3,57,2.5166666666666666,2.833333333333333,2.1999999999999997,7.7333333333333325,5.216666666666667,0,40,17
BR,130363,Ho,Lu,4,54,1.8571428571428572,1.0,2.7142857142857144,5.0,3.142857142857143,0,39,15
BR,130363,Er,Tm,1,55,0.5999999999999996,-5.5,6.699999999999999,12.6,12.0,0,38,17
BR,130363,Er,Yb,2,58,5.500000000000001,5.666666666666668,5.333333333333334,14.75,9.25,0,41,17
BR,130363,Er,Lu,3,60,2.3363095238095233,1.0476190476190466,3.625,8.169642857142858,5.833333333333334,0,45,15
BR,130363,Tm,Yb,1,55,9.5,0.0,19.0,42.0,32.5,0,38,17
BR,130363,Tm,Lu,2,52,2.6333333333333333,0.0,5.266666666666667,31.8,29.166666666666668,0,37,15
BR,130363,Yb,Lu,1,54,13.5,9.5,17.5,27.5,14.0,0,35,19
BR,155921,Nd,Eu,3,80,2.088502894954508,0.8462365591397849,3.330769230769231,4.421836228287841,2.333333333333333,0,52,28
BR,155921,La,Pr,2,72,2.714664502164502,0.40075757575757565,5.0285714285714285,6.126785714285714,3.412121212121212,0,46,26
BR,155921,La,Nd,3,77,3.42014742014742,0.34029484029484025,6.5,10.636363636363637,7.216216216216216,0,52,25
BR,155921,La,Sm,5,74,1.6591818642350553,0.27074468085106385,3.0476190476190466,6.155015197568389,4.495833333333334,0,52,22
BR,155921,La,Eu,6,83,1.573424713584288,0.5122340425531915,2.6346153846153846,3.5186170212765955,1.9451923076923077,0,50,33
BR,155921,La,Gd,7,68,1.742418546365915,0.47293233082706787,3.011904761904762,3.3721804511278197,1.6297619047619047,0,46,22
BR,155921,La,Tb,8,58,1.7218750000000003,0.54375,2.9000000000000004,3.871875,2.15,0,38,20
BR,155921,La,Dy,9,68,1.681578947368421,0.4881578947368421,2.875,3.7375,2.0559210526315788,0,46,22
BR,155921,La,Er,11,69,1.201109391124871,0.5394736842105263,1.8627450980392157,2.541666666666667,1.3405572755417956,0,45,24
BR,155921,Pr,Nd,1,71,6.392857142857143,1.785714285714286,11.0,14.571428571428571,8.178571428571429,0,46,25
BR,155921,Pr,Sm,3,70,2.0848164627363737,0.6696329254727478,3.5,7.061827956989248,4.977011494252874,0,46,24
BR,155921,Pr,Eu,4,73,1.7593003978779842,0.7262931034482758,2.7923076923076926,4.002403846153847,2.2431034482758623,0,45,28
BR,155921,Pr,Gd,5,62,1.2598339160839163,0.6730769230769231,1.8465909090909092,3.09375,1.8339160839160837,0,40,22
BR,155921,Pr,Tb,6,58,2.1623931623931623,0.7692307692307692,3.5555555555555554,4.412393162393162,2.25,0,38,20
BR,155921,Pr,Dy,7,60,1.8674603174603173,0.7777777777777777,2.957142857142857,4.17962962962963,2.312169312169312,0,39,21
BR,155921,Pr,Er,9,60,1.3055555555555554,0.8888888888888886,1.722222222222222,2.824074074074074,1.5185185185185186,0,36,24
BR,155921,Nd,Sm,2,78,3.8926686217008806,0.6520039100684263,7.133333333333335,9.096969696969698,5.204301075268817,0,53,25
BR,155921,Nd,Gd,4,72,1.481232210626186,0.6683467741935485,2.2941176470588234,3.2876838235294117,1.8064516129032258,0,49,23
BR,155921,Nd,Tb,5,59,2.556084656084656,0.7407407407407409,4.371428571428571,5.396825396825397,2.840740740740741,0,39,20
BR,155921,Nd,Dy,6,71,2.1012987012987017,0.657142857142857,3.545454545454546,4.301298701298702,2.2,0,48,23
BR,155921,Nd,Er,8,65,1.419047619047619,0.5714285714285714,2.2666666666666666,2.776190476190476,1.3571428571428572,0,45,20
BR,155921,Sm,Eu,1,77,2.9982142857142855,1.5714285714285712,4.425,6.685714285714285,3.6875,0,51,26
BR,155921,Sm,Gd,2,72,2.3220463746779534,1.2105263157894735,3.4335664335664333,4.728744939271255,2.4066985645933014,0,49,23
BR,155921,Sm,Tb,3,59,2.1222826086956523,0.8695652173913044,3.375,4.304347826086957,2.182065217391304,0,39,20
BR,155921,Sm,Dy,4,70,1.8493279569892476,0.6569892473118282,3.041666666666667,4.103494623655914,2.2541666666666664,0,48,22
BR,155921,Sm,Er,6,65,1.5986185383244207,0.5472370766488412,2.6500000000000004,3.170588235294118,1.571969696969697,0,45,20
BR,155921,Eu,Gd,1,70,3.9749999999999996,1.75,6.199999999999999,15.975,12.0,0,47,23
BR,155921,Eu,Tb,2,58,-6.300757575757575,0.7318181818181817,-13.333333333333332,11.174242424242426,17.475,0,38,20
BR,155921,Eu,Dy,3,69,2.34198717948718,0.7339743589743593,3.95,5.721153846153847,3.3791666666666664,0,46,23
BR,155921,Eu,Er,5,68,1.5100649350649347,0.6928571428571426,2.3272727272727267,3.4499999999999997,1.939935064935065,0,44,24
BR,155921,Gd,Tb,1,65,-6.36732456140351,0.5986842105263159,-13.333333333333336,12.736842105263158,19.104166666666668,0,45,20
BR,155921,Gd,Dy,2,74,2.754807692307692,0.6762820512820511,4.833333333333333,7.6923076923076925,4.9375,0,52,22
BR,155921,Gd,Er,4,69,2.236175115207373,0.47235023041474666,4.0,4.629032258064516,2.392857142857143,0,49,20
BR,155921,Tb,Dy,1,66,6.616666666666666,1.9000000000000004,11.333333333333332,17.866666666666667,11.25,0,45,21
BR,155921,Tb,Er,3,63,2.776315789473684,1.0526315789473681,4.5,5.684210526315789,2.9078947368421053,0,43,20
BR,155921,Dy,Er,2,69,4.319444444444445,2.2222222222222223,6.416666666666666,9.722222222222221,5.402777777777778,0,49,20
BR,155921,La,Ce,1,68,6.4625,0.4249999999999998,12.5,12.9375,6.475,0,48,20
BR,155921,La,Ho,10,52,1.6184424894102314,0.3479960899315737,2.8888888888888893,3.7474747474747474,2.129032258064516,0,38,14
BR,155921,La,Tm,12,48,1.6689016602809708,0.39335887611749687,2.9444444444444446,3.567049808429119,1.8981481481481481,0,34,14
BR,155921,La,Yb,13,52,1.4753472222222224,0.4229166666666666,2.527777777777778,3.0364583333333335,1.5611111111111111,0,36,16
BR,155921,La,Lu,14,56,2.3002192982456138,0.26710526315789473,4.333333333333333,3.8791666666666664,1.5789473684210527,0,43,13
BR,155921,Ce,Pr,1,68,3.825,0.8499999999999996,6.800000000000001,9.775,5.95,0,48,20
BR,155921,Ce,Nd,2,65,6.928571428571429,0.3571428571428572,13.5,12.178571428571429,5.25,0,49,16
BR,155921,Ce,Sm,4,65,2.501824413976117,0.32507739938080493,4.678571428571429,5.582706766917293,3.0808823529411766,0,47,18
BR,155921,Ce,Eu,5,68,2.0742997198879554,0.5343137254901962,3.6142857142857148,4.408333333333333,2.334033613445378,0,46,22
BR,155921,Ce,Gd,6,57,2.04375,0.4125000000000001,3.675,3.80625,1.7625,0,41,16
BR,155921,Ce,Tb,7,53,2.8583333333333334,0.4666666666666668,5.25,5.4,2.5416666666666665,0,39,14
BR,155921,Ce,Dy,8,55,2.6023172905525844,0.40463458110516926,4.8,4.823529411764706,2.221212121212121,0,40,15
BR,155921,Ce,Ho,9,52,2.28125,0.4375,4.125,4.140625,1.859375,0,38,14
BR,155921,Ce,Er,10,55,1.3906322843822845,0.509469696969697,2.2717948717948717,2.7151515151515153,1.3245192307692308,0,37,18
BR,155921,Ce,Tm,11,48,2.187750866630177,0.39335887611749687,3.982142857142857,3.907327586206897,1.7195767195767195,0,34,14
BR,155921,Ce,Yb,12,50,1.9059523809523806,0.37857142857142856,3.4333333333333327,3.4,1.494047619047619,0,36,14
BR,155921,Ce,Lu,13,48,2.3571329254727473,0.3392658509454949,4.375,3.852822580645161,1.4956896551724137,0,35,13
BR,155921,Pr,Ho,8,52,1.8199507389162561,0.48275862068965525,3.157142857142857,3.5637931034482757,1.7438423645320196,0,38,14
BR,155921,Pr,Tm,10,48,1.8931013431013433,0.48461538461538467,3.301587301587302,3.664529914529915,1.7714285714285714,0,34,14
BR,155921,Pr,Yb,11,50,1.5297202797202796,0.5,2.559440559440559,2.8722527472527473,1.3425324675324675,0,36,14
BR,155921,Pr,Lu,12,48,1.7356060606060604,0.41666666666666674,3.0545454545454542,3.102272727272727,1.3666666666666667,0,35,13
BR,155921,Nd,Ho,7,52,1.953703703703704,0.5185185185185186,3.3888888888888893,3.925925925925926,1.9722222222222223,0,38,14
BR,155921,Nd,Tm,9,48,1.7548076923076925,0.48461538461538467,3.0250000000000004,3.3923076923076927,1.6375,0,34,14
BR,155921,Nd,Yb,10,51,1.6666666666666665,0.5,2.833333333333333,3.095238095238095,1.4285714285714286,0,37,14
BR,155921,Nd,Lu,11,56,2.4547619047619045,0.32619047619047614,4.583333333333333,3.958333333333333,1.5035714285714286,0,43,13
BR,155921,Sm,Ho,5,52,1.669230769230769,0.5384615384615383,2.8,3.669230769230769,2.0,0,38,14
BR,155921,Sm,Tm,7,48,1.7316304347826088,0.43826086956521726,3.0250000000000004,3.43,1.6983695652173914,0,34,14
BR,155921,Sm,Yb,8,51,1.8346508563899868,0.6086956521739129,3.0606060606060606,3.4940711462450595,1.6594202898550725,0,37,14
BR,155921,Sm,Lu,9,56,1.9704229797979798,0.31458333333333344,3.6262626262626263,3.481534090909091,1.511111111111111,0,43,13
BR,155921,Eu,Ho,4,51,2.1574675324675328,0.6363636363636365,3.678571428571429,4.896103896103896,2.7386363636363638,0,37,14
BR,155921,Eu,Tm,6,47,1.7106203007518794,0.49624060150375926,2.925,3.5428571428571427,1.8322368421052633,0,33,14
BR,155921,Eu,Yb,7,51,1.6413419913419913,0.6493506493506496,2.633333333333333,3.3484848484848486,1.707142857142857,0,35,16
BR,155921,Eu,Lu,8,55,2.1169540229885055,0.38390804597701145,3.8499999999999996,3.7333333333333334,1.6163793103448276,0,42,13
BR,155921,Gd,Ho,3,57,3.5799999999999996,0.5599999999999998,6.6,6.96,3.38,0,43,14
BR,155921,Gd,Tm,5,54,2.596753246753247,0.33636363636363664,4.857142857142857,5.0285714285714285,2.4318181818181817,0,40,14
BR,155921,Gd,Yb,6,57,2.207606837606838,0.47076923076923083,3.9444444444444446,4.337606837606838,2.13,0,43,14
BR,155921,Gd,Lu,7,60,1.9355625217694186,0.32567049808429127,3.545454545454546,3.824451410658307,1.8888888888888888,0,47,13
BR,155921,Tb,Ho,2,57,1.2222222222222225,1.0000000000000004,1.4444444444444446,5.293650793650794,4.071428571428571,0,43,14
BR,155921,Tb,Tm,4,54,2.5395833333333333,0.7041666666666666,4.375,5.15625,2.6166666666666667,0,40,14
BR,155921,Tb,Yb,5,56,2.6180555555555554,0.6111111111111112,4.625,5.0625,2.4444444444444446,0,42,14
BR,155921,Tb,Lu,6,54,1.8845238095238095,0.519047619047619,3.25,3.8095238095238093,1.925,0,41,13
BR,155921,Dy,Ho,1,57,-1.75,3.5,-7.0,21.75,23.5,0,43,14
BR,155921,Dy,Tm,3,54,2.5466269841269837,0.9861111111111107,4.107142857142857,6.984126984126984,4.4375,0,40,14
BR,155921,Dy,Yb,4,58,2.387301587301587,0.7190476190476187,4.055555555555555,5.2444444444444445,2.857142857142857,0,44,14
BR,155921,Dy,Lu,5,60,2.0554070112893643,0.5653594771241828,3.545454545454546,4.467171717171717,2.4117647058823533,0,47,13
BR,155921,Ho,Er,1,57,2.166666666666666,-2.166666666666668,6.5,16.916666666666664,14.75,0,42,15
BR,155921,Ho,Tm,2,55,2.5666666666666673,1.1333333333333346,4.0,8.666666666666668,6.1,0,40,15
BR,155921,Ho,Yb,3,57,2.5499999999999994,2.499999999999999,2.5999999999999996,7.7333333333333325,5.183333333333334,0,42,15
BR,155921,Ho,Lu,4,54,1.7333333333333332,0.7999999999999998,2.6666666666666665,5.0,3.2666666666666666,0,41,13
BR,155921,Er,Tm,1,55,0.34999999999999964,-6.5,7.199999999999999,12.6,12.25,0,40,15
BR,155921,Er,Yb,2,58,5.416666666666668,5.000000000000002,5.833333333333334,14.75,9.333333333333332,0,43,15
BR,155921,Er,Lu,3,60,0.6363095238095231,2.0476190476190466,-0.7750000000000004,8.169642857142858,7.533333333333333,0,19,41
BR,155921,Tm,Yb,1,55,4.75,0.0,9.5,42.0,37.25,0,19,36
BR,155921,Tm,Lu,2,52,-0.36666666666666714,0.0,-0.7333333333333343,31.8,32.166666666666664,0,19,33
BR,155921,Yb,Lu,1,54,0.0,-9.5,9.5,27.5,27.5,0,19,35
BR,196613,La,Ce,1,68,8.0375,0.07500000000000018,16.0,12.9375,4.9,0,55,13
BR,196613,La,Pr,2,72,2.523214285714286,0.3678571428571429,4.678571428571429,6.126785714285714,3.6035714285714286,0,50,22
BR,196613,La,Nd,3,77,2.907792207792208,0.31558441558441563,5.5,10.636363636363637,7.728571428571429,0,50,27
BR,196613,La,Sm,5,74,1.3172958993227744,0.2536394176931691,2.3809523809523796,6.155015197568389,4.837719298245615,0,50,24
BR,196613,La,Eu,6,83,1.4481042007637752,0.4795417348608837,2.4166666666666665,3.5186170212765955,2.0705128205128207,0,50,33
BR,196613,La,Gd,7,68,1.635549435085039,0.43343653250774006,2.837662337662338,3.3721804511278197,1.7366310160427807,0,46,22
BR,196613,La,Tb,8,58,1.4494612068965518,0.4989224137931034,2.4000000000000004,3.871875,2.4224137931034484,0,38,20
BR,196613,La,Dy,9,68,1.4595077220077222,0.4547297297297299,2.4642857142857144,3.7375,2.277992277992278,0,46,22
BR,196613,La,Ho,10,52,1.2224747474747475,0.3060606060606059,2.1388888888888893,3.7474747474747474,2.525,0,38,14
BR,196613,La,Er,11,69,1.1732456140350878,0.513157894736842,1.8333333333333335,2.541666666666667,1.368421052631579,0,46,23
BR,196613,La,Tm,12,48,1.5003831417624522,0.3563218390804599,2.644444444444445,3.567049808429119,2.0666666666666664,0,35,13
BR,196613,La,Yb,13,52,1.4031250000000002,0.3895833333333334,2.416666666666667,3.0364583333333335,1.6333333333333333,0,37,15
BR,196613,La,Lu,14,56,2.2037280701754383,0.24078947368421066,4.166666666666666,3.8791666666666664,1.675438596491228,0,44,12
BR,196613,Ce,Pr,1,68,3.591666666666667,1.0499999999999998,6.133333333333334,9.775,6.183333333333334,0,46,22
BR,196613,Ce,Nd,2,65,6.428571428571429,0.3571428571428572,12.5,12.178571428571429,5.75,0,47,18
BR,196613,Ce,Sm,4,65,1.6887673729778996,0.2822966507177034,3.095238095238096,5.582706766917293,3.8939393939393936,0,47,18
BR,196613,Ce,Eu,5,68,1.7795454545454548,0.49242424242424243,3.066666666666667,4.408333333333333,2.628787878787879,0,46,22
BR,196613,Ce,Gd,6,57,1.8678263546798028,0.3642241379310345,3.3714285714285714,3.80625,1.938423645320197,0,41,16
BR,196613,Ce,Tb,7,53,2.2103448275862068,0.42068965517241375,4.0,5.4,3.189655172413793,0,39,14
BR,196613,Ce,Dy,8,55,2.1829044117647056,0.3658088235294117,4.0,4.823529411764706,2.640625,0,40,15
BR,196613,Ce,Ho,9,52,2.011592741935484,0.39818548387096775,3.625,4.140625,2.129032258064516,0,38,14
BR,196613,Ce,Er,10,55,1.3557765151515153,0.478219696969697,2.2333333333333334,2.7151515151515153,1.359375,0,38,17
BR,196613,Ce,Tm,11,48,2.0739942528735633,0.3563218390804599,3.7916666666666665,3.907327586206897,1.8333333333333335,0,35,13
BR,196613,Ce,Yb,12,50,1.846428571428571,0.34285714285714275,3.3499999999999996,3.4,1.5535714285714286,0,37,13
BR,196613,Ce,Lu,13,48,2.2863201175909738,0.30478309232480516,4.267857142857142,3.852822580645161,1.5665024630541873,0,36,12
BR,196613,Pr,Nd,1,71,-7.5695970695970685,1.5274725274725278,-16.666666666666664,14.571428571428571,22.14102564102564,0,46,25
BR,196613,Pr,Sm,3,70,-0.0274577572964666,0.6117511520737329,-0.6666666666666661,7.061827956989248,7.089285714285714,0,46,24
BR,196613,Pr,Eu,4,73,1.5698641636141637,0.6696428571428572,2.47008547008547,4.002403846153847,2.432539682539683,0,45,28
BR,196613,Pr,Gd,5,62,1.1237500000000002,0.6100000000000001,1.6375000000000002,3.09375,1.9699999999999998,0,40,22
BR,196613,Pr,Tb,6,58,1.8823931623931622,0.7092307692307691,3.0555555555555554,4.412393162393162,2.5300000000000002,0,38,20
