seed,fold,model,mae,macro_mae,n_test,r2
196613,4,5NN_tanimoto,1.0679313251868618,1.046237867163421,30,0.05280210558593701
196613,4,KERNEL_tanimoto,1.0691708426571942,1.0394436725510563,30,0.024769239588514513
196613,4,1NN_mechanism,1.1648713363752177,1.1368334547008656,30,-0.18851969606566632
196613,4,3NN_mechanism,0.981025873562046,0.962041964454185,30,0.1119140993085066
196613,4,5NN_mechanism,0.9756818579289642,0.971121426562713,30,0.12381197280798573
196613,4,KERNEL_mechanism,1.052364306390941,1.0157831651829856,30,0.04468221068611267
196613,4,1NN_donors,0.9944746864397288,0.9697958865040518,30,0.09637524014133636
196613,4,3NN_donors,1.024132486987328,1.0002926161123895,30,0.06514942452716987
196613,4,5NN_donors,0.9867669712839723,0.9557676634445651,30,0.13843282300981297
196613,4,KERNEL_donors,0.9910495829521168,0.9531982532743223,30,0.10877704049579562
196613,4,RIDGE_mech,1.0362986049968583,0.9988805751750669,30,0.08271755497238775
196613,4,ET_mech,0.9688053330152154,0.937959570009758,30,0.11609653532106246
196613,4,RIDGE_donors,1.0122908038513787,0.9746332224747896,30,0.10094055027688931
196613,4,ET_donors,1.000854655333474,0.9605600178309899,30,0.10824137800160338
262147,0,NULL_global_mean,0.6291732387939143,0.6185734111263188,19,0.0
262147,0,1NN_tanimoto,0.7097525535147875,0.6584821082938934,19,-0.23628183890197496
262147,0,3NN_tanimoto,0.6387287892638804,0.6211891745938981,19,-0.05934585924062641
262147,0,5NN_tanimoto,0.6020490729897428,0.5899423472219155,19,0.045762751670076485
262147,0,KERNEL_tanimoto,0.624449436723265,0.6135871756073004,19,0.012483406421039067
262147,0,1NN_mechanism,0.7925344874683377,0.7458630385781961,19,-0.4863716150148978
262147,0,3NN_mechanism,0.6715651575708168,0.6531371620356574,19,0.017018823647685255
262147,0,5NN_mechanism,0.5997288476049107,0.5874932204268153,19,0.05444506928364612
262147,0,KERNEL_mechanism,0.6297551537633569,0.6175857314565225,19,0.0015486466313842095
262147,0,1NN_donors,0.8159878407964076,0.8154731113824619,19,-0.5882136591786928
262147,0,3NN_donors,0.6840966146955726,0.678754902517031,19,-0.15420578038257626
262147,0,5NN_donors,0.6238310771736504,0.6226507423132804,19,0.025065851031379482
262147,0,KERNEL_donors,0.6206089682301972,0.614520685439272,19,0.05659676040910944
262147,0,RIDGE_mech,0.6295976223434538,0.6187443314087804,19,0.02011685453543066
262147,0,ET_mech,0.5830169278899625,0.5619760122138389,19,0.10273145387976879
262147,0,RIDGE_donors,0.6137721288695154,0.6078317008903591,19,0.08445327287763682
262147,0,ET_donors,0.6312083746703738,0.623407111130467,19,0.06893116991450843
262147,1,NULL_global_mean,1.010757333261066,0.9901981490583297,64,0.0
262147,1,1NN_tanimoto,0.8554965891194253,0.8294172098218511,64,0.21770037105854345
262147,1,3NN_tanimoto,0.9091719846000459,0.9163742571497282,64,0.25237932029767907
262147,1,5NN_tanimoto,0.9255527369998049,0.9411626554963765,64,0.20019381199926678
262147,1,KERNEL_tanimoto,1.001742022518784,0.9837632146324884,64,0.018034377940406854
262147,1,1NN_mechanism,0.9642247771690733,0.9597772815020936,64,0.10503102331293179
262147,1,3NN_mechanism,0.9999923009382594,0.9859044023065725,64,0.10418527257413979
262147,1,5NN_mechanism,1.00549672802994,0.9771090159288459,64,0.06939593234218089
262147,1,KERNEL_mechanism,1.0030742683790395,0.9816243614711452,64,0.01562300840331532
262147,1,1NN_donors,0.9088413146556841,0.8922735109742446,64,0.21113263930659276
262147,1,3NN_donors,0.9160387032852775,0.9011968706355047,64,0.1703782506989534
262147,1,5NN_donors,0.9377852588088392,0.9304315145908281,64,0.14374870468732592
262147,1,KERNEL_donors,0.9812636248889688,0.9602892891422873,64,0.06290101875843257
262147,1,RIDGE_mech,1.0066637941534724,0.984288266618213,64,0.00667984726581472
262147,1,ET_mech,0.9792390850839583,0.9596741238245011,64,0.09721850526117892
262147,1,RIDGE_donors,1.007401022604834,0.9866376272726913,64,0.007394796618572341
262147,1,ET_donors,0.9698549533370485,0.9428802530880953,64,0.06978801078046948
262147,2,NULL_global_mean,1.0678819699467113,1.1049533576400463,24,0.0
262147,2,1NN_tanimoto,0.9233588604976379,0.9498381559238759,24,0.30348644030847305
262147,2,3NN_tanimoto,0.9853164361583815,1.0184530833614645,24,0.13565411986256604
262147,2,5NN_tanimoto,1.013128551149123,1.0435487864663553,24,0.09116255751101665
262147,2,KERNEL_tanimoto,1.069507863756017,1.1063589396794022,24,0.0037967185576642803
262147,2,1NN_mechanism,1.0552429716949276,1.0917648377251417,24,0.23080087136288618
262147,2,3NN_mechanism,0.9985837795670153,1.0302893654869982,24,0.16240493221855545
262147,2,5NN_mechanism,1.0142963552167712,1.0490379335740219,24,0.1066234727538583
262147,2,KERNEL_mechanism,1.0501200234716077,1.0859791971666681,24,0.03918084329971738
262147,2,1NN_donors,0.9915765858386673,1.0253303481360005,24,0.2946020789853523
262147,2,3NN_donors,1.0507006816801123,1.0821638872575543,24,0.10690568200801431
262147,2,5NN_donors,1.0427427488264738,1.075689628757314,24,0.0690147075169596
262147,2,KERNEL_donors,1.0007240585070667,1.0348755370073741,24,0.2104666262500796
262147,2,RIDGE_mech,1.060709881887975,1.0975069440636798,24,0.010933310790513184
262147,2,ET_mech,0.9939713800969275,1.0274943480251382,24,0.14817546797195047
262147,2,RIDGE_donors,1.045052736431213,1.0808915282760752,24,0.04217193895732141
262147,2,ET_donors,1.0124274932743569,1.047087816764546,24,0.1589444237077402
262147,3,NULL_global_mean,1.2546347086115193,1.254634708611519,19,0.0
262147,3,1NN_tanimoto,1.2972982710373941,1.2972982710373941,19,-0.15536913335962765
262147,3,3NN_tanimoto,1.3039025545178737,1.3039025545178737,19,-0.12731526140788674
262147,3,5NN_tanimoto,1.2759299361903758,1.2759299361903758,19,-0.04093487644083482
262147,3,KERNEL_tanimoto,1.2541435958438336,1.2541435958438336,19,0.0015009287633973578
262147,3,1NN_mechanism,1.1507497109268021,1.150749710926802,19,0.12775539278659365
262147,3,3NN_mechanism,1.295337337157006,1.2953373371570058,19,-0.020961232825698506
262147,3,5NN_mechanism,1.2452452081196952,1.245245208119695,19,0.022215731078399026
262147,3,KERNEL_mechanism,1.2408223665296365,1.2408223665296365,19,0.02686490154502974
262147,3,1NN_donors,1.1062611014220107,1.1062611014220107,19,0.15242585414361665
262147,3,3NN_donors,1.153488351070684,1.1534883510706837,19,0.12239638265757957
262147,3,5NN_donors,1.1820259661620989,1.1820259661620987,19,0.08752718500853263
262147,3,KERNEL_donors,1.1345933229741727,1.1345933229741725,19,0.10590070192856804
262147,3,RIDGE_mech,1.2042565738977333,1.204256573897733,19,0.06297537530389408
262147,3,ET_mech,1.1566540963325032,1.1566540963325032,19,0.15117251067837933
262147,3,RIDGE_donors,1.1355312306068972,1.1355312306068972,19,0.08414657182263496
262147,3,ET_donors,1.15417372019259,1.15417372019259,19,0.08101785384033222
262147,4,NULL_global_mean,1.215453275299486,1.198427961482255,26,0.0
262147,4,1NN_tanimoto,1.1878361962486061,1.1500834402374327,26,-0.02954229901398797
262147,4,3NN_tanimoto,1.2038522258472015,1.1933500737311182,26,-0.0061912862434641
262147,4,5NN_tanimoto,1.2386235834336574,1.2190268141202496,26,-0.04464461886393645
262147,4,KERNEL_tanimoto,1.2162707772820225,1.2008987755061857,26,0.001992499727901831
262147,4,1NN_mechanism,1.4365140629016062,1.376541153380284,26,-0.47876931869911266
262147,4,3NN_mechanism,1.2678880107159358,1.2400655774172475,26,-0.1420521509272632
262147,4,5NN_mechanism,1.2166099123142209,1.1938741839783784,26,-0.047129202974941053
262147,4,KERNEL_mechanism,1.2128688865397916,1.1968746060811333,26,0.00025064860243195763
262147,4,1NN_donors,1.2783833004654548,1.2790694138075616,26,-0.22284004912825917
262147,4,3NN_donors,1.3001940031472725,1.3010311243679527,26,-0.17140873509362797
262147,4,5NN_donors,1.2475697237812322,1.2437729046992774,26,-0.051850616726911714
262147,4,KERNEL_donors,1.232433419092027,1.2219263878263766,26,-0.018413348631834525
262147,4,RIDGE_mech,1.270287165754497,1.261509422534485,26,-0.13266286378924708
262147,4,ET_mech,1.2420625423981744,1.2146883788959688,26,-0.12737400086249728
262147,4,RIDGE_donors,1.232001839812984,1.2203529566238114,26,-0.0060920816296037295
262147,4,ET_donors,1.2086797135637584,1.1939229728541025,26,-0.02087560039734937
