group_id,safe_exp_id,publication_id,canonical_smiles,metal,D,log_D,system_id,cond__acid_concentration_M,cond__extractant_concentration_M,cond__metal_concentration_mM,cond__temperature_C,tier,duplicate_flag,kept,series_residual
3e0dad50f2c95a9c,Eu_SAFE:14931,pub_e287124c22,CCCCC(CC)CN(CC(CC)CCCC)C(=O)CN(CC(=O)N(CC(CC)CCCC)CC(CC)CCCC)CC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.0430000000000003,-1.3665315444204105,sys_fe3be64269d2dae7,4.0133,0.1,,22.0,tied_d,TIED_D,True,
3f32617b9852210f,Eu_SAFE:14861,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,Eu,0.0120000000000001,-1.9208187539523716,sys_8934fed8b871c63a,0.01,0.1,,22.0,tied_d,TIED_D,True,
3f32617b9852210f,Eu_SAFE:14863,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)Cc1ccccc1,Eu,0.0120000000000001,-1.9208187539523716,sys_8934fed8b871c63a,4.0,0.1,,22.0,tied_d,TIED_D,True,
4201be1a7492b0f3,Ca_SAFE:10784,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,1.59574468085111,0.20296340545599514,sys_a213e5db777d3b26,0.1,0.1,0.002,25.0,tied_d,TIED_D,True,
4201be1a7492b0f3,Ca_SAFE:10785,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Nd,1.59574468085111,0.20296340545599514,sys_a213e5db777d3b26,0.5,0.1,0.002,25.0,tied_d,TIED_D,True,
476aa2ee356e6ad2,Er_SAFE:3717,pub_7bbf4ac140,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,0.047,-1.3279021420642825,sys_a9fea6791c7a14d6,0.69,0.75,0.00256,21.85000000000002,tied_d,TIED_D,True,
476aa2ee356e6ad2,Er_SAFE:3780,pub_7bbf4ac140,CCCCCCCCN(C)C(=O)C(CCOCCCCCC)C(=O)N(C)CCCCCCCC,Eu,0.047,-1.3279021420642825,sys_a9fea6791c7a14d6,0.958,0.5,0.00256,21.85000000000002,tied_d,TIED_D,True,
47b0de6f3df51a9d,Er_SAFE:3405,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,850.794279962744,2.929824561403508,sys_267144068d8e09d2,4.97273,0.024,3.0,25.0,tied_d,TIED_D,True,
47b0de6f3df51a9d,Er_SAFE:3406,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Ho,850.794279962744,2.929824561403508,sys_267144068d8e09d2,5.96364,0.024,3.0,25.0,tied_d,TIED_D,True,
48d429caac4ddc3c,Am_SAFE:16534,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,0.8000000000148405,-0.09691001299999998,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
48d429caac4ddc3c,Am_SAFE:16545,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,0.8000000000148405,-0.09691001299999998,sys_1419f400c83e9ad8,3.0,0.024,3.0,25.0,tied_d,TIED_D,True,
48d429caac4ddc3c,Am_SAFE:16562,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,La,0.8000000000148405,-0.09691001299999998,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
494c8ad5c488b9ce,Am_SAFE:16553,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Er,1499.999999807684,3.176091259,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
494c8ad5c488b9ce,Am_SAFE:16565,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Er,1499.999999807684,3.176091259,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
4d8699af494fa64a,Eu_SAFE:14865,pub_e287124c22,CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.0600000000000008,-1.2218487496163506,sys_b4f118c15419bf96,0.01,0.1,,22.0,tied_d,TIED_D,True,
4d8699af494fa64a,Eu_SAFE:14867,pub_e287124c22,CCCCCCCCN(CC(=O)N(CCCCCCCC)CCCCCCCC)CC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.0600000000000008,-1.2218487496163506,sys_b4f118c15419bf96,4.0,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15335,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,0.0113,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15337,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,0.1097,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15339,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,1.009,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15341,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,1.9855,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15343,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,3.0417,0.1,,22.0,tied_d,TIED_D,True,
4e0db8ce84857b71,Eu_SAFE:15345,pub_e287124c22,CCOP(=S)(COCP(=S)(OCC)OCC)OCC,Eu,0.0100000000000002,-1.9999999999999913,sys_324bd56cc4af8a55,4.0133,0.1,,22.0,tied_d,TIED_D,True,
4f1974b51a071ce9,Ca_SAFE:2276,pub_92d20246e9,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.001,-3.0,sys_a7195d8a9d8696e0,0.5,0.03,3.0,25.0,tied_d,TIED_D,True,
4f1974b51a071ce9,Ca_SAFE:2278,pub_92d20246e9,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.001,-3.0,sys_a7195d8a9d8696e0,0.0977299,0.1,3.0,25.0,tied_d,TIED_D,True,
4f1974b51a071ce9,Ca_SAFE:2279,pub_92d20246e9,CCCCC(CC)CN(CC(CC)CCCC)C(=O)COCC(=O)N(CC(CC)CCCC)CC(CC)CCCC,Eu,0.001,-3.0,sys_a7195d8a9d8696e0,0.116296,0.1,3.0,25.0,tied_d,TIED_D,True,
4f46ccd3ce79d5da,Ca_SAFE:2389,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.1867,-0.7288556820509217,sys_5cb78e5000d40860,1.0,0.0609,,25.0,tied_d,TIED_D,True,
4f46ccd3ce79d5da,Eu_SAFE:4001,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.1867,-0.7288556820509217,sys_a2a472b5124b09c6,1.0,0.1015,,25.0,tied_d,TIED_D,True,
4ffd6b2b1692d232,Am_SAFE:15079,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.002,-2.6989700043360187,sys_ba7c7ba0e7a008c4,1.0,0.05,,23.0,tied_d,TIED_D,True,
4ffd6b2b1692d232,Am_SAFE:15081,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)c1ccc(C(=O)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.002,-2.6989700043360187,sys_ba7c7ba0e7a008c4,3.82,0.05,,23.0,tied_d,TIED_D,True,
51f1bb7a10ec3632,Eu_SAFE:15825,pub_515c63b970,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,1.6,0.2041199826559248,sys_9ed90abc2f87e0e9,0.00025,0.2,,20.0,tied_d,TIED_D,True,
51f1bb7a10ec3632,Eu_SAFE:15826,pub_515c63b970,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,1.6,0.2041199826559248,sys_9ed90abc2f87e0e9,0.001,0.2,,20.0,tied_d,TIED_D,True,
5599287b300bade8,Am_SAFE:16546,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,54.99999993740787,1.740362689,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
5599287b300bade8,Am_SAFE:16558,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Eu,54.99999993740787,1.740362689,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
60239315b9bdaf66,Am_SAFE:16536,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tm,1199.999999868408,3.079181246,sys_1419f400c83e9ad8,3.0,0.024,3.0,25.0,tied_d,TIED_D,True,
60239315b9bdaf66,Am_SAFE:16552,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tm,1199.999999868408,3.079181246,sys_1419f400c83e9ad8,5.0,0.024,3.0,25.0,tied_d,TIED_D,True,
60239315b9bdaf66,Am_SAFE:16564,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Tm,1199.999999868408,3.079181246,sys_1419f400c83e9ad8,4.0,0.024,3.0,25.0,tied_d,TIED_D,True,
6168f905909dfc6d,Ca_SAFE:10796,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,1.59574468085111,0.20296340545599514,sys_a213e5db777d3b26,0.1,0.1,0.002,25.0,tied_d,TIED_D,True,
6168f905909dfc6d,Ca_SAFE:10797,pub_c8195b4ca7,CCCCCCCCCCN(CCCCCCCCCC)C(=O)COCC(=O)N(CCCCCC)CCCCCC,Gd,1.59574468085111,0.20296340545599514,sys_a213e5db777d3b26,0.5,0.1,0.002,25.0,tied_d,TIED_D,True,
61acd00d0becd68e,Am_SAFE:16109,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Yb,31.00000001182964,1.491361694,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
61acd00d0becd68e,Pd_SAFE:12948,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Yb,31.0,1.4913616938342726,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
629c4f25553982e7,Er_SAFE:14995,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_611d51197f6a4be0,1.0,0.01,,23.0,tied_d,TIED_D,True,
629c4f25553982e7,Er_SAFE:14997,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_611d51197f6a4be0,3.82,0.01,,23.0,tied_d,TIED_D,True,
629c4f25553982e7,Eu_SAFE:14999,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_7ee6b84983bc1354,1.0,0.01,,23.0,tied_d,TIED_D,True,
629c4f25553982e7,Eu_SAFE:15001,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_7ee6b84983bc1354,3.82,0.01,,23.0,tied_d,TIED_D,True,
629c4f25553982e7,Eu_SAFE:15003,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_ae2e59b62c29cd43,1.0,0.01,,23.0,tied_d,TIED_D,True,
629c4f25553982e7,Eu_SAFE:15005,pub_e287124c22,O=C(c1ccccc1)c1ccc2ccccc2n1,Eu,0.001,-3.0,sys_ae2e59b62c29cd43,3.82,0.01,,23.0,tied_d,TIED_D,True,
6358730c089dfa72,Er_SAFE:15177,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,Eu,0.0100000000000002,-1.9999999999999913,sys_c4e294ece22ef913,0.1,0.02,,20.0,tied_d,TIED_D,True,
6358730c089dfa72,Er_SAFE:15179,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2ccc(C)n2)nc(-n2ccc(C)n2)c1,Eu,0.0100000000000002,-1.9999999999999913,sys_c4e294ece22ef913,4.0,0.02,,20.0,tied_d,TIED_D,True,
63f196cf75e7aae3,La_SAFE:9439,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,La,0.1,-1.0,sys_81e3169a7f85c2b9,0.482051,0.05,5.0,25.0,tied_d,TIED_D,True,
63f196cf75e7aae3,La_SAFE:9440,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,La,0.1,-1.0,sys_81e3169a7f85c2b9,0.772023,0.05,5.0,25.0,tied_d,TIED_D,True,
642976643b7f59e5,Eu_SAFE:15413,pub_e287124c22,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,Eu,0.003,-2.5228787452803374,sys_9fba5c1334c435f2,0.01,0.005,,22.0,tied_d,TIED_D,True,
642976643b7f59e5,Eu_SAFE:15415,pub_e287124c22,Cc1cc(-c2cc(C)cc(-c3nnc4c(n3)C(C)(C)CCC4(C)C)n2)nc(-c2nnc3c(n2)C(C)(C)CCC3(C)C)c1,Eu,0.003,-2.5228787452803374,sys_9fba5c1334c435f2,0.1,0.005,,22.0,tied_d,TIED_D,True,
6500cbb627a49fa4,Ca_SAFE:2687,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,3.63221953432114,0.5601720897562366,sys_81bcc3c06cbf0b4c,1.0,0.2,38.7426,25.0,unit_slip,,True,0.1116936694309627
6500cbb627a49fa4,Ca_SAFE:2693,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,3.63221953432115,0.5601720897562378,sys_81bcc3c06cbf0b4c,3.0,0.2,0.268598,25.0,unit_slip,UNIT_SLIP_DUPLICATE,False,-3.4149692228135944
662afef7fec4602a,Am_SAFE:16112,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Ho,12.99999999081527,1.1139433520000002,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
662afef7fec4602a,Ho_SAFE:12933,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Ho,13.0,1.1139433523068367,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
6945902fc34e7810,Ca_SAFE:2390,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.1131,-0.9465373950745447,sys_5cb78e5000d40860,1.0,0.0405,,25.0,tied_d,TIED_D,True,
6945902fc34e7810,Eu_SAFE:4000,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.1131,-0.9465373950745447,sys_a2a472b5124b09c6,1.0,0.0904,,25.0,tied_d,TIED_D,True,
6a445b1c5b48e5a5,Ca_SAFE:2684,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,1.35200740189765,0.130979069264275,sys_81bcc3c06cbf0b4c,1.0,0.2,81.9712,25.0,unit_slip,,True,0.0010609173163703134
6a445b1c5b48e5a5,Ca_SAFE:2696,pub_0e7f3e0563,CCCCCCCCCCCCN(CCCCCCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Nd,1.35200740189765,0.130979069264275,sys_81bcc3c06cbf0b4c,3.0,0.2,0.568297,25.0,unit_slip,UNIT_SLIP_DUPLICATE,False,-3.3625119566484023
6b88dbe1d868c201,Er_SAFE:14933,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,0.1,0.15,,21.0,tied_d,TIED_D,True,
6b88dbe1d868c201,Er_SAFE:14935,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,0.2,0.15,,21.0,tied_d,TIED_D,True,
6b88dbe1d868c201,Er_SAFE:14937,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,0.5,0.15,,21.0,tied_d,TIED_D,True,
6b88dbe1d868c201,Er_SAFE:14939,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,1.0,0.15,,21.0,tied_d,TIED_D,True,
6b88dbe1d868c201,Er_SAFE:14941,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,2.0,0.15,,21.0,tied_d,TIED_D,True,
6b88dbe1d868c201,Er_SAFE:14943,pub_e287124c22,Cc1cc(C)n(-c2cccc(-n3nc(C)cc3C)n2)n1,Eu,0.001,-3.0,sys_9fa9bf812415f412,4.0,0.15,,21.0,tied_d,TIED_D,True,
6be5d78277b6da57,Am_SAFE:16136,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tb,2.000000001547424,0.301029996,sys_d93f24ac2fbe9b76,1.0,0.5,0.01,,tied_d,TIED_D,True,
6be5d78277b6da57,Am_SAFE:16140,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Tb,2.000000001547424,0.301029996,sys_d93f24ac2fbe9b76,3.0,0.5,0.01,,tied_d,TIED_D,True,
6d1bf89bee95c464,Eu_SAFE:14873,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,Eu,0.004,-2.3979400086720375,sys_7c319f99b296928a,0.01,0.1,,22.0,tied_d,TIED_D,True,
6d1bf89bee95c464,Eu_SAFE:14875,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CN(CC(=O)N(CCCCCCCC)CCCCCCCC)C(C)=O,Eu,0.004,-2.3979400086720375,sys_7c319f99b296928a,4.0,0.1,,22.0,tied_d,TIED_D,True,
6da771c24b0eb058,Er_SAFE:15153,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,Eu,0.003,-2.5228787452803374,sys_73169d232cf940c4,0.1,0.02,,20.0,tied_d,TIED_D,True,
6da771c24b0eb058,Er_SAFE:15155,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,Eu,0.003,-2.5228787452803374,sys_73169d232cf940c4,4.0,0.02,,20.0,tied_d,TIED_D,True,
6da771c24b0eb058,Er_SAFE:15157,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,Eu,0.003,-2.5228787452803374,sys_73169d232cf940c4,1.0,0.2,,20.0,tied_d,TIED_D,True,
6da771c24b0eb058,Er_SAFE:15159,pub_e287124c22,CCCCCCCCCCCCOCc1cc(-n2cccn2)nc(-n2cccn2)c1,Eu,0.003,-2.5228787452803374,sys_73169d232cf940c4,4.0,0.2,,20.0,tied_d,TIED_D,True,
70c9b18aa4794e3e,Am_SAFE:15091,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.001,-3.0,sys_919c7855ca3862b2,1.0,0.05,,23.0,tied_d,TIED_D,True,
70c9b18aa4794e3e,Am_SAFE:15093,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=S)c1ccc(C(=S)N(CCCCCCCC)CCCCCCCC)s1,Eu,0.001,-3.0,sys_919c7855ca3862b2,3.82,0.05,,23.0,tied_d,TIED_D,True,
7265ffe12f93b81d,Am_SAFE:16120,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,La,3.600000001929027,0.556302501,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
7265ffe12f93b81d,Am_SAFE:16122,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,La,3.600000001929027,0.556302501,sys_d93f24ac2fbe9b76,2.0,0.5,0.01,,tied_d,TIED_D,True,
73be56d9f75fefdc,Am_SAFE:16108,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Lu,36.00000001929027,1.556302501,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,,tied_d,TIED_D,True,
73be56d9f75fefdc,Lu_SAFE:12953,pub_8415538291,CN(C(=O)c1cccc(C(=O)N(C)c2ccccc2)n1)c1ccccc1,Lu,36.0,1.5563025007672873,sys_d93f24ac2fbe9b76,5.0,0.5,0.01,25.0,tied_d,TIED_D,True,
75b247ce73f50440,Ca_SAFE:12972,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,0.47,-0.3279021420642826,sys_5cb78e5000d40860,0.107152,0.1,0.0001,25.0,tied_d,TIED_D,True,
75b247ce73f50440,Ca_SAFE:13021,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,La,0.47,-0.3279021420642826,sys_5cb78e5000d40860,0.0380189,0.1,0.0001,25.0,tied_d,TIED_D,True,
7745f6d5cd057a67,Ca_SAFE:2391,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.738,-0.13194363817695845,sys_5cb78e5000d40860,1.0,0.07,,25.0,tied_d,TIED_D,True,
7745f6d5cd057a67,Eu_SAFE:4002,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.738,-0.13194363817695845,sys_a2a472b5124b09c6,1.0,0.1512,,25.0,tied_d,TIED_D,True,
7745f6d5cd057a67,Eu_SAFE:4041,pub_51c0693f9c,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.738,-0.13194363817695845,sys_a2a472b5124b09c6,3.0,0.1015,,25.0,tied_d,TIED_D,True,
7759cc755daa1b99,Eu_SAFE:15808,pub_515c63b970,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,2.5,0.3979400086720376,sys_b8f81fa04bff30f5,0.001,0.2,,20.0,tied_d,TIED_D,True,
7759cc755daa1b99,Eu_SAFE:15818,pub_515c63b970,CCN(CC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,2.5,0.3979400086720376,sys_b8f81fa04bff30f5,0.00023,0.2,,20.0,tied_d,TIED_D,True,
777bfec7a1e0a67e,Er_SAFE:9101,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Lu,1625.96469388148,3.211111111111111,sys_1419f400c83e9ad8,3.9942,0.024,3.0,25.0,tied_d,TIED_D,True,
777bfec7a1e0a67e,Er_SAFE:9102,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Lu,1625.96469388147,3.211111111111108,sys_1419f400c83e9ad8,4.9971,0.024,3.0,25.0,tied_d,TIED_D,True,
77dd0f75c7a09801,Eu_SAFE:14857,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.0400000000000007,-1.39794000867203,sys_05debcae3e81ac40,0.01,0.1,,22.0,tied_d,TIED_D,True,
77dd0f75c7a09801,Eu_SAFE:14859,pub_e287124c22,CCCCCCCCN(CCCCCCCC)C(=O)CNCC(=O)N(CCCCCCCC)CCCCCCCC,Eu,0.0400000000000007,-1.39794000867203,sys_05debcae3e81ac40,4.0,0.1,,22.0,tied_d,TIED_D,True,
785bcd550c432d9b,Eu_SAFE:9401,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Eu,0.1,-1.0,sys_81e3169a7f85c2b9,0.482051,0.05,5.0,25.0,tied_d,TIED_D,True,
785bcd550c432d9b,Eu_SAFE:9402,pub_0a8da089ad,CCCCN(CCCC)C(=O)COCC(=O)N(CCCC)CCCC,Eu,0.1,-1.0,sys_81e3169a7f85c2b9,0.765489,0.05,5.0,25.0,tied_d,TIED_D,True,
789423b00328aa02,Eu_SAFE:15828,pub_515c63b970,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,0.1,-1.0,sys_9ed90abc2f87e0e9,0.1,0.2,,20.0,tied_d,TIED_D,True,
789423b00328aa02,Eu_SAFE:15829,pub_515c63b970,CCCCN(CCCC)C(=O)c1ccc2ccc3cccnc3c2n1,Eu,0.1,-1.0,sys_9ed90abc2f87e0e9,1.0,0.2,,20.0,tied_d,TIED_D,True,
7c852f7d0dc4545b,Er_SAFE:3398,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,72.3850906817326,1.859649122807018,sys_267144068d8e09d2,4.97273,0.024,3.0,25.0,tied_d,TIED_D,True,
7c852f7d0dc4545b,Er_SAFE:3399,pub_19783c039b,CCCCCCCCN(C)C(=O)COCC(=O)N(C)CCCCCCCC,Gd,72.3850906817326,1.859649122807018,sys_267144068d8e09d2,5.96364,0.024,3.0,25.0,tied_d,TIED_D,True,
7c9021124ab01e1d,Ca_SAFE:13019,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Ho,0.04,-1.3979400086720375,sys_5cb78e5000d40860,0.0125893,0.1,0.0001,25.0,tied_d,TIED_D,True,
7c9021124ab01e1d,Ca_SAFE:13067,pub_1605e436d7,CCCCCCCCN(CCCCCCCC)C(=O)COCC(=O)N(CCCCCCCC)CCCCCCCC,Ho,0.04,-1.3979400086720375,sys_5cb78e5000d40860,0.016,0.1,0.0001,25.0,tied_d,TIED_D,True,
