comparison,n_seeds,chemotype,n_rows,n_ligands,n_units,mean_nn_train_tanimoto,macro_mae_reference,macro_mae_candidate,macro_mae_delta,level_mae_reference,level_mae_candidate,level_mae_delta,shape_mae_reference,shape_mae_candidate,shape_mae_delta,rank
ARM_B_LN_EXPANDED_vs_control,5,tan005,40,1,1,0.3448275862068966,0.7057895938591254,0.7186681441563199,-0.012878550297194424,0.7057895938591254,0.7186681441563199,-0.012878550297194424,0.194545667512045,0.2015066337817474,-0.006960966269702412,34
ARM_B_LN_EXPANDED_vs_control,5,tan085,15,1,1,0.4749999999999998,1.81565664992737,1.8283308647410006,-0.012674214813630513,1.488959246541397,1.5254710246034486,-0.036511778062051636,1.453690925428119,1.4486787218116162,0.005012203616502786,35
ARM_B_LN_EXPANDED_vs_control,5,tan073,70,1,1,0.642857142857143,2.1590482470271515,2.1713623602250287,-0.01231411319787723,2.1590482470271515,2.171362360225029,-0.012314113197877674,0.31431739544591153,0.3160039123544551,-0.001686516908543545,36
ARM_B_LN_EXPANDED_vs_control,5,tan043,30,1,1,0.6227755102040816,0.19603351638760003,0.20696164052074234,-0.010928124133142314,0.1930312525704712,0.1929752130379875,5.603953248370375e-05,0.05731256216877494,0.053676210208728245,0.003636351960046698,37
ARM_B_LN_EXPANDED_vs_control,5,tan084,700,1,1,0.5263157894736842,1.3234774167591838,1.3319536859495436,-0.008476269190359709,0.802703940439847,0.7271186940327843,0.07558524640706277,0.9900409936029392,1.0312378131495192,-0.041196819546580055,38
ARM_B_LN_EXPANDED_vs_control,5,tan037,15,1,1,0.40000000000000013,0.18282810282268538,0.19096453089172635,-0.008136428069040968,0.12950898377285006,0.10302599796247144,0.026482985810378612,0.18445669847053253,0.2108216663684943,-0.026364967897961777,39
ARM_B_LN_EXPANDED_vs_control,5,tan093,140,1,1,0.2850539291217258,1.2107165760630478,1.2174672016345671,-0.0067506255715192864,0.20931344401686805,0.19970922021313298,0.009604223803735074,1.1523823651188658,1.1622482791637314,-0.009865914044865587,40
ARM_B_LN_EXPANDED_vs_control,5,tan071,515,1,1,0.5125975473801561,0.6379255375231354,0.6440346261346735,-0.006109088611538138,0.34306796929313105,0.3499031413731516,-0.006835172080020546,0.5485134328427221,0.5516170889668343,-0.0031036561241121197,41
ARM_B_LN_EXPANDED_vs_control,5,tan074,390,1,1,0.6342857142857145,1.2569198226783795,1.2618954121349397,-0.004975589456560181,0.4188597269907764,0.4540420617566418,-0.03518233476586541,1.1698037728617452,1.1533050103382736,0.0164987625234716,42
ARM_B_LN_EXPANDED_vs_control,5,tan020,30,1,1,0.5868170426065162,2.3862544680469866,2.388339428646194,-0.002084960599207264,2.3862544680469866,2.388339428646194,-0.002084960599207264,0.3271856017551725,0.3624614585041098,-0.03527585674893735,43
ARM_B_LN_EXPANDED_vs_control,5,tan001,25,1,1,0.5594405594405595,0.5240793917230339,0.5247470840504714,-0.0006676923274375746,0.4598939484640827,0.4781153683668415,-0.018221419902758773,0.3019005840571496,0.27051781093306354,0.03138277312408605,44
ARM_B_LN_EXPANDED_vs_control,5,tan081,365,6,6,0.59950026088113,0.6164796678894308,0.6155823021736764,0.0008973657157543835,0.5919645580692863,0.5995278350271421,-0.007563276957855858,0.3061592769895884,0.30392731521728944,0.0022319617722989515,45
ARM_B_LN_EXPANDED_vs_control,5,tan070,70,1,1,0.5888594164456232,1.3644469311176088,1.3623637571823832,0.002083173935225613,1.3644469311176088,1.3623637571823832,0.002083173935225613,0.4613796328845671,0.42602678694691465,0.03535284593765248,46
ARM_B_LN_EXPANDED_vs_control,5,tan002,25,1,1,0.5543269230769231,0.28283303131181986,0.2770157366564946,0.005817294655325267,0.24147808584525063,0.23427660678015755,0.0072014790650930804,0.2009215736503326,0.20122477438868647,-0.00030320073835385375,47
ARM_B_LN_EXPANDED_vs_control,5,tan027,30,1,1,0.590909090909091,1.3271316498918169,1.3205132937492783,0.006618356142538584,1.0275369788839148,1.0458961553986847,-0.018359176514769926,0.9765126329746024,0.9567134529514153,0.019799180023187146,48
ARM_B_LN_EXPANDED_vs_control,5,tan007,30,1,1,0.2524053724053724,0.24585359380130292,0.2355074557487648,0.010346138052538117,0.13323259646115407,0.11286501375533459,0.02036758270581948,0.22758710271401628,0.2326930967821854,-0.005105994068169112,49
ARM_B_LN_EXPANDED_vs_control,5,tan083,70,1,1,0.625402504472272,0.16370747313809386,0.15248400241520446,0.0112234707228894,0.04016007103451299,0.040782847713889354,-0.0006227766793763662,0.16684732842552583,0.16741276066314748,-0.0005654322376216492,50
ARM_B_LN_EXPANDED_vs_control,5,tan028,30,1,1,0.590909090909091,0.7924448314759615,0.7802821338157984,0.012162697660163091,0.35533438782956855,0.3668109198586917,-0.011476532029123132,0.674000035532772,0.6580118271962344,0.01598820833653758,51
ARM_B_LN_EXPANDED_vs_control,5,tan044,25,1,1,0.5,1.4870651620765016,1.469300159371617,0.01776500270488457,0.4509268981325576,0.25281410538738425,0.19811279274517335,1.5772505417030132,1.5019286561767446,0.0753218855262685,52
ARM_B_LN_EXPANDED_vs_control,5,tan031,30,1,1,0.503846153846154,0.852819829226517,0.8319184805309258,0.020901348695591238,0.5066929110557357,0.5239055565531445,-0.017212645497408863,0.45822110891123385,0.42174619317500917,0.03647491573622469,53
ARM_B_LN_EXPANDED_vs_control,5,tan082,70,1,1,0.6590909090909088,0.41960315585817803,0.39850240743478604,0.02110074842339199,0.41960315585817803,0.39850240743478604,0.02110074842339199,0.0953323678381538,0.10299921019348555,-0.007666842355331757,54
ARM_B_LN_EXPANDED_vs_control,5,tan061,420,1,1,0.6153043478260871,0.8023775678372284,0.7805512759358263,0.021826291901402062,0.3922642944298406,0.3670967115221493,0.025167582907691333,0.7179247731797095,0.6974343192486165,0.020490453931092945,55
ARM_B_LN_EXPANDED_vs_control,5,tan089,50,1,1,0.40625390869293304,0.875067261848789,0.8526998793971906,0.022367382451598417,0.1446417599010351,0.17511646407352746,-0.030474704172492373,0.8655079214261796,0.8436095991372801,0.02189832228889954,56
ARM_B_LN_EXPANDED_vs_control,5,tan098,15,1,1,0.1543859649122807,0.7515291878470366,0.7258479586366718,0.025681229210364753,0.7380415286097647,0.7258479586366718,0.012193569973092844,0.31680982919748624,0.24045036988580035,0.07635945931168589,57
ARM_B_LN_EXPANDED_vs_control,5,tan051,30,1,1,0.6285714285714284,1.0125682079217317,0.9836019061921804,0.02896630172955139,0.6033166293700034,0.5161008418979222,0.08721578747208125,0.6287687134475719,0.6479797983378167,-0.01921108489024481,58
ARM_B_LN_EXPANDED_vs_control,5,tan049,210,5,4,0.6634599104599105,0.8685359141436448,0.839492905122192,0.029043009021452848,0.5517404656170795,0.4942423716953519,0.057498093921727556,0.4529133317135517,0.4463691786131158,0.006544153100435879,59
ARM_B_LN_EXPANDED_vs_control,5,tan022,55,1,1,0.6111111111111113,0.2368242527336043,0.2070074224653925,0.029816830268211802,0.08534747773344374,0.10514287343029617,-0.01979539569685243,0.21470109839241916,0.17966394384341006,0.0350371545490091,60
ARM_B_LN_EXPANDED_vs_control,5,tan066,60,1,1,0.6739130434782606,0.40649894670376513,0.37493736755369,0.031561579150075125,0.16371493432778614,0.16153988819217976,0.0021750461356063733,0.37079200070412016,0.33148992417489026,0.0393020765292299,61
ARM_B_LN_EXPANDED_vs_control,5,tan080,140,2,2,0.6528541226215644,0.3198675792032478,0.2812248058745512,0.038642773328696645,0.24458073264836136,0.20153681261784084,0.043043920030520516,0.14472141654413664,0.1448380171265565,-0.00011660058241985682,62
ARM_B_LN_EXPANDED_vs_control,5,tan053,135,3,2,0.6574175824175826,0.6159804047496571,0.5749664326141658,0.041013972135491295,0.6036832944590392,0.5638916086667434,0.03979168579229586,0.14473526582803825,0.1435108242427671,0.0012244415852711577,63
ARM_B_LN_EXPANDED_vs_control,5,tan060,30,1,1,0.6750000000000003,1.1158734088940931,1.074564725613427,0.04130868328066617,1.0566660165368342,1.0675791874853817,-0.01091317094854749,0.8015926080419515,0.651803425949394,0.14978918209255754,64
ARM_B_LN_EXPANDED_vs_control,5,tan025,140,1,1,0.23809523809523805,1.37313473241124,1.3311395909721955,0.04199514143904448,1.3731347324112397,1.3311395909721955,0.04199514143904426,0.29574363591519603,0.31204109281239756,-0.016297456897201523,65
ARM_B_LN_EXPANDED_vs_control,5,tan016,1220,2,2,0.39561570720548983,1.4584397876169115,1.4126757050984975,0.04576408251841402,1.1404695640324096,1.0384242945411708,0.10204526949123882,0.9045536238883447,0.8954326851981118,0.009120938690232894,66
ARM_B_LN_EXPANDED_vs_control,5,tan052,145,2,2,0.6651405389742104,0.8234038993780066,0.7745798621394361,0.04882403723857054,0.5752966946388436,0.6202906157793617,-0.044993921140518145,0.5090828385562292,0.43414395059072863,0.07493888796550052,67
ARM_B_LN_EXPANDED_vs_control,5,tan063,40,1,1,0.6281290322580644,0.581900774756643,0.5250773423988387,0.05682343235780429,0.581900774756643,0.5250773423988387,0.05682343235780429,0.10649602680377623,0.10535396083749786,0.0011420659662783744,68
ARM_B_LN_EXPANDED_vs_control,5,tan079,60,1,1,0.6259109311740892,1.5699594736445173,1.5130649784924728,0.05689449515204448,1.34986653965382,1.2801163203748958,0.06975021927892433,0.6322367138771722,0.6290668506809898,0.0031698631961823986,69
ARM_B_LN_EXPANDED_vs_control,5,tan059,30,1,1,0.6761764705882352,0.6851595836309307,0.6239071981962445,0.06125238543468614,0.5607003390494807,0.5635545254406759,-0.002854186391195168,0.4381497822659695,0.3952372661323098,0.042912516133659706,70
ARM_B_LN_EXPANDED_vs_control,5,tan019,150,2,1,0.6520634920634921,0.8112779413847832,0.7295021519962361,0.08177578938854702,0.7383605809401447,0.6590735595795457,0.07928702136059895,0.31876715584535903,0.29975845235373205,0.019008703491626977,71
ARM_B_LN_EXPANDED_vs_control,5,tan042,115,2,2,0.6057404210696136,0.5710719044135502,0.48704927000604425,0.0840226344075059,0.5520727994692749,0.46835576774628146,0.08371703172299344,0.1785666961101981,0.14698050881611296,0.03158618729408513,72
ARM_B_LN_EXPANDED_vs_control,5,tan062,70,1,1,0.6499999999999999,0.46443746814312536,0.36146528512110293,0.10297218302202243,0.4535780838234365,0.34252987672661056,0.11104820709682595,0.09988714670740745,0.10851821412240244,-0.008631067414994989,73
ARM_B_LN_EXPANDED_vs_control,5,tan018,150,2,2,0.5422068305341695,0.650299365905018,0.542278833915008,0.10802053199001005,0.5860429325997494,0.39592117172053953,0.19012176087920984,0.34998602335883366,0.36512529069411287,-0.015139267335279205,74
ARM_B_LN_EXPANDED_vs_control,5,tan030,30,1,1,0.6666666666666669,1.955117034927888,1.8445874677745158,0.11052956715337214,1.9355628759803027,1.825242470213424,0.11032040576687874,1.0430670168099376,1.0241438708649966,0.018923145944941044,75
ARM_B_LN_EXPANDED_vs_control,5,tan034,15,1,1,0.3637142857142857,0.6024680963653185,0.4806731059011688,0.12179499046414971,0.42253118642010873,0.30316728548706817,0.11936390093304056,0.4261777625612501,0.4216681048214952,0.004509657739754924,76
ARM_B_LN_EXPANDED_vs_control,5,tan069,135,2,1,0.65625,2.6527217220323553,2.512552887010123,0.14016883502223232,2.6527217220323553,2.512552887010123,0.14016883502223232,0.42234289733801306,0.42285184391112784,-0.000508946573114788,77
ARM_B_LN_EXPANDED_vs_control,5,tan072,70,1,1,0.5555555555555556,1.414263339267374,1.05066835868618,0.363594980581194,1.411382274690594,1.0411598412432934,0.37022243344730055,0.3540195401231519,0.3259053354603705,0.028114204662781417,78
ARM_B_LN_EXPANDED_vs_control,5,tan041,15,1,1,0.40000000000000013,2.0850269093339646,1.5877286120232046,0.49729829731076003,2.0850269093339646,1.5877286120232048,0.4972982973107598,0.17735813265525746,0.15492615955651315,0.022431973098744312,79
LOMO_Am,1,tan043,6,1,1,0.42,0.10274404235234802,0.6610951050587972,-0.5583510627064492,0.07375707487222487,0.6610951050587972,-0.5873380301865724,0.10098499110305255,0.10752639710925675,-0.006541406006204203,1
LOMO_Am,1,tan025,28,1,1,0.23809523809523808,1.4286751269860183,1.904781266357405,-0.4761061393713868,1.4286751269860183,1.904781266357405,-0.4761061393713868,0.28929287586163194,0.3003262423073117,-0.01103336644567976,2
LOMO_Am,1,tan067,132,6,2,0.6666730328495036,1.3567140026723332,1.6727890969340895,-0.3160750942617563,1.2653726478855032,1.5796201220627761,-0.31424747417727295,0.3442668780849424,0.33025286823257655,0.014014009852365839,3
LOMO_Am,1,tan044,5,1,1,0.5,1.1171512062905353,1.378505848201209,-0.2613546419106736,0.5653669386753414,0.03955114794095684,0.5258157907343846,1.2302245940256036,1.3705956186130175,-0.1403710245874139,4
LOMO_Am,1,tan061,84,1,1,0.6521739130434783,0.6468166086994926,0.8891447133151511,-0.24232810461565846,0.3853694702815404,0.7235857955765131,-0.33821632529497275,0.5107449936108339,0.6054963181447752,-0.0947513245339413,5
LOMO_Am,1,tan031,6,1,1,0.5833333333333334,0.8485306513403795,1.0448570374072939,-0.19632638606691433,0.4376953880998851,0.34934133805849293,0.08835405004139218,0.7359746071144803,0.9662376331467382,-0.2302630260322579,6
LOMO_Am,1,tan091,14,1,1,0.375,0.8205151827746341,1.007759452055663,-0.18724426928102889,0.8205151827746341,1.007759452055663,-0.18724426928102889,0.08306423659621595,0.08137733397639756,0.001686902619818395,7
LOMO_Am,1,tan005,8,1,1,0.3448275862068966,0.49831792850399165,0.6723354857427926,-0.1740175572388009,0.49831792850399165,0.6723354857427926,-0.1740175572388009,0.1519165625775862,0.15300607607423986,-0.001089513496653649,8
LOMO_Am,1,tan073,14,1,1,0.6785714285714287,2.0827344062678486,2.254206189431204,-0.17147178316335543,2.0827344062678486,2.254206189431204,-0.17147178316335543,0.3466668565205218,0.338763690342585,0.007903166177936793,9
LOMO_Am,1,tan056,14,1,1,0.6382978723404255,0.2298502663126539,0.3949921446937175,-0.16514187838106362,0.03119636820764667,0.3949921446937175,-0.36379577648607087,0.2253936422829901,0.21200727810157702,0.01338636418141309,10
LOMO_Am,1,tan052,29,2,2,0.6651405389742103,0.5327087741487287,0.6864960634698825,-0.1537872893211537,0.4291465023036822,0.585344398426008,-0.15619789612232587,0.377886816787065,0.3440172525392085,0.033869564247856476,11
LOMO_Am,1,tan001,5,1,1,0.6538461538461539,0.3619241870274658,0.5077534307898055,-0.1458292437623397,0.3619241870274658,0.5077534307898055,-0.1458292437623397,0.28625426840661905,0.3058875440345229,-0.019633275627903846,12
LOMO_Am,1,tan045,44,1,1,0.5,0.9323096429596464,1.077351397240864,-0.14504175428121757,0.40662893614394646,0.7857866473419112,-0.3791577111979647,0.8842718082021712,0.9082178867273288,-0.02394607852515762,13
LOMO_Am,1,tan017,34,2,2,0.5198358413132695,0.6930749707789112,0.833722284384534,-0.14064731360562277,0.555001082844801,0.7819329900033996,-0.22693190715859857,0.45678144031422696,0.4745838624073191,-0.01780242209309213,14
LOMO_Am,1,tan006,8,1,1,0.3448275862068966,0.34639667348334297,0.4756000718690948,-0.12920339838575184,0.34639667348334297,0.4756000718690948,-0.12920339838575184,0.1455126837108801,0.14273084438042616,0.00278183933045395,15
LOMO_Am,1,tan087,14,1,1,0.4629629629629629,0.6230313920406878,0.7483031704929418,-0.125271778452254,0.2836193414545644,0.5158526807608836,-0.23223333930631923,0.5313457096387868,0.5757531393062135,-0.04440742966742672,16
LOMO_Am,1,tan004,5,1,1,0.375,0.43021906704284146,0.5515586004718755,-0.12133953342903409,0.43021906704284146,0.5515586004718755,-0.12133953342903409,0.18605673112581744,0.12500928848007728,0.06104744264574016,17
LOMO_Am,1,tan007,6,1,1,0.25396825396825395,0.3298940206589058,0.4450044320662357,-0.11511041140732992,0.3298940206589058,0.16713599584729688,0.1627580248116089,0.19755438294213165,0.3892924334504701,-0.19173805050833845,18
LOMO_Am,1,tan016,244,2,2,0.39561570720548983,1.3688441747224553,1.4649200144573244,-0.0960758397348691,1.0496158270245965,1.031677483976292,0.01793834304830444,0.8473326065109809,0.8387055596926221,0.008627046818358797,19
LOMO_Am,1,tan084,140,1,1,0.5263157894736842,1.456246274824466,1.5452173661091206,-0.08897109128465464,0.8656772773712497,1.118792523847436,-0.25311524647618644,1.1370586255091049,1.0506086040903557,0.08645002141874913,20
LOMO_Am,1,tan074,78,1,1,0.6785714285714288,1.251290410516768,1.3341836788821644,-0.08289326836539646,0.4533837354656323,0.42238590114692387,0.03099783431870845,1.2843531609084455,1.360160887073365,-0.07580772616491949,21
LOMO_Am,1,tan042,23,2,2,0.39061869807211425,0.5142783174081204,0.5915886433821775,-0.07731032597405718,0.46572932899572117,0.5262075988193586,-0.060478269823637465,0.23348347218655427,0.23152159812588935,0.00196187406066492,22
LOMO_Am,1,tan085,3,1,1,0.4749999999999999,1.5287598564006348,1.5866869085457056,-0.05792705214507077,0.8617905389664265,0.9562456431253571,-0.09445510415893055,1.4227413484948819,1.4355398964715809,-0.012798547976698993,23
LOMO_Am,1,tan081,73,6,6,0.6036308496047887,0.5730113779231465,0.6297516927530288,-0.05674031482988229,0.5619863183387153,0.6274475078554567,-0.0654611895167414,0.2907892351937497,0.28660784620035956,0.004181388993390156,24
LOMO_Am,1,tan003,5,1,1,0.375,0.16473995746741682,0.20295149729873518,-0.038211539831318364,0.16078856703613037,0.19706096438536563,-0.036272397349235264,0.09933848953099388,0.10117171037033938,-0.0018332208393455063,25
LOMO_Am,1,tan078,82,6,6,0.614066773905819,0.9995291380718953,1.0370199866950947,-0.0374908486231994,0.8960163809996855,0.9567698243560865,-0.06075344335640098,0.4334291713451118,0.41364537434964155,0.019783796995470226,26
LOMO_Am,1,tan020,6,1,1,0.5789473684210527,2.306410487267137,2.341728710235571,-0.03531822296843412,2.306410487267137,2.341728710235571,-0.03531822296843412,0.3114645741422129,0.2761271518153506,0.03533742232686232,27
LOMO_Am,1,tan092,28,1,1,0.32075471698113195,1.4420849121505157,1.4752806917692725,-0.03319577961875675,1.4420849121505157,1.4752806917692725,-0.03319577961875675,0.3332117152093433,0.3805086638183261,-0.047296948608982814,28
LOMO_Am,1,tan002,5,1,1,0.6538461538461539,0.23389446753447443,0.263082387856222,-0.02918792032174758,0.208504047883756,0.2618534969097169,-0.053349449025960866,0.16996376785633224,0.16157473374132061,0.008389034115011629,29
LOMO_Am,1,tan064,6,1,1,0.6428571428571429,0.5585611043849944,0.5773236305560618,-0.01876252617106744,0.02034737740381502,0.28751838176099487,-0.26717100435717983,0.5585611043849944,0.5102247101286453,0.04833639425634906,30
LOMO_Am,1,tan019,30,2,1,0.638888888888889,0.5623031662750585,0.5765557636148212,-0.014252597339762696,0.4263668539864565,0.437617309112002,-0.011250455125545455,0.3190777899466743,0.3464912874903521,-0.02741349754367778,31
LOMO_Am,1,tan076,4,1,1,0.6470588235294118,0.2135181258842057,0.22373341493266596,-0.010215289048460252,0.17901686932244754,0.04534034969522671,0.13367651962722082,0.15098942255290992,0.22373341493266596,-0.07274399237975604,32
LOMO_Am,1,tan080,28,2,2,0.6590909090909092,0.1639107855180399,0.1652900204811708,-0.0013792349631309153,0.053415939040569266,0.06306043768717293,-0.00964449864660366,0.1700248823322494,0.17175346372262232,-0.0017285813903729075,33
LOMO_Am,1,tan071,103,1,1,0.5641025641025639,0.5195843177271902,0.5205419223634122,-0.0009576046362220758,0.1557273399485304,0.17360206486715274,-0.017874724918622326,0.48027470236966474,0.48005041122786657,0.0002242911417981719,34
LOMO_Am,1,tan060,6,1,1,0.6749999999999999,1.1181848234307916,1.1180659843649285,0.00011883906586307447,1.1181848234307916,1.1180659843649285,0.00011883906586307447,0.6310645357067991,0.6191946510743916,0.011869884632407457,35
LOMO_Am,1,tan082,14,1,1,0.6590909090909091,0.43107363379217334,0.4305136571934895,0.0005599765986838423,0.43107363379217334,0.4305136571934895,0.0005599765986838423,0.09740764322640673,0.10080540108641015,-0.003397757860003417,36
LOMO_Am,1,tan083,14,1,1,0.627906976744186,0.1516884822503779,0.13897929339740128,0.012709188852976616,0.02213905925314563,0.04749407138425502,-0.025355012131109394,0.16403268244978256,0.16244020520352964,0.0015924772462529158,37
LOMO_Am,1,tan022,11,1,1,0.611111111111111,0.3122258729061153,0.29864003001413814,0.013585842891977173,0.21999852308375106,0.14633262773643085,0.07366589534732021,0.2506018602154562,0.27440187673249866,-0.023800016517042444,38
LOMO_Am,1,tan066,12,1,1,0.6739130434782609,0.5505902832647418,0.5348027221742089,0.01578756109053292,0.46094897463626566,0.5348027221742089,-0.07385374753794322,0.3491726172902642,0.2968332360519884,0.052339381238275806,39
LOMO_Am,1,tan093,28,1,1,0.288135593220339,1.24270783146672,1.2257364724464792,0.016971359020240717,0.1909105867661626,0.041571589362340684,0.14933899740382192,1.1873156517409011,1.216602548884905,-0.0292868971440039,40
LOMO_Am,1,tan028,6,1,1,0.5909090909090909,0.4650489764814416,0.4451806481583677,0.01986832832307389,0.25321078487916293,0.25709959822162015,-0.00388881334245722,0.3806453815217206,0.3594807820844943,0.021164599437226317,41
LOMO_Am,1,tan049,42,5,4,0.655499592999593,0.8529690503961661,0.8322028727274755,0.0207661776686906,0.6729249552067361,0.6170047931764622,0.055920162030273945,0.4283318887394282,0.42463677680482326,0.003695111934604922,42
LOMO_Am,1,tan089,10,1,1,0.41025641025641024,0.7735434020536612,0.7521611330777456,0.021382268975915664,0.07567517575331706,0.29595818018571485,-0.2202830044323978,0.7468159146824388,0.7576352947415479,-0.010819380059109096,43
LOMO_Am,1,tan011,6,1,1,0.6551724137931033,0.0761595299217519,0.052890289959901304,0.023269239961850596,0.0761595299217519,0.007477369183122251,0.06868216073862965,0.05259994853473119,0.05538274635427539,-0.0027827978195442,44
LOMO_Am,1,tan068,12,1,1,0.6764705882352943,1.357721479399449,1.3318606107194768,0.02586086867997217,1.0160473144600595,1.098157553729962,-0.08211023926990246,1.019039041246096,0.9726842651911806,0.046354776054915336,45
LOMO_Am,1,tan053,27,3,2,0.6607142857142856,0.8017480929518152,0.7658175186843914,0.03593057426742374,0.798068280953517,0.7618157173507265,0.0362525636027905,0.17678168048916906,0.15480898388947983,0.02197269659968923,46
LOMO_Am,1,tan018,30,2,2,0.6159544159544161,0.4343463015360335,0.37786273186037456,0.05648356967565893,0.3757254440247486,0.32495852120519797,0.05076692281955064,0.26272351293205654,0.26007736831337025,0.002646144618686286,47
LOMO_Am,1,tan098,3,1,1,0.14035087719298245,1.0343454659219684,0.9758046366007518,0.058540829321216625,1.0343454659219684,0.9758046366007518,0.058540829321216625,0.16131014251726614,0.18723337270725984,-0.025923230189993707,48
LOMO_Am,1,tan095,7,1,1,0.28,1.1857833538221025,1.126557446859318,0.059225906962784514,1.0254570227519337,0.08812766310679297,0.9373293596451407,1.168169350757471,1.1391471130174313,0.029022237740039758,49
LOMO_Am,1,tan021,5,1,1,0.6111111111111112,0.45350911885324124,0.3546659292821196,0.09884318957112165,0.39102231309467306,0.21317885803298178,0.17784345506169127,0.27449741498540303,0.3120301576755232,-0.03753274269012019,50
LOMO_Am,1,tan059,6,1,1,0.6749999999999999,1.4652170213511413,1.3380015008531536,0.12721552049798768,1.2891113391994267,1.1936063292426569,0.0955050099567698,0.6058094618848568,0.5422639480247157,0.06354551386014118,51
LOMO_Am,1,tan057,14,1,1,0.6888888888888889,0.2990423204792703,0.16567158933079856,0.13337073114847176,0.26417703742103943,0.15320641288200715,0.11097062453903228,0.10085309118761686,0.054782134360694894,0.046070956826921965,52
LOMO_Am,1,tan046,67,3,3,0.46796554555721376,0.9594750858735269,0.8217597065448675,0.1377153793286594,0.6277001168797018,0.46416752048812854,0.1635325963915733,0.5210855428795824,0.5009907012115039,0.02009484166807851,53
LOMO_Am,1,tan065,12,1,1,0.6739130434782609,1.144665823152751,0.993748494546611,0.15091732860613993,1.1440915237882454,0.9108791189449464,0.23321240484329897,0.6213324297905594,0.6769278932490073,-0.0555954634584479,54
LOMO_Am,1,tan050,26,1,1,0.6923076923076923,1.1223034165755528,0.9458623606080709,0.17644105596748183,0.4236470610846042,0.1351886824522891,0.2884583786323151,0.963416168743,0.9770597488662915,-0.013643580123291588,55
LOMO_Am,1,tan012,6,1,1,0.6551724137931033,0.3099584831246405,0.1318772363571433,0.17808124676749723,0.3099584831246405,0.02675464371495225,0.2832038394096883,0.14737075599575541,0.1325923360436182,0.014778419952137217,56
LOMO_Am,1,tan009,7,1,1,0.46875,0.22059441474730482,0.037025998911813386,0.18356841583549144,0.22059441474730482,0.005798413765916991,0.21479600098138782,0.049061376822946264,0.034746657142913785,0.014314719680032478,57
LOMO_Am,1,tan034,3,1,1,0.38000000000000006,0.6220111905277292,0.4297748824699132,0.19223630805781605,0.6220111905277292,0.33196166042126696,0.2900495301064623,0.3448165353080787,0.3191209956628242,0.025695539645254506,58
LOMO_Am,1,tan070,14,1,1,0.6153846153846152,1.487649286187034,1.2916878292236351,0.19596145696339895,1.487649286187034,1.2916878292236351,0.19596145696339895,0.3978196539473897,0.42208349003395174,-0.02426383608656202,59
LOMO_Am,1,tan096,6,1,1,0.2758620689655173,0.836242121504168,0.6338500928273589,0.20239202867680905,0.836242121504168,0.6338500928273589,0.20239202867680905,0.2544667874139354,0.23350542571073443,0.02096136170320098,60
LOMO_Am,1,tan086,4,1,1,0.475,2.301126469334138,2.070444593791903,0.23068187554223485,2.301126469334138,2.070444593791903,0.23068187554223485,0.04660967309729769,0.03520336904499555,0.01140630405230214,61
LOMO_Am,1,tan062,14,1,1,0.6500000000000001,0.6038166590779144,0.36846692602927206,0.23534973304864232,0.6038166590779144,0.36846692602927206,0.23534973304864232,0.0717300851570556,0.06885604702880484,0.0028740381282507665,62
LOMO_Am,1,tan054,70,6,3,0.5190314220926466,1.4946662805863244,1.2577929129838918,0.2368733676024326,1.3999943372682893,0.9846562043405996,0.4153381329276896,0.9330064959610519,0.9230799877931565,0.00992650816789542,63
LOMO_Am,1,tan015,3,1,1,0.4705882352941176,0.392806817935583,0.13493716904688288,0.2578696488887001,0.392806817935583,0.13493716904688288,0.2578696488887001,0.08956483053862485,0.043507410920345296,0.046057419618279555,64
LOMO_Am,1,tan088,6,1,1,0.3,0.6712988335267321,0.41320930307059744,0.2580895304561347,0.6712988335267321,0.41320930307059744,0.2580895304561347,0.2562381565343324,0.2284244990064738,0.02781365752785861,65
LOMO_Am,1,tan037,3,1,1,0.4000000000000001,0.47402230734877787,0.2127629457166682,0.26125936163210967,0.47402230734877787,0.12887499343701828,0.34514731391175957,0.1538710616498738,0.16980461457099547,-0.01593355292112167,66
LOMO_Am,1,tan063,8,1,1,0.56,1.3618860524369547,1.0809438030741536,0.2809422493628011,1.3618860524369547,1.0809438030741536,0.2809422493628011,0.1506694352875414,0.1255088094297556,0.025160625857785807,67
LOMO_Am,1,tan014,3,1,1,0.4705882352941176,2.2721261551340994,1.9427550357485828,0.32937111938551666,2.2721261551340994,1.9427550357485828,0.32937111938551666,0.33525282537433965,0.32119349143978293,0.014059333934556717,68
LOMO_Am,1,tan027,6,1,1,0.5909090909090909,1.7452264814096097,1.379981081822039,0.36524539958757063,1.7452264814096097,1.1161824650055776,0.6290440164040321,1.0060704159137417,1.007920260153513,-0.0018498442397714143,69
LOMO_Am,1,tan055,3340,38,28,0.6470801072878558,1.4814220549440245,1.095973147953543,0.3854489069904814,1.3151971674157337,0.8787068211635336,0.43649034625220007,0.6224255692048072,0.6296678445098579,-0.007242275305050727,70
LOMO_Am,1,tan072,14,1,1,0.5555555555555555,1.0299596326793456,0.6348685393435655,0.3950910933357802,1.0299596326793456,0.571294045089631,0.45866558758971465,0.3940937697855644,0.39337289287020766,0.0007208769153567163,71
LOMO_Am,1,tan069,27,2,1,0.65625,2.8380870671569065,2.4418954009400062,0.3961916662169003,2.8380870671569074,2.441895400940006,0.3961916662169016,0.4487536737540733,0.41770002338556966,0.03105365036850366,72
