arm,n_rows,n_extractants,equal_extractant_macro_mae,pooled_micro_mae,median_extractant_mae,worst_quartile_extractant_mae,fraction_extractants_improved_vs_A2,extractants_improved_vs_A2,pooled_r2,equal_extractant_macro_r2,median_extractant_r2,extractants_in_r2_metrics,pearson_squared_scale_free,prediction_dispersion_ratio,adjacent_ln_mae,nonadjacent_ln_mae,sign_accuracy,pooled_statistics_are_row_weighted,split_seed,model_seed
H1_CATBOOST_GROUP_EQUAL_HUBER,6699,34,0.3549639003199416,0.4161085330186352,0.3353812742248206,0.5887238752273569,0.4117647058823529,14,0.3548955994853683,-0.7357135531372117,0.2995362768870808,31,0.401306423206944,0.68074053192052,0.1269453985735752,0.471748502462407,0.8295267950440364,True,262147,42
H2_E3_RAW_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.3041396512036911,0.5657448404678761,0.5,17,0.352133025229939,-0.8964839294934195,0.4143505631845094,31,0.3984667212601049,0.710823042802596,0.1232692635209395,0.472919317246626,0.8346021794297657,True,262147,42
H2_E3_RAW_SHUFFLED,6699,34,0.3373533833145071,0.4160360374493259,0.3075257587124618,0.5657414911850539,0.4705882352941176,16,0.3535419331470577,-0.8641826907876992,0.4046969873170957,31,0.4002584672019837,0.7083691070796062,0.123403797999278,0.4723435224698852,0.8346021794297657,True,262147,42
H2_E3_COMPACT_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.3041396512036911,0.5657448404678761,0.5,17,0.352133025229939,-0.8964839294934195,0.4143505631845094,31,0.3984667212601049,0.710823042802596,0.1232692635209395,0.472919317246626,0.8346021794297657,True,262147,42
H2_E3_COMPACT_SHUFFLED,6699,34,0.3373533833145071,0.4160360374493259,0.3075257587124618,0.5657414911850539,0.4705882352941176,16,0.3535419331470577,-0.8641826907876992,0.4046969873170957,31,0.4002584672019837,0.7083691070796062,0.123403797999278,0.4723435224698852,0.8346021794297657,True,262147,42
H2_E3_STABLE_REAL,6699,34,0.3369336015690306,0.4164972082635737,0.3041396512036911,0.5657448404678761,0.5,17,0.352133025229939,-0.8964839294934195,0.4143505631845094,31,0.3984667212601049,0.710823042802596,0.1232692635209395,0.472919317246626,0.8346021794297657,True,262147,42
H2_E3_STABLE_SHUFFLED,6699,34,0.3369571012734255,0.4159682456994109,0.3070471658032865,0.5653903061598425,0.4705882352941176,16,0.3536503264224896,-0.8713399205187954,0.4052080726733158,31,0.4001028699201132,0.7094423144410655,0.1233471419961753,0.4722735880104109,0.8344529034184207,True,262147,42
H3_A2,6699,34,0.4214938567158941,0.4802590875531513,0.3252638565003535,0.759375976320607,0.2647058823529412,9,0.1050845391195265,-1.8211320354106115,0.1101118574664882,31,0.2407363287085616,0.8217232129072831,0.1295067514001852,0.5477498806078606,0.799820868786386,True,262147,42
H3_A2_ELEC,6699,34,0.4272514734733865,0.4779792556598543,0.3703256890745218,0.7752130579613341,0.3529411764705882,12,0.1386661607483869,-1.7627880983026365,0.1316548788582235,31,0.2637264970898993,0.8217397978614934,0.1354977962848585,0.5438785895125368,0.7802657113001941,True,262147,42
H3_A2_LABEL_SHUFFLED,6699,34,0.4417633700231496,0.3908148007464822,0.3786017892446055,0.7415053679316461,0.3235294117647059,11,0.4464253452458065,-1.9330110019830613,0.26835984381856,31,0.4465340169954244,0.6774094137489547,0.124882304195899,0.4419847951877746,0.8525153007911629,True,262147,42
H3_A2_ELEC_LABEL_SHUFFLED,6699,34,0.4318347009014961,0.3838723765583175,0.3696504871715527,0.7273809330004406,0.3529411764705882,12,0.4723196440488266,-1.7652863677119714,0.3153854551580923,31,0.4728065642834045,0.6692927838634681,0.1256024510108984,0.4335679603099657,0.8528138528138528,True,262147,42
