arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B3i,confirmation,,,874,1.42671,3.12282,1.76715,0.417226,0.364989,1.86727,0.720824,3.98352,0.940503,6.29603,exploratory: publication group (the as-run pre-seal V1 reading),pub_5a68dc5665
B3i,confirmation,,,48,1.09623,1.79647,1.34032,0.594499,0.5,1.89551,0.833333,4.02615,1,6.20695,exploratory: publication group (the as-run pre-seal V1 reading),pub_63013e43b6
B3i,confirmation,,,75,1.33836,2.69398,1.64133,-0.930535,0.426667,2.09086,0.746667,4.27155,1,6.29674,exploratory: publication group (the as-run pre-seal V1 reading),pub_691fc07992
B3i,confirmation,,,164,1.9918,4.60307,2.14548,1.9918,0.103659,1.91435,0.52439,3.9712,0.920732,6.23823,exploratory: publication group (the as-run pre-seal V1 reading),pub_6a0ef8528c
B3i,confirmation,,,36,1.20036,2.89755,1.70222,0.322725,0.5,1.91857,0.888889,3.96033,0.916667,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_86cd2c5ec0
B3i,confirmation,,,110,0.65245,0.699672,0.836464,0.0757136,0.772727,1.9286,0.963636,4.05382,1,6.18599,exploratory: publication group (the as-run pre-seal V1 reading),pub_9a95bb9836
B3i,confirmation,,,51,1.48315,3.50408,1.87192,-1.48315,0.313725,1.89636,0.705882,4.05078,0.921569,6.28234,exploratory: publication group (the as-run pre-seal V1 reading),pub_a49146c8fd
B3i,confirmation,,,140,0.860416,1.52093,1.23326,-0.386232,0.685714,2.00816,0.878571,4.04578,0.95,6.21095,exploratory: publication group (the as-run pre-seal V1 reading),pub_a671b3a07d
B3i,confirmation,,,36,1.01553,1.96111,1.4004,0.11614,0.583333,1.9375,0.833333,3.97615,0.972222,6.08538,exploratory: publication group (the as-run pre-seal V1 reading),pub_aed382b25f
B3i,confirmation,,,93,0.771662,1.37697,1.17344,0.186118,0.677419,2.00149,0.913978,4.08757,0.956989,6.398,exploratory: publication group (the as-run pre-seal V1 reading),pub_b048b54fa9
B3i,confirmation,,,53,0.829791,1.29651,1.13864,-0.467772,0.584906,1.96055,0.924528,3.98045,0.962264,6.32116,exploratory: publication group (the as-run pre-seal V1 reading),pub_b62729e38f
B3i,confirmation,,,136,1.26843,2.5273,1.58975,0.628189,0.433824,1.86735,0.764706,4.05617,0.970588,6.45848,exploratory: publication group (the as-run pre-seal V1 reading),pub_b9dfc468cd
B3i,confirmation,,,134,0.907101,1.22733,1.10785,-0.71478,0.567164,1.9699,0.977612,4.23058,1,6.50256,exploratory: publication group (the as-run pre-seal V1 reading),pub_bdb1564c49
B3i,confirmation,,,48,0.576497,0.723956,0.850856,0.0426389,0.791667,1.9058,0.979167,4.1071,1,6.40443,exploratory: publication group (the as-run pre-seal V1 reading),pub_bef16e560c
B3i,confirmation,,,216,1.43962,2.57586,1.60495,-1.39567,0.25463,1.89663,0.712963,3.99746,1,6.18599,exploratory: publication group (the as-run pre-seal V1 reading),pub_c8195b4ca7
B3i,confirmation,,,28,1.23692,1.66442,1.29012,1.23692,0.285714,1.9356,0.928571,4.03842,1,6.45698,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca616a18dd
B3i,confirmation,,,303,0.926593,1.52426,1.23461,0.413605,0.643564,1.94249,0.90099,4.19923,0.976898,6.50843,exploratory: publication group (the as-run pre-seal V1 reading),pub_ca7dd9b99d
B3i,confirmation,,,135,0.873225,1.15316,1.07385,-0.341478,0.592593,2.00738,0.97037,4.09635,1,6.42449,exploratory: publication group (the as-run pre-seal V1 reading),pub_cd72e4a7bb
B3i,confirmation,,,37,0.808616,1.28631,1.13415,-0.380887,0.621622,1.96353,0.891892,4.06986,0.972973,6.31786,exploratory: publication group (the as-run pre-seal V1 reading),pub_d59c40b453
B3i,confirmation,,,42,1.0854,1.42444,1.1935,-0.470965,0.404762,1.99755,0.97619,4.10667,1,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_dfa96a5118
B3i,confirmation,,,89,0.89847,1.45929,1.20801,-0.418054,0.58427,2.04992,0.932584,4.23058,0.988764,6.47913,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4bbba9576
B3i,confirmation,,,10,1.38303,2.44509,1.56368,0.891669,0.2,1.99888,0.8,4.20002,1,6.36878,exploratory: publication group (the as-run pre-seal V1 reading),pub_e4dd361427
B3i,confirmation,,,56,0.926699,1.01706,1.00849,-0.926699,0.607143,1.98128,1,3.97838,1,6.23895,exploratory: publication group (the as-run pre-seal V1 reading),pub_e9799b75f3
B3l,selection,,REMAINDER,232,1.32051,2.92697,1.71084,-0.753568,0.469828,1.9502,0.793103,4.42676,0.969828,7.44576,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0884e38fbe,155,1.08541,1.58348,1.25836,-0.3672,0.36129,1.88683,0.922581,4.19897,0.993548,6.8028,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0a8da089ad,132,0.954336,1.4347,1.19779,0.270494,0.606061,1.91812,0.916667,4.32584,1,7.11048,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0af6736cb1,258,0.923197,1.59385,1.26248,0.085022,0.631783,1.99662,0.891473,4.50497,0.996124,7.44295,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0d412f4721,20,1.33072,2.82884,1.68192,-1.17019,0.5,2.0175,0.75,4.29226,0.9,6.87191,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_0ddbd861aa,91,0.429012,0.389728,0.624282,0.337319,0.824176,2.00769,1,4.24488,1,6.79148,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_19783c039b,204,1.22313,2.30677,1.51881,-0.698385,0.460784,1.97213,0.803922,4.09151,0.980392,6.92111,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_1bd76c48d9,54,1.02659,1.54784,1.24412,-0.658161,0.462963,1.96693,0.981481,4.15025,1,6.9897,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_22a136e9b9,24,1.63458,5.67078,2.38134,0.967468,0.541667,2.00462,0.75,4.34804,0.833333,7.11519,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2319535dff,141,2.39102,6.45593,2.54085,-2.35364,0.106383,1.9668,0.198582,4.26067,0.978723,7.06238,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2c76a46f18,71,0.726053,1.49497,1.22269,0.21551,0.732394,1.90469,0.859155,4.24988,0.985915,6.8028,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_2e9f2dbea9,76,0.420319,0.606041,0.778486,0.143724,0.921053,1.90632,0.947368,4.26154,0.986842,6.8028,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_37086f6378,532,1.2661,2.65764,1.63023,0.620885,0.473684,1.93301,0.821429,4.37015,0.971805,7.11696,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_3f3b6220e0,56,0.170889,0.0503636,0.224418,0.0391633,1,2.05433,1,4.45149,1,7.08418,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_44555064e1,55,0.606414,0.615004,0.784222,0.0547683,0.818182,2.00257,1,4.28189,1,6.76589,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_45b8fb22e7,152,0.513882,0.574436,0.757916,0.187704,0.809211,1.97557,0.973684,4.31278,1,6.87211,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_4a1871d85d,114,0.546561,0.569631,0.754739,0.229689,0.877193,1.92922,0.947368,4.19015,1,6.75377,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_4cba27f5f3,206,0.728407,1.47153,1.21307,0.424429,0.776699,2.06727,0.864078,4.34073,0.970874,6.8028,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_5472c4b438,192,1.69869,4.4765,2.11577,-1.523,0.364583,1.91949,0.677083,4.31692,0.869792,6.92784,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_6b0ea2ccc9,87,1.57905,4.00121,2.0003,-0.0993568,0.390805,1.96038,0.689655,4.04351,0.885057,6.64917,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_74428aeab2,26,2.05695,4.56282,2.13607,0.318211,0.0384615,1.90217,0.423077,4.20002,1,6.93706,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8415538291,120,1.30531,2.4809,1.57509,0.0686521,0.425,1.80114,0.75,3.97283,0.975,6.85302,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8a081dc888,47,0.944456,1.47785,1.21567,0.86761,0.617021,2.02284,0.93617,4.37015,1,7.11311,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_8dafaf94bc,63,0.394896,0.197408,0.444306,-0.332881,1,1.93525,1,4.20281,1,6.93099,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_917a4583d4,27,0.515893,0.44408,0.666393,0.381667,0.814815,1.92415,1,4.19532,1,6.91212,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_92fd5bea1e,108,0.87835,1.31673,1.14749,0.302674,0.638889,1.93318,0.898148,4.16125,0.990741,6.78697,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_97510df3a0,21,0.813804,1.01431,1.00713,0.679148,0.666667,2,1,4.29226,1,6.7,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_a470dfb784,40,0.529734,0.783466,0.885136,-0.208736,0.85,2,0.925,4.43332,1,7.21694,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_a9266a9412,50,1.13572,2.15955,1.46954,0.327468,0.52,1.98475,0.9,4.33641,0.96,6.94482,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_ad5a7268e5,133,1.43518,3.47565,1.86431,-0.145866,0.473684,1.90684,0.744361,4.19987,0.909774,7.14959,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b0b3296ec5,228,2.11546,5.68318,2.38394,2.07108,0.179825,1.90684,0.495614,4.21723,0.894737,6.9442,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b155314682,35,1.10471,2.42333,1.5567,1.02884,0.542857,1.89518,0.685714,4.28247,0.971429,7.09073,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b4273fb42a,16,0.931179,2.97486,1.72478,0.739701,0.75,2.10756,0.75,4.44998,0.875,7.1664,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_b92b9c1ebe,208,1.10721,1.83215,1.35357,-0.0624112,0.442308,1.93378,0.879808,4.29215,0.995192,7.02881,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_c929bc0daa,31,0.313356,0.171301,0.413885,-0.0796684,0.967742,1.94394,1,4.45685,1,7.13509,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_cdc2243314,94,0.433973,0.797099,0.892804,0.176793,0.840426,1.93513,0.93617,4.26067,0.989362,6.95387,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_d3c970567f,15,0.816334,1.30992,1.14452,-0.0843299,0.666667,1.94174,0.866667,4.31692,1,7.05389,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_e287124c22,1096,1.88306,5.64745,2.37644,-0.0252229,0.351277,1.98797,0.600365,4.19205,0.833029,6.7388,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,pub_f5d1922154,36,1.27255,3.60883,1.89969,-0.786686,0.611111,2.03579,0.777778,4.46663,0.861111,7.1664,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3l,selection,,,12,2.2441,7.20132,2.68353,-2.04535,0.25,1.9502,0.583333,4.42676,0.75,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B3l,selection,,,155,1.08541,1.58348,1.25836,-0.3672,0.36129,1.88683,0.922581,4.19897,0.993548,6.8028,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B3l,selection,,,132,0.954336,1.4347,1.19779,0.270494,0.606061,1.91812,0.916667,4.32584,1,7.11048,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B3l,selection,,,258,0.923197,1.59385,1.26248,0.085022,0.631783,1.99662,0.891473,4.50497,0.996124,7.44295,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B3l,selection,,,20,1.33072,2.82884,1.68192,-1.17019,0.5,2.0175,0.75,4.29226,0.9,6.87191,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B3l,selection,,,91,0.429012,0.389728,0.624282,0.337319,0.824176,2.00769,1,4.24488,1,6.79148,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B3l,selection,,,3,1.96834,4.34905,2.08544,1.96834,0,1.9502,0.666667,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B3l,selection,,,7,1.65695,3.62086,1.90286,1.61183,0.285714,1.9502,0.571429,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B3l,selection,,,4,3.44834,11.9115,3.45131,-3.44834,0,1.9502,0,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B3l,selection,,,16,1.24668,2.83604,1.68405,-0.645768,0.6875,1.9502,0.75,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B3l,selection,,,14,2.00667,4.89692,2.2129,-2.00667,0.214286,1.9502,0.5,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B3l,selection,,,204,1.22313,2.30677,1.51881,-0.698385,0.460784,1.97213,0.803922,4.09151,0.980392,6.92111,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B3l,selection,,,54,1.02659,1.54784,1.24412,-0.658161,0.462963,1.96693,0.981481,4.15025,1,6.9897,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B3l,selection,,,24,1.63458,5.67078,2.38134,0.967468,0.541667,2.00462,0.75,4.34804,0.833333,7.11519,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B3l,selection,,,141,2.39102,6.45593,2.54085,-2.35364,0.106383,1.9668,0.198582,4.26067,0.978723,7.06238,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B3l,selection,,,71,0.726053,1.49497,1.22269,0.21551,0.732394,1.90469,0.859155,4.24988,0.985915,6.8028,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B3l,selection,,,76,0.420319,0.606041,0.778486,0.143724,0.921053,1.90632,0.947368,4.26154,0.986842,6.8028,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B3l,selection,,,3,3.20069,10.3854,3.22263,-3.20069,0,1.9502,0,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B3l,selection,,,532,1.2661,2.65764,1.63023,0.620885,0.473684,1.93301,0.821429,4.37015,0.971805,7.11696,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B3l,selection,,,13,0.988776,1.25408,1.11986,0.8174,0.461538,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B3l,selection,,,56,0.170889,0.0503636,0.224418,0.0391633,1,2.05433,1,4.45149,1,7.08418,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B3l,selection,,,14,0.778625,0.831548,0.911893,-0.442749,0.785714,1.9502,1,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B3l,selection,,,55,0.606414,0.615004,0.784222,0.0547683,0.818182,2.00257,1,4.28189,1,6.76589,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B3l,selection,,,152,0.513882,0.574436,0.757916,0.187704,0.809211,1.97557,0.973684,4.31278,1,6.87211,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B3l,selection,,,114,0.546561,0.569631,0.754739,0.229689,0.877193,1.92922,0.947368,4.19015,1,6.75377,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B3l,selection,,,206,0.728407,1.47153,1.21307,0.424429,0.776699,2.06727,0.864078,4.34073,0.970874,6.8028,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B3l,selection,,,13,0.916913,1.40856,1.18683,-0.0151671,0.615385,1.9502,0.923077,4.42676,1,7.44576,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B3l,selection,,,192,1.69869,4.4765,2.11577,-1.523,0.364583,1.91949,0.677083,4.31692,0.869792,6.92784,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
