arm,half,seed,v1_outer_fold_unit,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading,unit
B3i,selection,,pub_b4273fb42a,16,0.492099,0.883359,0.939872,0.30062,0.875,2.02027,0.875,4.11598,1,6.27133,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_b92b9c1ebe,208,0.99164,1.40386,1.18485,0.9406,0.596154,1.99395,0.9375,4.13691,0.990385,6.32422,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_c929bc0daa,31,0.313356,0.171301,0.413885,-0.0796684,0.967742,1.91451,1,4.03715,1,6.14229,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_cdc2243314,94,0.390105,0.737212,0.858611,0.105951,0.893617,2.00257,0.93617,4.03463,0.968085,6.20372,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_d3c970567f,15,0.816334,1.30992,1.14452,-0.0843299,0.666667,1.99537,0.866667,4.20373,1,6.53819,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_e287124c22,1096,1.68766,4.48644,2.11812,-0.150557,0.395985,1.88945,0.585766,3.87697,0.812044,6.02977,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,pub_f5d1922154,36,1.27255,3.60883,1.89969,-0.786686,0.611111,1.99347,0.777778,4.13417,0.861111,6.30344,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,selection,,,12,1.85362,4.82746,2.19715,-1.72444,0.333333,1.94307,0.5,4.02007,0.833333,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_07cea54708
B3i,selection,,,155,0.842404,0.961869,0.980749,-0.126102,0.703226,1.95346,0.967742,4.10576,0.993548,6.10086,exploratory: publication group (the as-run pre-seal V1 reading),pub_0884e38fbe
B3i,selection,,,132,0.763859,0.810072,0.90004,0.00483964,0.659091,1.91812,1,4.17416,1,6.42936,exploratory: publication group (the as-run pre-seal V1 reading),pub_0a8da089ad
B3i,selection,,,258,0.906881,1.27619,1.12969,-0.3719,0.596899,1.95947,0.953488,4.09548,0.996124,6.29962,exploratory: publication group (the as-run pre-seal V1 reading),pub_0af6736cb1
B3i,selection,,,20,1.34195,2.90096,1.70322,-1.18142,0.5,1.97877,0.75,4.12451,0.9,6.26088,exploratory: publication group (the as-run pre-seal V1 reading),pub_0d412f4721
B3i,selection,,,91,0.45228,0.40816,0.638874,0.309189,0.824176,2.02742,1,4.18308,1,6.35066,exploratory: publication group (the as-run pre-seal V1 reading),pub_0ddbd861aa
B3i,selection,,,3,0.455097,0.22101,0.470117,0.0579019,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_0e366d9257
B3i,selection,,,7,0.952606,1.79754,1.34073,-0.880166,0.571429,1.94307,0.857143,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_0f30549d71
B3i,selection,,,4,3.44834,11.9115,3.45131,-3.44834,0,1.94307,0,4.02007,0,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_13adc25944
B3i,selection,,,16,1.24668,2.83604,1.68405,-0.645768,0.6875,1.94307,0.75,4.02007,0.875,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_1739bfaf95
B3i,selection,,,14,2.21361,5.36716,2.31671,-0.9279,0.0714286,1.94307,0.357143,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_1845fd6492
B3i,selection,,,204,1.22313,2.30677,1.51881,-0.698385,0.460784,1.95706,0.803922,3.96069,0.960784,6.21863,exploratory: publication group (the as-run pre-seal V1 reading),pub_19783c039b
B3i,selection,,,54,0.67166,0.521109,0.721879,-0.645824,0.907407,1.97269,1,4.05229,1,6.41304,exploratory: publication group (the as-run pre-seal V1 reading),pub_1bd76c48d9
B3i,selection,,,24,1.23921,2.30228,1.51733,0.438115,0.458333,1.96963,0.916667,4.1048,0.958333,6.4936,exploratory: publication group (the as-run pre-seal V1 reading),pub_22a136e9b9
B3i,selection,,,141,2.39102,6.45593,2.54085,-2.35364,0.106383,1.91027,0.198582,4.06681,0.964539,6.4514,exploratory: publication group (the as-run pre-seal V1 reading),pub_2319535dff
B3i,selection,,,71,0.856552,2.19098,1.48019,0.405925,0.732394,1.88562,0.802817,4.01684,0.929577,6.24657,exploratory: publication group (the as-run pre-seal V1 reading),pub_2c76a46f18
B3i,selection,,,76,0.421347,0.608311,0.779943,0.144752,0.921053,1.91283,0.947368,4.01881,0.986842,6.2553,exploratory: publication group (the as-run pre-seal V1 reading),pub_2e9f2dbea9
B3i,selection,,,3,1.23692,1.67094,1.29265,-1.23692,0.333333,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_30a5286662
B3i,selection,,,532,1.27242,2.70399,1.64438,0.711533,0.479323,1.93455,0.81015,4.13726,0.954887,6.40824,exploratory: publication group (the as-run pre-seal V1 reading),pub_37086f6378
B3i,selection,,,13,0.611103,0.457046,0.676052,-0.247933,0.923077,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_392f966ef2
B3i,selection,,,56,0.839858,0.790718,0.889223,-0.839858,0.75,2.09429,1,4.23124,1,6.36793,exploratory: publication group (the as-run pre-seal V1 reading),pub_3f3b6220e0
B3i,selection,,,14,1.0637,2.36289,1.53717,0.766427,0.642857,1.94307,0.714286,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_401a06b4b7
B3i,selection,,,55,0.788725,0.903195,0.950366,-0.287469,0.727273,2.07795,0.981818,4.12003,1,6.23267,exploratory: publication group (the as-run pre-seal V1 reading),pub_44555064e1
B3i,selection,,,152,0.674757,0.926071,0.962326,0.352152,0.776316,2.09095,0.960526,4.20228,0.993421,6.29256,exploratory: publication group (the as-run pre-seal V1 reading),pub_45b8fb22e7
B3i,selection,,,114,0.546561,0.569631,0.754739,0.229689,0.912281,2.01149,0.947368,4.05065,1,6.13608,exploratory: publication group (the as-run pre-seal V1 reading),pub_4a1871d85d
B3i,selection,,,206,0.538044,0.646977,0.804349,0.234067,0.76699,2.08986,0.961165,4.19239,1,6.30005,exploratory: publication group (the as-run pre-seal V1 reading),pub_4cba27f5f3
B3i,selection,,,13,0.321061,0.123232,0.351044,-0.316749,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_4fb6e0c041
B3i,selection,,,192,1.65874,3.41035,1.84671,-1.3,0.234375,1.91798,0.552083,3.97934,1,6.1473,exploratory: publication group (the as-run pre-seal V1 reading),pub_5472c4b438
B3i,selection,,,3,1.43539,3.12566,1.76795,-0.636061,0.333333,1.94307,0.666667,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_57ce0f7961
B3i,selection,,,11,0.68808,0.687146,0.828943,-0.62774,0.727273,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_5df1eef2f5
B3i,selection,,,16,0.238087,0.0882515,0.297072,-0.125916,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_650a2d0d03
B3i,selection,,,1,2.97458,8.8481,2.97458,2.97458,0,1.94307,0,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_65c4c3411e
B3i,selection,,,87,1.58396,4.00578,2.00145,-0.121259,0.390805,1.92194,0.689655,4.05754,0.873563,6.21489,exploratory: publication group (the as-run pre-seal V1 reading),pub_6b0ea2ccc9
B3i,selection,,,2,1.09162,1.25998,1.12249,1.09162,0.5,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_6f71d61137
B3i,selection,,,11,2.26787,5.37514,2.31843,-2.26787,0,1.94307,0.181818,4.02007,0.909091,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_723ceb6c2c
B3i,selection,,,26,1.93905,3.94835,1.98705,0.200307,0.0384615,1.94596,0.423077,4.07775,1,6.38327,exploratory: publication group (the as-run pre-seal V1 reading),pub_74428aeab2
B3i,selection,,,1,2.009,4.03609,2.009,2.009,0,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_792969545c
B3i,selection,,,16,0.994726,1.16677,1.08017,-0.994726,0.5625,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_84113c17ad
B3i,selection,,,120,1.41667,2.46585,1.5703,-0.344431,0.2,1.91721,0.816667,3.9754,0.991667,6.33237,exploratory: publication group (the as-run pre-seal V1 reading),pub_8415538291
B3i,selection,,,3,0.464947,0.259761,0.509668,-0.464947,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_886ede1e0e
B3i,selection,,,47,1.1023,1.64186,1.28135,0.182537,0.553191,2.05936,0.914894,4.1525,0.978723,6.23269,exploratory: publication group (the as-run pre-seal V1 reading),pub_8a081dc888
B3i,selection,,,63,0.693725,0.56459,0.751392,-0.194733,0.920635,1.96734,1,4.10405,1,6.38861,exploratory: publication group (the as-run pre-seal V1 reading),pub_8dafaf94bc
B3i,selection,,,27,0.515893,0.44408,0.666393,0.381667,0.851852,1.97185,1,4.09635,1,6.38327,exploratory: publication group (the as-run pre-seal V1 reading),pub_917a4583d4
B3i,selection,,,108,1.02698,1.57359,1.25443,-0.147992,0.537037,1.97023,0.907407,4.08383,0.981481,6.32154,exploratory: publication group (the as-run pre-seal V1 reading),pub_92fd5bea1e
B3i,selection,,,12,0.254,0.0782428,0.279719,0.0503488,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_9428119866
B3i,selection,,,21,0.813804,1.01431,1.00713,0.679148,0.714286,2.07155,1,4.15109,1,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_97510df3a0
B3i,selection,,,40,0.529734,0.783466,0.885136,-0.208736,0.85,1.94441,0.9,3.99332,1,6.16674,exploratory: publication group (the as-run pre-seal V1 reading),pub_a470dfb784
B3i,selection,,,50,1.13572,2.15955,1.46954,0.327468,0.52,1.96206,0.82,4.05754,0.96,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_a9266a9412
B3i,selection,,,133,1.43518,3.47565,1.86431,-0.145866,0.481203,1.97653,0.699248,4.01171,0.87218,6.16809,exploratory: publication group (the as-run pre-seal V1 reading),pub_ad5a7268e5
B3i,selection,,,14,1.65053,3.24213,1.80059,-1.05433,0.214286,1.94307,0.571429,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_af7a1cd919
B3i,selection,,,228,2.11546,5.68318,2.38394,2.07108,0.188596,1.98343,0.47807,4.01139,0.754386,6.10407,exploratory: publication group (the as-run pre-seal V1 reading),pub_b0b3296ec5
B3i,selection,,,35,1.16564,2.54367,1.59489,1.13169,0.514286,1.89942,0.685714,4.01139,0.971429,6.26329,exploratory: publication group (the as-run pre-seal V1 reading),pub_b155314682
B3i,selection,,,16,0.492099,0.883359,0.939872,0.30062,0.875,2.02027,0.875,4.11598,1,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_b4273fb42a
B3i,selection,,,14,0.602811,0.456822,0.675886,0.602811,0.857143,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_b8175dc3a1
B3i,selection,,,208,0.99164,1.40386,1.18485,0.9406,0.596154,1.99395,0.9375,4.13691,0.990385,6.32422,exploratory: publication group (the as-run pre-seal V1 reading),pub_b92b9c1ebe
B3i,selection,,,14,0.275621,0.163241,0.404031,0.0340051,0.928571,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_c07b8473b8
B3i,selection,,,4,1.93809,3.75737,1.93839,-1.93809,0,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_c649e663f3
B3i,selection,,,31,0.313356,0.171301,0.413885,-0.0796684,0.967742,1.91451,1,4.03715,1,6.14229,exploratory: publication group (the as-run pre-seal V1 reading),pub_c929bc0daa
B3i,selection,,,94,0.390105,0.737212,0.858611,0.105951,0.893617,2.00257,0.93617,4.03463,0.968085,6.20372,exploratory: publication group (the as-run pre-seal V1 reading),pub_cdc2243314
B3i,selection,,,15,0.816334,1.30992,1.14452,-0.0843299,0.666667,1.99537,0.866667,4.20373,1,6.53819,exploratory: publication group (the as-run pre-seal V1 reading),pub_d3c970567f
B3i,selection,,,3,0.424644,0.216593,0.465396,-0.424644,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_dc1c90a4de
B3i,selection,,,1096,1.68766,4.48644,2.11812,-0.150557,0.395985,1.88945,0.585766,3.87697,0.812044,6.02977,exploratory: publication group (the as-run pre-seal V1 reading),pub_e287124c22
B3i,selection,,,36,1.27255,3.60883,1.89969,-0.786686,0.611111,1.99347,0.777778,4.13417,0.861111,6.30344,exploratory: publication group (the as-run pre-seal V1 reading),pub_f5d1922154
B3i,selection,,,5,1.62103,2.63087,1.622,-1.62103,0,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_f6d85bdb79
B3i,selection,,,3,0.168348,0.0353811,0.188099,-0.168348,1,1.94307,1,4.02007,1,6.40044,exploratory: publication group (the as-run pre-seal V1 reading),pub_f926473989
B3i,confirmation,,pub_007f4c9de0,35,0.402593,0.265408,0.515178,-0.251004,0.942857,2.04472,1,4.06681,1,6.27133,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_04794d6d09,642,0.97838,1.61025,1.26896,-0.139151,0.593458,2.09379,0.9081,4.20783,0.979751,6.23267,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_0c3788daa5,33,0.368232,0.241602,0.49153,-0.224917,0.909091,2.03047,1,4.09635,1,6.37377,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_0fd6ab4e40,29,0.7045,0.603059,0.776569,0.7045,0.724138,2.04871,1,4.12568,1,6.24164,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_10aec04d23,67,0.506899,0.531633,0.729131,-0.0994191,0.820896,2.02195,0.985075,4.25083,1,6.21164,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1605e436d7,154,1.59799,3.34818,1.8298,-1.3311,0.318182,2.06594,0.694805,4.31356,0.980519,6.38698,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1927dff570,20,2.009,4.18662,2.04612,-2.009,0,2.03744,0.6,4.15111,1,6.29603,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1b7737c507,261,0.737208,1.12276,1.0596,-0.0754466,0.724138,2.0273,0.923372,4.06281,0.980843,6.35192,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1c1b558856,72,1.83459,4.31171,2.07647,-1.82595,0.236111,1.92501,0.541667,3.89191,0.805556,6.08538,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1d18e32c4e,101,0.827294,1.2912,1.13631,0.367879,0.742574,1.94339,0.881188,4.01763,0.980198,6.22358,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_1e6fec5c25,22,0.861683,1.15911,1.07662,0.422459,0.636364,1.94339,0.909091,4.03403,1,6.38327,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_23f10a0918,269,1.19921,1.91628,1.3843,-0.925696,0.334572,1.91248,0.910781,4.16341,1,6.49828,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_3e0f6bb1b5,28,1.07714,2.04475,1.42995,-0.716144,0.607143,1.942,0.821429,4.02396,0.964286,6.23696,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_40c355ae86,24,0.967347,1.18107,1.08677,-0.771782,0.416667,1.94707,0.958333,3.98293,1,6.27844,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_457a2adba4,28,0.399043,0.244949,0.494923,-0.0656863,0.964286,2.03328,1,4.09059,1,6.20108,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_4f42448406,81,0.747595,0.967716,0.983726,0.124519,0.703704,2.07622,0.962963,4.18641,1,6.38415,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_515c63b970,90,1.3018,1.89029,1.37488,-1.29119,0.111111,2.06578,1,4.20048,1,6.38959,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_51c0693f9c,116,1.30551,2.90199,1.70352,1.08654,0.5,2.00481,0.75,4.18216,0.922414,6.29862,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_51ddfefa0c,96,1.57629,7.29804,2.70149,1.43498,0.385417,1.86156,0.822917,3.90294,0.96875,6.17602,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_56338b6e47,192,1.69025,4.09272,2.02305,1.42106,0.401042,1.92579,0.598958,3.96473,0.84375,6.07162,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_58ab6ca575,55,0.429952,0.336785,0.580332,0.314237,0.909091,1.99657,1,4.11887,1,6.22801,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_5a68dc5665,874,1.42671,3.12282,1.76715,0.417226,0.364989,1.86727,0.720824,3.98352,0.940503,6.29603,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_63013e43b6,48,1.09623,1.79647,1.34032,0.594499,0.5,1.89551,0.833333,4.02615,1,6.20695,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_691fc07992,75,1.33836,2.69398,1.64133,-0.930535,0.426667,2.09086,0.746667,4.27155,1,6.29674,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_6a0ef8528c,164,1.9918,4.60307,2.14548,1.9918,0.103659,1.91435,0.52439,3.9712,0.920732,6.23823,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_86cd2c5ec0,36,1.20036,2.89755,1.70222,0.322725,0.5,1.91857,0.888889,3.96033,0.916667,6.27133,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_9a95bb9836,110,0.65245,0.699672,0.836464,0.0757136,0.772727,1.9286,0.963636,4.05382,1,6.18599,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_a49146c8fd,51,1.48315,3.50408,1.87192,-1.48315,0.313725,1.89636,0.705882,4.05078,0.921569,6.28234,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_a671b3a07d,140,0.860416,1.52093,1.23326,-0.386232,0.685714,2.00816,0.878571,4.04578,0.95,6.21095,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_aed382b25f,36,1.01553,1.96111,1.4004,0.11614,0.583333,1.9375,0.833333,3.97615,0.972222,6.08538,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b048b54fa9,93,0.771662,1.37697,1.17344,0.186118,0.677419,2.00149,0.913978,4.08757,0.956989,6.398,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b62729e38f,53,0.829791,1.29651,1.13864,-0.467772,0.584906,1.96055,0.924528,3.98045,0.962264,6.32116,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_b9dfc468cd,136,1.26843,2.5273,1.58975,0.628189,0.433824,1.86735,0.764706,4.05617,0.970588,6.45848,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_bdb1564c49,134,0.907101,1.22733,1.10785,-0.71478,0.567164,1.9699,0.977612,4.23058,1,6.50256,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_bef16e560c,48,0.576497,0.723956,0.850856,0.0426389,0.791667,1.9058,0.979167,4.1071,1,6.40443,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_c8195b4ca7,216,1.43962,2.57586,1.60495,-1.39567,0.25463,1.89663,0.712963,3.99746,1,6.18599,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_ca616a18dd,28,1.23692,1.66442,1.29012,1.23692,0.285714,1.9356,0.928571,4.03842,1,6.45698,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_ca7dd9b99d,303,0.926593,1.52426,1.23461,0.413605,0.643564,1.94249,0.90099,4.19923,0.976898,6.50843,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_cd72e4a7bb,135,0.873225,1.15316,1.07385,-0.341478,0.592593,2.00738,0.97037,4.09635,1,6.42449,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_d59c40b453,37,0.808616,1.28631,1.13415,-0.380887,0.621622,1.96353,0.891892,4.06986,0.972973,6.31786,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_dfa96a5118,42,1.0854,1.42444,1.1935,-0.470965,0.404762,1.99755,0.97619,4.10667,1,6.27133,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e4bbba9576,89,0.89847,1.45929,1.20801,-0.418054,0.58427,2.04992,0.932584,4.23058,0.988764,6.47913,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e4dd361427,10,1.38303,2.44509,1.56368,0.891669,0.2,1.99888,0.8,4.20002,1,6.36878,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,pub_e9799b75f3,56,0.926699,1.01706,1.00849,-0.926699,0.607143,1.98128,1,3.97838,1,6.23895,"registered: outer fold: each single-group fold one unit, the pooled remainder fold one unit (section 3.2 resolution)",
B3i,confirmation,,,35,0.402593,0.265408,0.515178,-0.251004,0.942857,2.04472,1,4.06681,1,6.27133,exploratory: publication group (the as-run pre-seal V1 reading),pub_007f4c9de0
B3i,confirmation,,,642,0.97838,1.61025,1.26896,-0.139151,0.593458,2.09379,0.9081,4.20783,0.979751,6.23267,exploratory: publication group (the as-run pre-seal V1 reading),pub_04794d6d09
B3i,confirmation,,,33,0.368232,0.241602,0.49153,-0.224917,0.909091,2.03047,1,4.09635,1,6.37377,exploratory: publication group (the as-run pre-seal V1 reading),pub_0c3788daa5
B3i,confirmation,,,29,0.7045,0.603059,0.776569,0.7045,0.724138,2.04871,1,4.12568,1,6.24164,exploratory: publication group (the as-run pre-seal V1 reading),pub_0fd6ab4e40
B3i,confirmation,,,67,0.506899,0.531633,0.729131,-0.0994191,0.820896,2.02195,0.985075,4.25083,1,6.21164,exploratory: publication group (the as-run pre-seal V1 reading),pub_10aec04d23
B3i,confirmation,,,154,1.59799,3.34818,1.8298,-1.3311,0.318182,2.06594,0.694805,4.31356,0.980519,6.38698,exploratory: publication group (the as-run pre-seal V1 reading),pub_1605e436d7
B3i,confirmation,,,20,2.009,4.18662,2.04612,-2.009,0,2.03744,0.6,4.15111,1,6.29603,exploratory: publication group (the as-run pre-seal V1 reading),pub_1927dff570
B3i,confirmation,,,261,0.737208,1.12276,1.0596,-0.0754466,0.724138,2.0273,0.923372,4.06281,0.980843,6.35192,exploratory: publication group (the as-run pre-seal V1 reading),pub_1b7737c507
B3i,confirmation,,,72,1.83459,4.31171,2.07647,-1.82595,0.236111,1.92501,0.541667,3.89191,0.805556,6.08538,exploratory: publication group (the as-run pre-seal V1 reading),pub_1c1b558856
B3i,confirmation,,,101,0.827294,1.2912,1.13631,0.367879,0.742574,1.94339,0.881188,4.01763,0.980198,6.22358,exploratory: publication group (the as-run pre-seal V1 reading),pub_1d18e32c4e
B3i,confirmation,,,22,0.861683,1.15911,1.07662,0.422459,0.636364,1.94339,0.909091,4.03403,1,6.38327,exploratory: publication group (the as-run pre-seal V1 reading),pub_1e6fec5c25
B3i,confirmation,,,269,1.19921,1.91628,1.3843,-0.925696,0.334572,1.91248,0.910781,4.16341,1,6.49828,exploratory: publication group (the as-run pre-seal V1 reading),pub_23f10a0918
B3i,confirmation,,,28,1.07714,2.04475,1.42995,-0.716144,0.607143,1.942,0.821429,4.02396,0.964286,6.23696,exploratory: publication group (the as-run pre-seal V1 reading),pub_3e0f6bb1b5
B3i,confirmation,,,24,0.967347,1.18107,1.08677,-0.771782,0.416667,1.94707,0.958333,3.98293,1,6.27844,exploratory: publication group (the as-run pre-seal V1 reading),pub_40c355ae86
B3i,confirmation,,,28,0.399043,0.244949,0.494923,-0.0656863,0.964286,2.03328,1,4.09059,1,6.20108,exploratory: publication group (the as-run pre-seal V1 reading),pub_457a2adba4
B3i,confirmation,,,81,0.747595,0.967716,0.983726,0.124519,0.703704,2.07622,0.962963,4.18641,1,6.38415,exploratory: publication group (the as-run pre-seal V1 reading),pub_4f42448406
B3i,confirmation,,,90,1.3018,1.89029,1.37488,-1.29119,0.111111,2.06578,1,4.20048,1,6.38959,exploratory: publication group (the as-run pre-seal V1 reading),pub_515c63b970
B3i,confirmation,,,116,1.30551,2.90199,1.70352,1.08654,0.5,2.00481,0.75,4.18216,0.922414,6.29862,exploratory: publication group (the as-run pre-seal V1 reading),pub_51c0693f9c
B3i,confirmation,,,96,1.57629,7.29804,2.70149,1.43498,0.385417,1.86156,0.822917,3.90294,0.96875,6.17602,exploratory: publication group (the as-run pre-seal V1 reading),pub_51ddfefa0c
B3i,confirmation,,,192,1.69025,4.09272,2.02305,1.42106,0.401042,1.92579,0.598958,3.96473,0.84375,6.07162,exploratory: publication group (the as-run pre-seal V1 reading),pub_56338b6e47
B3i,confirmation,,,55,0.429952,0.336785,0.580332,0.314237,0.909091,1.99657,1,4.11887,1,6.22801,exploratory: publication group (the as-run pre-seal V1 reading),pub_58ab6ca575
