arm,half,seed,publication_group,n_rows,mae,mse,rmse,mean_error,coverage_50,width_50,coverage_80,width_80,coverage_95,width_95,unit_reading
B4l,none,130363,pub_af7a1cd919,14,0.820675,0.921063,0.95972,-0.804877,0.5,1.99964,1,4.30175,1,7.00751,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b048b54fa9,93,0.536346,0.709564,0.842356,0.164836,0.795699,2.00429,0.956989,4.29191,1,7.05352,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b0b3296ec5,228,2.12243,5.68795,2.38494,2.0871,0.184211,1.98376,0.508772,4.24978,0.907895,7.00455,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b155314682,35,1.03217,2.01558,1.41971,0.882165,0.6,1.97187,0.771429,4.22456,1,6.97136,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b4273fb42a,16,0.884199,2.77639,1.66625,0.693436,0.75,1.98121,0.8125,4.26652,0.875,6.98581,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b62729e38f,53,0.818727,1.24648,1.11646,-0.454528,0.622642,1.9829,0.924528,4.23697,0.981132,6.98912,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b8175dc3a1,14,0.813512,0.871156,0.933357,-0.634958,0.642857,1.94312,1,4.1864,1,6.84174,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b92b9c1ebe,208,1.04639,1.64554,1.28279,0.0430607,0.509615,2.0013,0.884615,4.2873,0.995192,7.04384,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_b9dfc468cd,136,1.41559,2.82153,1.67974,0.784184,0.323529,1.98052,0.801471,4.26304,0.977941,6.98432,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_bdb1564c49,134,0.891752,1.1495,1.07215,-0.624047,0.61194,1.99411,0.985075,4.26772,1,7.01972,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_bef16e560c,48,0.945127,2.04623,1.43046,0.686795,0.645833,1.99144,0.9375,4.27479,0.9375,7.04882,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_c07b8473b8,14,0.275621,0.163241,0.404031,0.0340051,0.928571,1.95497,1,4.22131,1,6.91183,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_c649e663f3,4,1.23679,2.37346,1.5406,-0.429079,0.5,1.94366,0.75,4.17415,1,6.8362,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_c8195b4ca7,216,1.07555,1.74873,1.3224,-0.683661,0.537037,2.00118,0.861111,4.28636,1,7.02993,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_c929bc0daa,31,0.315025,0.183068,0.427865,-0.142532,0.967742,1.99137,1,4.27321,1,7.00967,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_ca616a18dd,28,0.583298,0.460791,0.678816,-0.454162,0.892857,1.97463,1,4.23889,1,7.00366,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_ca7dd9b99d,303,0.783112,1.08912,1.04361,0.235505,0.709571,1.99776,0.940594,4.27923,1,7.04423,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_cd72e4a7bb,135,1.18884,2.48902,1.57766,-0.407092,0.496296,1.99627,0.881481,4.27546,0.955556,7.02731,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_cdc2243314,94,0.537531,1.03468,1.01719,0.114916,0.819149,1.99994,0.914894,4.29006,0.989362,7.01389,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_d3c970567f,15,1.03219,1.8741,1.36898,-0.194719,0.533333,2.03148,0.8,4.32863,1,7.10602,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_d59c40b453,37,0.867101,1.41349,1.1889,-0.438481,0.621622,2.00961,0.891892,4.30749,1,7.04211,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_dc1c90a4de,3,2.85385,8.44418,2.90589,-2.85385,0,2.06687,0,4.34676,0.666667,7.1187,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_dfa96a5118,42,0.538212,0.582503,0.763219,0.209335,0.833333,1.99099,0.97619,4.26885,1,7.01165,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_e287124c22,1096,1.85743,5.4893,2.34292,-0.0337382,0.349453,1.99014,0.625912,4.26519,0.859489,7.00892,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_e4bbba9576,89,0.913338,1.83728,1.35546,-0.266919,0.662921,2.0027,0.842697,4.2832,0.966292,7.05717,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_e4dd361427,10,1.53484,3.57679,1.89124,0.13063,0.4,1.94963,0.7,4.18123,0.9,6.86205,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_e9799b75f3,56,0.337153,0.271931,0.52147,-0.167464,0.910714,2.00183,1,4.27449,1,7.02524,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_f5d1922154,36,1.01681,2.48883,1.5776,-0.412295,0.694444,2.00224,0.833333,4.27802,0.916667,7.02884,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_f6d85bdb79,5,1.85932,3.88153,1.97016,1.85932,0,1.94827,0.8,4.20857,1,6.98685,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,130363,pub_f926473989,3,0.268267,0.0954898,0.309014,0.268267,1,1.88044,1,4.06523,1,6.70202,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_007f4c9de0,35,0.400924,0.275311,0.524701,-0.176725,0.914286,2.06333,1,4.34649,1,7.14478,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_04794d6d09,642,1.33133,3.0982,1.76017,0.515436,0.509346,2.05109,0.777259,4.345,0.939252,7.13354,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_07cea54708,12,2.22475,6.82636,2.61273,-2.026,0.166667,2.0691,0.583333,4.34824,0.75,7.14484,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0884e38fbe,155,1.0944,1.6101,1.2689,-0.365416,0.477419,2.05051,0.916129,4.35397,1,7.14096,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0a8da089ad,132,0.940093,1.36725,1.16929,0.295271,0.651515,2.04144,0.924242,4.32355,1,7.10903,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0af6736cb1,258,0.937671,1.60166,1.26557,0.119023,0.639535,2.05391,0.895349,4.3525,0.992248,7.14152,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0c3788daa5,33,0.491847,0.524147,0.72398,-0.175069,0.818182,2.03872,0.969697,4.32173,1,7.10493,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0d412f4721,20,1.29933,2.58156,1.60672,-1.11937,0.45,2.05433,0.8,4.3578,1,7.15292,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0ddbd861aa,91,0.41387,0.360166,0.600139,0.315347,0.857143,2.04702,1,4.32553,1,7.11269,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0e366d9257,3,1.40567,2.68971,1.64003,1.40567,0.333333,2.10271,1,4.48219,1,7.26971,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0f30549d71,7,1.19787,2.36453,1.5377,0.822163,0.428571,2.0604,0.714286,4.33737,1,7.13899,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_0fd6ab4e40,29,0.689518,0.671327,0.819345,0.250177,0.793103,2.05253,1,4.33848,1,7.11686,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_10aec04d23,67,0.446826,0.402475,0.634409,-0.0779036,0.865672,2.05251,1,4.33896,1,7.12787,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_13adc25944,4,3.45169,11.9357,3.45481,-3.45169,0,2.02172,0,4.28671,0.5,7.04197,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1605e436d7,154,1.55127,3.23818,1.79949,-1.30262,0.337662,2.04602,0.720779,4.35178,0.987013,7.13536,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1739bfaf95,16,1.16376,2.45414,1.56657,-0.608259,0.6875,2.02627,0.75,4.33307,1,7.11582,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1845fd6492,14,0.890231,1.07287,1.03579,-0.325339,0.642857,2.05152,1,4.37138,1,7.15157,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1927dff570,20,1.47673,3.31194,1.81987,0.0244455,0.4,2.01795,0.75,4.31049,0.95,7.09084,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_19783c039b,204,1.12303,1.99181,1.41131,-0.449197,0.52451,2.04467,0.843137,4.32868,0.985294,7.11633,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1b7737c507,261,0.775001,1.23392,1.11082,-0.157171,0.750958,2.0499,0.91954,4.3485,0.996169,7.13582,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1bd76c48d9,54,1.09334,2.00903,1.4174,-0.461906,0.481481,2.06191,0.944444,4.34029,0.962963,7.136,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1c1b558856,72,1.74722,4.3227,2.07911,-1.68643,0.347222,2.05292,0.638889,4.35493,0.888889,7.14111,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1d18e32c4e,101,1.11306,1.84506,1.35833,0.352836,0.534653,2.04679,0.910891,4.3321,1,7.11862,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_1e6fec5c25,22,0.8944,1.27304,1.12829,0.654426,0.727273,2.04082,0.909091,4.30814,1,7.09931,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_22a136e9b9,24,1.59448,5.55671,2.35727,0.927362,0.583333,2.0678,0.75,4.38758,0.833333,7.17565,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_2319535dff,141,2.29093,5.96706,2.44276,-2.23766,0.106383,2.04274,0.35461,4.34778,0.971631,7.13225,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_23f10a0918,269,1.20904,1.91714,1.38461,-0.859454,0.375465,2.05143,0.933086,4.34903,1,7.13639,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_2c76a46f18,71,0.831448,1.97367,1.40488,0.133583,0.704225,2.04309,0.873239,4.33697,0.971831,7.12488,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_2e9f2dbea9,76,0.517045,0.7203,0.848705,0.0362895,0.881579,2.03287,0.947368,4.34053,0.986842,7.12526,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_30a5286662,3,1.74062,3.18938,1.78588,-1.74062,0,2.03986,0.666667,4.32083,1,7.10222,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_37086f6378,532,1.26563,2.62237,1.61937,0.621095,0.488722,2.04796,0.815789,4.33702,0.975564,7.12267,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_392f966ef2,13,1.1041,1.66451,1.29016,1.01934,0.384615,2.06022,0.846154,4.32105,1,7.10833,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_3e0f6bb1b5,28,1.33986,2.20197,1.4839,-1.01854,0.321429,2.05357,0.928571,4.36048,1,7.14279,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_3f3b6220e0,56,0.180628,0.057822,0.240462,0.0408497,1,2.05489,1,4.34916,1,7.12958,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_401a06b4b7,14,0.953136,1.14017,1.06779,0.277256,0.642857,2.06775,1,4.38524,1,7.1731,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_40c355ae86,24,1.2549,2.91339,1.70687,0.517545,0.583333,2.05658,0.875,4.34926,0.916667,7.12985,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_44555064e1,55,0.582907,0.571066,0.755689,0.0840751,0.854545,2.0456,1,4.33368,1,7.11142,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_457a2adba4,28,0.522681,0.597009,0.772663,-0.119609,0.928571,2.06339,0.928571,4.34931,1,7.14783,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_45b8fb22e7,152,0.547675,0.630612,0.794111,0.217658,0.802632,2.05207,0.973684,4.34829,1,7.13291,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_4a1871d85d,114,0.517993,0.487046,0.697887,0.244253,0.929825,2.04806,0.964912,4.34722,1,7.13531,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_4cba27f5f3,206,0.889286,1.73238,1.3162,0.445324,0.669903,2.04745,0.854369,4.3361,0.995146,7.1223,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_4f42448406,81,0.808693,1.15383,1.07417,0.261002,0.716049,2.04692,0.925926,4.33651,1,7.12488,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_4fb6e0c041,13,0.560486,0.657346,0.810768,0.295461,0.769231,2.0234,1,4.28109,1,7.0624,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_515c63b970,90,1.61967,2.9463,1.71648,-1.61967,0.0666667,2.04851,0.944444,4.3355,0.988889,7.12911,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_51c0693f9c,116,1.33879,3.02153,1.73825,1.11333,0.491379,2.05117,0.75,4.33577,0.948276,7.12574,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_51ddfefa0c,96,1.6032,7.38113,2.71682,1.31317,0.46875,2.05399,0.770833,4.34278,0.96875,7.12742,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_5472c4b438,192,1.69018,4.38212,2.09335,-1.4914,0.385417,2.05327,0.671875,4.34391,0.895833,7.12944,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_56338b6e47,192,3.11497,11.9804,3.46127,2.86765,0.078125,2.04892,0.28125,4.34273,0.630208,7.12664,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_57ce0f7961,3,1.99935,6.77292,2.60248,-1.99935,0.333333,2.12012,0.666667,4.4487,0.666667,7.26638,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_58ab6ca575,55,0.439772,0.34857,0.590398,0.308275,0.890909,2.03189,1,4.33625,1,7.1198,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_5a68dc5665,874,1.38882,3.11322,1.76443,0.239597,0.446224,2.04811,0.79405,4.34457,0.947368,7.13099,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_5df1eef2f5,11,0.614321,0.5726,0.756703,-0.550017,0.818182,2.05821,1,4.35879,1,7.14676,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_63013e43b6,48,1.09643,1.78925,1.33763,0.559888,0.520833,2.0612,0.895833,4.36622,1,7.15767,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_650a2d0d03,16,0.446321,0.34841,0.590263,-0.0735021,0.875,2.06475,1,4.36389,1,7.16103,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_65c4c3411e,1,0.823909,0.678826,0.823909,-0.823909,1,1.97529,1,4.22763,1,7.01335,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_691fc07992,75,2.18648,6.37908,2.52568,-2.13948,0.253333,2.04308,0.533333,4.32973,0.826667,7.11163,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_6a0ef8528c,164,1.97221,4.71057,2.17038,1.97161,0.140244,2.04887,0.579268,4.34155,0.957317,7.12766,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_6b0ea2ccc9,87,1.50983,3.78563,1.94567,-0.126133,0.448276,2.05769,0.712644,4.35408,0.931034,7.14415,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_6f71d61137,2,0.567349,0.509072,0.713493,0.432651,0.5,2.06275,1,4.3749,1,7.16907,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_723ceb6c2c,11,2.30348,5.56651,2.35934,-2.30348,0,2.06715,0.454545,4.38276,1,7.17651,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_74428aeab2,26,2.04634,4.53221,2.1289,0.363901,0.0384615,2.03849,0.461538,4.34516,1,7.12761,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_792969545c,1,5.19576,26.9959,5.19576,5.19576,0,2.05195,0,4.25849,0,6.99749,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_84113c17ad,16,1.53508,3.02067,1.73801,-1.51436,0.3125,2.05133,0.625,4.37987,1,7.16109,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_8415538291,120,1.37689,2.8066,1.67529,-0.167023,0.475,2.0533,0.758333,4.3516,0.983333,7.1441,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_86cd2c5ec0,36,1.14182,2.71547,1.64787,0.322111,0.527778,2.04077,0.888889,4.34512,0.944444,7.13438,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_886ede1e0e,3,1.80866,3.3935,1.84215,1.80866,0,2.0264,0.666667,4.24821,1,7.00278,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_8a081dc888,47,0.981156,1.57532,1.25512,0.90431,0.574468,2.0465,0.914894,4.33598,1,7.12873,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_8dafaf94bc,63,0.409233,0.208318,0.456419,-0.347435,1,2.03708,1,4.3248,1,7.10243,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_917a4583d4,27,0.495766,0.426986,0.653442,0.350248,0.888889,2.05218,1,4.34656,1,7.133,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_92fd5bea1e,108,0.851825,1.24089,1.11395,0.301979,0.685185,2.04083,0.944444,4.33374,1,7.11696,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_9428119866,12,0.50593,0.884103,0.940267,-0.0775062,0.916667,2.06408,0.916667,4.35301,1,7.133,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_97510df3a0,21,0.765852,0.987597,0.993779,0.620698,0.714286,2.05181,1,4.38205,1,7.16978,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_9a95bb9836,110,0.837145,1.71367,1.30907,0.187846,0.754545,2.05283,0.936364,4.34911,0.954545,7.13933,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_a470dfb784,40,0.473493,0.66528,0.815647,-0.208886,0.875,2.04803,0.9,4.33051,1,7.11871,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_a49146c8fd,51,1.16721,2.43668,1.56099,0.143262,0.607843,2.05956,0.862745,4.34193,0.921569,7.12886,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_a671b3a07d,140,0.852042,1.51327,1.23015,-0.366712,0.714286,2.0549,0.885714,4.34747,1,7.1366,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_a9266a9412,50,1.12456,2.22606,1.492,0.306299,0.54,2.05548,0.84,4.35367,0.96,7.13927,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_ad5a7268e5,133,1.44977,3.52447,1.87736,-0.196157,0.488722,2.04122,0.736842,4.33032,0.909774,7.11655,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_aed382b25f,36,0.90887,1.57581,1.25531,-0.517351,0.611111,2.0507,0.916667,4.3414,0.972222,7.12611,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_af7a1cd919,14,0.875471,0.950257,0.974811,-0.844917,0.571429,2.03863,1,4.33989,1,7.12654,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b048b54fa9,93,0.569867,0.776026,0.880923,0.181312,0.774194,2.04584,0.956989,4.33731,1,7.12661,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b0b3296ec5,228,2.12224,5.6811,2.38351,2.08149,0.192982,2.05157,0.52193,4.34215,0.912281,7.1304,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b155314682,35,1.00618,2.15253,1.46715,0.929941,0.628571,2.04613,0.771429,4.33782,0.971429,7.12958,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b4273fb42a,16,1.32299,5.19791,2.27989,0.351657,0.625,2.06475,0.6875,4.36389,0.875,7.16103,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b62729e38f,53,0.816522,1.25467,1.12012,-0.406757,0.660377,2.04018,0.924528,4.3309,1,7.10576,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b8175dc3a1,14,1.00089,1.64785,1.28368,-0.323345,0.5,2.04612,0.928571,4.32564,1,7.09211,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b92b9c1ebe,208,1.07344,1.72997,1.31528,0.00283986,0.524038,2.04424,0.884615,4.33525,0.995192,7.123,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_b9dfc468cd,136,1.40277,2.81628,1.67818,0.849134,0.330882,2.04944,0.838235,4.34741,0.970588,7.13361,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_bdb1564c49,134,0.888073,1.10383,1.05064,-0.651806,0.61194,2.04462,0.977612,4.33168,1,7.1178,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_bef16e560c,48,1.04874,2.37652,1.5416,0.772142,0.625,2.05351,0.875,4.34695,0.9375,7.1399,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_c07b8473b8,14,0.205555,0.0851606,0.291823,-0.0455937,1,2.07078,1,4.33869,1,7.12586,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_c649e663f3,4,2.31627,7.53613,2.7452,-2.16346,0.25,2.04687,0.5,4.32687,0.75,7.15208,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_c8195b4ca7,216,1.13008,1.86723,1.36647,-0.705964,0.50463,2.05504,0.875,4.3494,1,7.13605,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_c929bc0daa,31,0.313558,0.17141,0.414017,-0.0780989,1,2.0532,1,4.36555,1,7.15484,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_ca616a18dd,28,0.654781,0.594194,0.77084,-0.575571,0.785714,2.03992,1,4.33321,1,7.11532,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_ca7dd9b99d,303,0.782044,1.05409,1.02669,0.274949,0.722772,2.04814,0.940594,4.33864,1,7.12159,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_cd72e4a7bb,135,1.06535,1.74056,1.3193,-0.250112,0.540741,2.0479,0.896296,4.34319,1,7.12401,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_cdc2243314,94,0.49905,0.799897,0.894369,0.15739,0.829787,2.04435,0.93617,4.32441,1,7.10794,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_d3c970567f,15,0.937311,1.65848,1.28782,-0.447027,0.533333,2.05118,0.866667,4.3541,1,7.1387,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_d59c40b453,37,0.814035,1.26549,1.12494,-0.249772,0.675676,2.04657,0.918919,4.34452,1,7.1265,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_dc1c90a4de,3,2.91255,8.87822,2.97963,-2.91255,0,2.05727,0,4.28733,0.666667,7.09889,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_dfa96a5118,42,0.528575,0.56201,0.749673,0.223019,0.857143,2.06465,0.97619,4.36025,1,7.15264,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_e287124c22,1096,1.8664,5.50729,2.34676,-0.0330934,0.358577,2.05034,0.626825,4.3469,0.872263,7.13202,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
B4l,none,155921,pub_e4bbba9576,89,0.976407,2.16104,1.47005,-0.227816,0.651685,2.04597,0.865169,4.34638,0.94382,7.12872,registered: publication group (group_cross_publication_copy) within each seed (section 3.6 resolution)
