label,draw,candidate,status,regime_status,in_domain,on_spec,purity_mol,recovery_from_feed,recovery_total,net_product_mol_h,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,consumption_index,consumption_index_incomplete,acid_mol_per_kg_oxide,throughput_kg_oxide_per_h,throughput_mol_T_per_h_per_L_org,max_loading,flags,n_flags,ood_distance_max,balance_rel_max,iterations,front,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,saponification_degree,scrub_complexant_M,strip_anion_M,feed_dilution,f_bleed
transfer-unsupported,58,89,converged_newton,INADMISSIBLE,False,False,1,0.2460188209,0.5665399706,-0.004668835376,13,4,5,4,4.728827684,4.219437705,4.680666227,3776.305558,False,3776.305558,0.007148686331,0.008985418933,0.4810656922,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,4.775666344e-16,8,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,59,89,converged_newton,INADMISSIBLE,False,False,0.841053178,0.1641014306,0.4763033215,-0.01143658406,13,4,5,4,4.728827684,4.219437705,4.680666227,4491.734454,False,4491.734454,0.006010066756,0.007554250546,0.5505001394,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.269380033e-14,6,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,60,89,converged_newton,INADMISSIBLE,False,False,0.8349585866,0.1220508167,0.4720879665,-0.01175273569,13,4,5,4,4.728827684,4.219437705,4.680666227,4531.841927,False,4531.841927,0.005956876774,0.007487394309,0.4858186994,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,1.828369181e-12,5,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,61,89,converged_newton,INADMISSIBLE,False,False,0.9995223136,0.2484691816,0.4948543122,-0.01004525976,13,4,5,4,4.728827684,4.219437705,4.680666227,4323.349291,False,4323.349291,0.00624414594,0.00784847237,0.7416098031,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.114322147e-15,8,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,62,89,converged_newton,INADMISSIBLE,False,False,0.9999733545,0.2536758257,0.5609812413,-0.005085740079,13,4,5,4,4.728827684,4.219437705,4.680666227,3813.724742,False,3813.724742,0.00707854545,0.008897256553,0.5297586666,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.882523974e-16,8,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,63,89,converged_newton,INADMISSIBLE,False,False,0.9999951234,0.2428013624,0.5658307655,-0.004722025766,13,4,5,4,4.728827684,4.219437705,4.680666227,3781.038732,False,3781.038732,0.007139737473,0.00897417082,0.4759461606,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,5.761398056e-16,6,1,3,0,3.058943036,11.17668668,3.009957057,0.1743562486,0,0,0,0,0
transfer-unsupported,0,90,converged_newton,INADMISSIBLE,False,False,1,0.0002942316701,0.2393123201,-0.02156913243,62,26,6,30,0.6529475227,4.190971801,4.905794348,6582.283206,False,6582.283206,0.003019678752,0.02748831014,0.4679918054,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,4.242752188e-16,6,6,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,1,90,converged_newton,INADMISSIBLE,False,False,1,0.01982443074,0.2528662105,-0.02055259065,62,26,6,30,0.6529475227,4.190971801,4.905794348,6229.466019,False,6229.466019,0.003190703774,0.0290451608,0.7385531449,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,19,8,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,2,90,converged_newton,INADMISSIBLE,False,False,0.9908431938,0.03467857853,0.1602824474,-0.02749637288,62,26,6,30,0.6529475227,4.190971801,4.905794348,9827.785209,False,9827.785209,0.002022467963,0.01841064272,0.9055580132,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.484963266e-15,77,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,3,90,converged_newton,INADMISSIBLE,False,False,0.9717567563,0.0001458143091,0.2407944802,-0.02145797042,62,26,6,30,0.6529475227,4.190971801,4.905794348,6541.767338,False,6541.767338,0.00303838087,0.0276585566,0.546086114,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,8,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,4,90,converged_newton,INADMISSIBLE,False,False,0.889293229,1.980240207e-07,0.1187028834,-0.03061484018,62,26,6,30,0.6529475227,4.190971801,4.905794348,13270.28814,False,13270.28814,0.001497810788,0.01363465814,0.9345539922,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.757788922e-15,28,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,5,90,converged_newton,INADMISSIBLE,False,False,0.8593218761,3.442193261e-08,0.1154162104,-0.03086134066,62,26,6,30,0.6529475227,4.190971801,4.905794348,13648.18218,False,13648.18218,0.001456339055,0.01325713856,0.487265809,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,5.091302626e-15,8,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,6,90,converged_newton,INADMISSIBLE,False,False,0.9999996688,0.01512472919,0.2608830894,-0.01995132473,62,26,6,30,0.6529475227,4.190971801,4.905794348,6038.035923,False,6038.035923,0.003291861955,0.02996600956,0.7113904089,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.060688047e-15,22,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,7,90,converged_newton,INADMISSIBLE,False,False,0.9971695403,0.02879949543,0.2255876566,-0.02259848219,62,26,6,30,0.6529475227,4.190971801,4.905794348,6982.746703,False,6982.746703,0.002846498889,0.02591184385,0.8121624721,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.909238485e-15,27,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,8,90,converged_newton,INADMISSIBLE,False,False,0.9999999992,0.02987815278,0.227355488,-0.02246589484,62,26,6,30,0.6529475227,4.190971801,4.905794348,6928.451472,False,6928.451472,0.002868805651,0.02611490358,0.8041668009,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.272825657e-15,18,5,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,9,90,converged_newton,INADMISSIBLE,False,False,0.991737289,0.002244513273,0.2687542962,-0.01936098422,62,26,6,30,0.6529475227,4.190971801,4.905794348,5861.195478,False,5861.195478,0.003391182022,0.03087012587,0.6154297924,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.706875896e-13,11,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,10,90,converged_newton,INADMISSIBLE,False,False,0.999913348,0.003378238062,0.2714275079,-0.01916049334,62,26,6,30,0.6529475227,4.190971801,4.905794348,5803.470243,False,5803.470243,0.003424913009,0.031177181,0.6059961042,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,10,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,11,90,converged_newton,INADMISSIBLE,False,False,0.9996937511,1.111735422e-05,0.1706212496,-0.02672096271,62,26,6,30,0.6529475227,4.190971801,4.905794348,9232.270124,False,9232.270124,0.002152924521,0.0195981963,0.397918885,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL|THIRD_PHASE_RISK,6,0.5725746235,4.242752188e-16,5,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,12,90,converged_newton,INADMISSIBLE,False,False,0.9999785494,0.006418089909,0.2713252631,-0.0191681617,62,26,6,30,0.6529475227,4.190971801,4.905794348,5805.657194,False,5805.657194,0.003423622869,0.03116543677,0.6438404556,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,5.530427478e-13,13,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,13,90,converged_newton,INADMISSIBLE,False,False,0.9522128386,0.0007764495225,0.2555389083,-0.02035213831,62,26,6,30,0.6529475227,4.190971801,4.905794348,6164.311634,False,6164.311634,0.003224428276,0.02935215689,0.6338547814,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.788403501e-15,13,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,14,90,converged_newton,INADMISSIBLE,False,False,0.9522043357,6.019504067e-06,0.1831099482,-0.02578431032,62,26,6,30,0.6529475227,4.190971801,4.905794348,8602.599047,False,8602.599047,0.002310508792,0.02103269503,0.4890264298,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,8.485504377e-16,8,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,15,90,converged_newton,INADMISSIBLE,False,False,0.9998234636,0.001464229754,0.2659533793,-0.01957105299,62,26,6,30,0.6529475227,4.190971801,4.905794348,5922.923294,False,5922.923294,0.003355839633,0.03054840206,0.564002629,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.336466939e-14,9,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,16,90,converged_newton,INADMISSIBLE,False,False,0.9204348819,7.99371373e-05,0.233673706,-0.02199202849,62,26,6,30,0.6529475227,4.190971801,4.905794348,6741.115604,False,6741.115604,0.002948529873,0.02684063778,0.6180412692,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.457468831e-13,15,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,17,90,converged_newton,INADMISSIBLE,False,False,0.9999887622,0.02197630351,0.2478428853,-0.02092934004,62,26,6,30,0.6529475227,4.190971801,4.905794348,6355.725981,False,6355.725981,0.003127318703,0.02846816284,0.7574776593,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.272825657e-15,21,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,18,90,converged_newton,INADMISSIBLE,False,False,0.7920577599,3.227518053e-09,0.1095452816,-0.03130166031,62,26,6,30,0.6529475227,4.190971801,4.905794348,14379.63773,False,14379.63773,0.001382258796,0.01258278168,0.7023349675,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.600688947e-13,23,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,19,90,converged_newton,INADMISSIBLE,False,False,1,0.01590037969,0.2598805621,-0.02002651428,62,26,6,30,0.6529475227,4.190971801,4.905794348,6061.32853,False,6061.32853,0.003279211915,0.02985085552,0.7129224857,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.060688047e-15,14,8,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,20,90,converged_newton,INADMISSIBLE,False,False,0.999986297,0.003133225365,0.2710765362,-0.01918681622,62,26,6,30,0.6529475227,4.190971801,4.905794348,5810.984187,False,5810.984187,0.003420484396,0.03113686707,0.5972743704,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.857225328e-16,12,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,21,90,converged_newton,INADMISSIBLE,False,False,0.9999996207,0.0210386203,0.250127656,-0.02075798223,62,26,6,30,0.6529475227,4.190971801,4.905794348,6297.67012,False,6297.67012,0.003156148283,0.02873060016,0.7493760658,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.795973692e-13,34,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,22,90,converged_newton,INADMISSIBLE,False,False,0.8211598643,2.349881797e-08,0.1208003287,-0.03045753178,62,26,6,30,0.6529475227,4.190971801,4.905794348,13039.87731,False,13039.87731,0.001524276667,0.01387557857,0.5737342988,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.96402006e-14,17,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,23,90,converged_newton,OUT_OF_DOMAIN,False,False,1,7.033923366e-14,0.01864758016,-0.03811898792,62,26,6,30,0.6529475227,4.190971801,4.905794348,84473.23737,False,84473.23737,0.0002352979636,0.002141930957,0.0622118369,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL,5,38.7237271,9.970467643e-15,4,9,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,24,90,converged_newton,INADMISSIBLE,False,False,0.9999999702,0.0001413710182,0.2240436825,-0.02271428025,62,26,6,30,0.6529475227,4.190971801,4.905794348,7030.867589,False,7030.867589,0.002827016792,0.02573449718,0.446516565,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,2.699663217e-12,5,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,25,90,converged_newton,INADMISSIBLE,False,False,0.9999324801,0.001719783142,0.2672522225,-0.01947363975,62,26,6,30,0.6529475227,4.190971801,4.905794348,5894.137946,False,5894.137946,0.003372228631,0.03069759206,0.5686228843,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.242752188e-16,10,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,26,90,converged_newton,INADMISSIBLE,False,False,1,0.02827602286,0.2326889381,-0.02206588608,62,26,6,30,0.6529475227,4.190971801,4.905794348,6769.644826,False,6769.644826,0.002936103924,0.02672752365,0.7919814439,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.697100875e-15,17,10,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,27,90,converged_newton,INADMISSIBLE,False,False,0.9999990856,0.02875377702,0.1051543971,-0.03163097666,62,26,6,30,0.6529475227,4.190971801,4.905794348,14980.08176,False,14980.08176,0.001326853955,0.01207842821,0.9538253181,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,2.333513704e-15,69,5,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,28,90,converged_newton,INADMISSIBLE,False,False,0.9999999921,1.345977124e-05,0.1696538437,-0.02679351815,62,26,6,30,0.6529475227,4.190971801,4.905794348,9284.914687,False,9284.914687,0.002140717648,0.01948707643,0.3687066774,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL|THIRD_PHASE_RISK,6,1.883072315,4.242752188e-16,5,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,29,90,converged_newton,INADMISSIBLE,False,False,1,0.0002030253227,0.2312419217,-0.02217441231,62,26,6,30,0.6529475227,4.190971801,4.905794348,6812.006464,False,6812.006464,0.002917845255,0.02656131393,0.4502077847,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,5.623768026e-12,5,9,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,30,90,converged_newton,INADMISSIBLE,False,False,1,0.01195964817,0.2657842861,-0.01958373498,62,26,6,30,0.6529475227,4.190971801,4.905794348,5926.691487,False,5926.691487,0.003353705989,0.03052897938,0.6846157158,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,19,7,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,31,90,converged_newton,INADMISSIBLE,False,False,1,0.0001242478087,0.2202727466,-0.02299710044,62,26,6,30,0.6529475227,4.190971801,4.905794348,7151.23178,False,7151.23178,0.002779434557,0.02530135336,0.4346146445,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,1.871053715e-12,5,5,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,32,90,converged_newton,INADMISSIBLE,False,False,0.9999029363,6.418598083e-05,0.2085597456,-0.02387557552,62,26,6,30,0.6529475227,4.190971801,4.905794348,7552.854751,False,7552.854751,0.002631638154,0.02395595416,0.4408530665,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,1.304858436e-12,5,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,33,90,converged_newton,INADMISSIBLE,False,False,0.6601567964,1.511729034e-11,0.05478466507,-0.03540870655,62,26,6,30,0.6529475227,4.190971801,4.905794348,28752.96332,False,28752.96332,0.0006912811216,0.006292771988,0.4977409063,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,8.485504377e-16,7,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,34,90,converged_newton,INADMISSIBLE,False,False,0.9999999974,2.099887247e-08,0.07910808907,-0.03358444975,62,26,6,30,0.6529475227,4.190971801,4.905794348,19912.26794,False,19912.26794,0.0009981977341,0.009086651644,0.2205313714,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL|THIRD_PHASE_RISK,6,16.72221681,2.993685944e-12,4,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,35,90,converged_newton,INADMISSIBLE,False,False,0.9641495025,0.001014120292,0.2595992371,-0.02004761365,62,26,6,30,0.6529475227,4.190971801,4.905794348,6067.897128,False,6067.897128,0.003275662114,0.02981854147,0.6255541329,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.408219524e-13,12,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,36,90,converged_newton,INADMISSIBLE,False,False,0.9999221815,0.006811851641,0.2709639311,-0.01919526161,62,26,6,30,0.6529475227,4.190971801,4.905794348,5813.399073,False,5813.399073,0.003419063527,0.03112393282,0.650665082,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,3.848388372e-12,13,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,37,90,converged_newton,INADMISSIBLE,False,False,0.9969824142,0.01276449564,0.2614944986,-0.01990546904,62,26,6,30,0.6529475227,4.190971801,4.905794348,6023.918186,False,6023.918186,0.003299576807,0.03003623831,0.7142984133,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.484963266e-15,33,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,38,90,converged_newton,INADMISSIBLE,False,False,0.9783270841,3.823595164e-07,0.1257342048,-0.03008749108,62,26,6,30,0.6529475227,4.190971801,4.905794348,12528.18569,False,12528.18569,0.001586533056,0.01444230207,0.3877529737,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,6.364128283e-16,5,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,39,90,converged_newton,INADMISSIBLE,False,False,1,4.091876153e-05,0.1933574611,-0.02501574685,62,26,6,30,0.6529475227,4.190971801,4.905794348,8146.680537,False,8146.680537,0.002439813448,0.02220976278,0.3955811033,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,2.969926532e-15,5,5,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,40,90,converged_newton,INADMISSIBLE,False,False,0.9999999747,0.001949814202,0.267760445,-0.01943552306,62,26,6,30,0.6529475227,4.190971801,4.905794348,5882.950582,False,5882.950582,0.003378641458,0.0307559684,0.5625397505,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.267097941e-12,8,5,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,41,90,converged_newton,INADMISSIBLE,False,False,0.9983535599,0.006366494335,0.2704248968,-0.01923568918,62,26,6,30,0.6529475227,4.190971801,4.905794348,5824.986842,False,5824.986842,0.003412261912,0.03106201732,0.6576612706,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,6.809617262e-14,14,2,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,42,90,converged_newton,INADMISSIBLE,False,False,0.9975140584,3.483495908e-05,0.1999656448,-0.02452013308,62,26,6,30,0.6529475227,4.190971801,4.905794348,7877.460488,False,7877.460488,0.0025231965,0.02296880352,0.4479780013,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,4,0,1.054323919e-13,5,1,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,43,90,converged_newton,INADMISSIBLE,False,False,1,0.002209817843,0.2686124381,-0.01937162358,62,26,6,30,0.6529475227,4.190971801,4.905794348,5864.29086,False,5864.29086,0.003389392036,0.03085383152,0.5637355724,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,10,9,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,44,90,converged_newton,INADMISSIBLE,False,False,0.9999997958,0.03566373583,0.1967566327,-0.02476080899,62,26,6,30,0.6529475227,4.190971801,4.905794348,8005.938322,False,8005.938322,0.002482704704,0.02260020436,0.8579287897,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,3.956467546e-13,73,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,45,90,converged_newton,INADMISSIBLE,False,False,0.9333305493,0.0001359412927,0.2401753654,-0.02150440403,62,26,6,30,0.6529475227,4.190971801,4.905794348,6558.630452,False,6558.630452,0.003030568787,0.02758744276,0.6084185382,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,4.030614579e-15,15,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,46,90,converged_newton,INADMISSIBLE,False,False,1,1.505582095e-09,0.05813422101,-0.03515748986,62,26,6,30,0.6529475227,4.190971801,4.905794348,27096.28577,False,27096.28577,0.0007335463208,0.006677514538,0.1709392684,COST_INCOMPLETE|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|OOD_LOADING|OOD_METAL|THIRD_PHASE_RISK,6,21.85907142,5.328684611e-12,4,3,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,47,90,converged_newton,INADMISSIBLE,False,False,1,0.02571338085,0.2398295753,-0.02153033829,62,26,6,30,0.6529475227,4.190971801,4.905794348,6568.086791,False,6568.086791,0.003026205555,0.02754772401,0.7750852826,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,8.485504377e-16,15,8,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,48,90,converged_newton,INADMISSIBLE,False,False,0.7344523933,4.196363169e-10,0.08327414494,-0.03327199556,62,26,6,30,0.6529475227,4.190971801,4.905794348,18916.09294,False,18916.09294,0.001050765652,0.009565180438,0.5895325762,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.201759557e-12,9,4,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
transfer-unsupported,49,90,converged_newton,INADMISSIBLE,False,False,1,0.01621069849,0.2593545935,-0.02006596192,62,26,6,30,0.6529475227,4.190971801,4.905794348,6073.620846,False,6073.620846,0.003272575164,0.02979044079,0.7152204339,COST_INCOMPLETE|HIGH_LOADING|LIGAND_LOSS_NOT_MEASURED|OA_ASSUMED|THIRD_PHASE_RISK,5,0,1.259885262e-12,14,7,2,0,1.66467028,9.429210767,2.629501691,0.2616751993,0,0,0,0,0
