label,candidate,n_draws,n_converged,n_failed,purity_p5,purity_p50,purity_p95,recovery_p5,recovery_p50,recovery_p95,p_converged,p_constraints,p_feasible,p_phase_unknown,p_third_phase_risk,p_purity_ge_0.95,p_purity_ge_0.97,p_purity_ge_0.99,p_recovery_ge_0.80,p_recovery_ge_0.85,p_recovery_ge_0.90,p_both_0.95_0.80,p_both_feasible_0.95_0.80,p_both_0.95_0.85,p_both_feasible_0.95_0.85,p_both_0.95_0.90,p_both_feasible_0.95_0.90,p_both_0.97_0.80,p_both_feasible_0.97_0.80,p_both_0.97_0.85,p_both_feasible_0.97_0.85,p_both_0.97_0.90,p_both_feasible_0.97_0.90,p_both_0.99_0.80,p_both_feasible_0.99_0.80,p_both_0.99_0.85,p_both_feasible_0.99_0.85,p_both_0.99_0.90,p_both_feasible_0.99_0.90,consumption_index_median,throughput_median,n_stages_total,n_ext,n_scr,n_str,oa_ext,s_over_a,w_over_a,feed_stage_offset,scrub_return_offset,scrub_acid_M,scrub_target_mM,strip_acid_M,ligand_total_M,statuses_used
transfer-unsupported,251,64,63,1,0.989693,1,1,2.32394e-40,4.76202e-27,3.98763e-21,0.984375,0.328125,0.328125,0,0.1875,0.984375,0.96875,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13716,0.00194883,61,6,26,29,2.91002,4.37647,3.87762,5,0,2.50487,22.8284,4.06633,0.0317073,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,252,64,55,9,0.843706,1,1,1.30957e-44,3.19305e-21,2.21488e-15,0.859375,0,0,0,1,0.765625,0.765625,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4229.45,0.00493297,68,23,26,19,1.12778,3.44403,4.73318,22,0,4.27807,23.7027,1.2951,0.139041,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,253,64,64,0,0.912119,1,1,1.6339e-23,2.55499e-09,0.00101337,1,0,0,0,1,0.90625,0.890625,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2474.91,0.00297993,67,25,16,26,0.867842,1.7775,3.00801,7,0,0.921806,35.3353,1.90708,0.234431,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,254,64,64,0,0.779044,0.807104,1,0.176191,0.428583,0.453104,1,0,0,0,1,0.1875,0.15625,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.34,0.00745878,53,6,29,18,4.59959,0.755084,1.98619,5,0,3.22161,27.9114,3.62462,0.28124,INTERPOLATION
transfer-unsupported,255,64,38,26,0.7176,0.944106,1,3.26683e-10,0.226709,0.327061,0.59375,0.015625,0.015625,0,0.984375,0.296875,0.28125,0.265625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3188.36,0.00536077,62,24,21,17,4.399,2.98303,3.0768,0,0,2.56777,13.3679,3.06552,0.173611,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,256,64,61,3,0.543896,1,1,4.27058e-24,0.000704631,0.176071,0.953125,0.046875,0.046875,0,0.953125,0.703125,0.6875,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786.94,0.00399557,66,19,20,27,2.61901,4.64402,3.69411,5,0,1.02293,6.19749,0.646797,0.0917915,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,257,64,64,0,0.833444,1,1,5.17774e-25,7.96979e-13,2.0698e-07,1,0.046875,0.046875,0,0.953125,0.90625,0.890625,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1497.44,0.00419453,31,7,22,2,2.42129,4.89645,2.52889,0,0,1.23666,17.1506,0.0886094,0.0695218,INTERPOLATION
transfer-unsupported,258,64,64,0,0.845662,1,1,5.15935e-33,2.79198e-12,0.00200821,1,0.046875,0.046875,0,0.9375,0.90625,0.875,0.828125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23855.8,0.000487411,31,2,28,1,1.63067,0.678823,4.09105,0,1,0.716455,22.5241,2.72332,0.0396125,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,259,64,60,4,0.753565,1,1,1.9164e-18,1.22367e-09,1.02882e-07,0.9375,0,0,0,1,0.84375,0.84375,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2333.73,0.00682571,60,22,17,21,0.961176,3.30537,2.7957,0,5,4.42386,38.9567,0.467328,0.193649,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,260,64,61,3,0.719232,0.889084,1,3.67532e-09,0.292778,0.404926,0.953125,0,0,0,1,0.421875,0.390625,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2236.14,0.00582537,54,25,25,4,3.94677,1.66161,3.31029,7,0,1.86884,20.6858,2.99704,0.158695,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,261,64,38,26,0.702024,1,1,1.55602e-26,2.62892e-10,6.74375e-06,0.59375,0.015625,0.015625,0,0.984375,0.421875,0.40625,0.390625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1465.49,0.0055267,68,8,30,30,2.659,1.98097,1.08265,0,1,3.76518,32.1782,0.59171,0.0637517,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,262,64,64,0,0.878983,0.982361,1,4.65171e-09,0.0309011,0.0443858,1,0,0,0,1,0.578125,0.515625,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10768.3,0.00158308,56,5,22,29,4.99139,4.10147,0.488107,0,4,3.64603,25.273,4.28572,0.17712,INTERPOLATION
transfer-unsupported,263,64,64,0,0.978991,1,1,1.96281e-12,5.83181e-08,4.83859e-06,1,0.046875,0.046875,0,0.203125,1,0.96875,0.921875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3061.84,0.00201532,41,13,7,21,3.92944,3.93471,1.88895,0,12,0.928109,31.4358,1.33269,0.0286497,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,264,64,62,2,0.981916,1,1,5.48694e-23,7.1929e-13,7.11006e-09,0.96875,0,0,0,1,0.953125,0.9375,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4353.19,0.00130855,69,22,20,27,0.838483,3.67736,0.923726,0,1,1.15424,18.5928,1.57167,0.14386,INTERPOLATION
transfer-unsupported,265,64,57,7,0.311544,0.865994,1,6.62989e-09,0.262071,0.332047,0.890625,0,0,0,1,0.375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478.635,0.0040797,51,19,21,11,0.98874,0.541911,0.290406,0,1,3.39765,15.7553,0.383806,0.284726,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,266,64,63,1,0.969017,1,1,1.8812e-25,5.07158e-17,5.15299e-14,0.984375,0.046875,0.046875,0,0.953125,0.953125,0.921875,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1412.1,0.00545559,78,28,20,30,4.53288,4.66607,1.66255,0,4,1.3989,48.9968,0.707609,0.0423467,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,267,64,64,0,0.837624,1,1,1.89702e-23,8.00124e-12,2.21811e-06,1,0.046875,0.046875,0,0,0.890625,0.890625,0.859375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2808.67,0.00037293,64,27,16,21,3.4079,0.34757,0.646287,0,4,0.408167,27.0786,1.40102,0.0063099,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,268,64,64,0,0.9241,1,1,5.07277e-15,1.39544e-05,0.00214929,1,0,0,0,1,0.875,0.78125,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3207.96,0.00534719,30,3,19,8,3.22866,3.72299,1.55668,0,2,2.78623,48.0655,4.35571,0.164579,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,269,64,64,0,0.837572,0.997824,1,3.576e-18,0.000916398,0.013466,1,0.015625,0.015625,0,0.984375,0.6875,0.671875,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30975.7,0.000550852,38,9,10,19,4.75075,3.8788,3.23156,8,0,0.457074,22.8911,4.7315,0.2725,INTERPOLATION
transfer-unsupported,270,64,63,1,0.957517,1,1,4.57162e-27,1.12694e-11,0.000217814,0.984375,0.015625,0.015625,0,0.984375,0.9375,0.90625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22350.7,0.000247008,31,10,15,6,2.73908,3.47407,0.861902,9,0,0.623178,25.1075,3.89352,0.11946,INTERPOLATION
transfer-unsupported,271,64,63,1,0.260087,0.98489,1,1.06185e-09,0.101295,0.283669,0.984375,0.046875,0.046875,0,0.953125,0.578125,0.515625,0.46875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1188.11,0.00358857,44,17,13,14,3.50676,1.23837,4.65689,0,6,1.60198,11.5004,0.489544,0.0451026,CONDITION_EXTRAPOLATION|INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,272,64,63,1,0.88771,1,1,6.06794e-15,7.56705e-05,0.00682091,0.984375,0,0,0,1,0.84375,0.765625,0.71875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5862.3,0.00257315,24,9,14,1,2.96579,1.89684,3.52189,8,0,1.1629,46.9879,3.65676,0.115874,INTERPOLATION
transfer-unsupported,273,64,64,0,0.954045,0.999997,1,7.21254e-08,7.99875e-05,0.000378122,1,0.046875,0.046875,0,0.09375,1,0.90625,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8847.81,0.00210962,56,21,6,29,4.9558,3.07712,1.26233,0,13,4.04406,28.7484,4.92851,0.0267816,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,274,64,64,0,0.974377,1,1,1.64486e-09,6.02282e-07,4.01804e-06,1,0.046875,0.046875,0,0.671875,0.984375,0.953125,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11959.4,0.00101967,12,2,5,5,1.15737,2.94864,2.48657,0,1,2.17404,25.5621,2.32605,0.03496,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,275,64,59,5,0.566373,0.940621,1,1.98612e-09,0.0114422,0.0265779,0.921875,0,0,0,1,0.4375,0.40625,0.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26954.3,0.000375303,65,30,10,25,3.80352,2.23573,2.5076,0,16,0.389022,11.9336,3.6873,0.290633,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,276,64,64,0,0.156016,0.995458,1,3.30062e-22,0.000482447,0.00610185,1,0.015625,0.015625,0,0.984375,0.640625,0.640625,0.515625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,700116,2.40478e-05,35,16,4,15,0.223807,3.51796,1.97471,15,0,2.86515,0.0758076,3.41029,0.229186,INTERPOLATION
transfer-unsupported,277,64,64,0,1,1,1,1.22106e-44,8.20777e-33,1.44338e-24,1,0.046875,0.046875,0,0.953125,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15408.4,0.00050804,29,3,17,9,0.543,4.92388,3.18649,2,0,0.17244,48.6473,2.19001,0.131552,INTERPOLATION
transfer-unsupported,278,64,51,13,0.910504,1,1,3.22926e-17,0.0310872,0.0844494,0.796875,0,0,0,1,0.640625,0.578125,0.53125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4128.91,0.00442773,41,5,30,6,4.78229,3.54709,3.09579,0,3,1.00459,48.2373,4.75431,0.275886,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,279,64,64,0,0.675913,1,1,2.49418e-12,1.66642e-06,0.000148119,1,0,0,0,1,0.875,0.84375,0.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3604.09,0.00234184,31,8,11,12,0.287742,1.38645,4.57776,0,7,4.01835,28.0017,0.626713,0.257885,INTERPOLATION
transfer-unsupported,280,64,64,0,0.766985,1,1,1.27316e-07,0.000587449,0.00643004,1,0,0,0,1,0.796875,0.75,0.734375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1129.38,0.0170269,29,7,12,10,4.35472,4.23654,4.21383,0,6,4.333,43.6455,0.207164,0.105493,INTERPOLATION
transfer-unsupported,281,64,64,0,0.593462,0.786693,0.999996,0.0440813,0.234818,0.310397,1,0,0,0,1,0.234375,0.21875,0.171875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2683.19,0.00317456,22,8,1,13,1.64615,0.770514,1.51855,7,0,4.77744,3.65119,3.18512,0.292764,INTERPOLATION
transfer-unsupported,282,64,64,0,0.849213,1,1,5.23179e-13,0.00183986,0.0289244,1,0,0,0,1,0.734375,0.734375,0.703125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3661.11,0.00457656,45,18,17,10,2.08859,2.05958,3.05878,0,13,3.83758,29.4928,2.89379,0.110136,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,283,64,59,5,0.875308,1,1,1.17682e-16,0.000115662,0.0370662,0.921875,0.015625,0.015625,0,0.984375,0.703125,0.6875,0.65625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7971.9,0.00188605,69,26,18,25,2.57206,1.63451,3.84197,0,2,0.857406,21.6012,3.54868,0.0788489,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,284,64,64,0,0.999999,1,1,1.39812e-21,1.0968e-16,2.41519e-14,1,0.046875,0.046875,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10363.3,0.00130552,41,24,11,6,3.20575,4.35892,1.13029,0,20,2.55148,47.1056,2.11958,0.0166715,CONDITION_EXTRAPOLATION|INTERPOLATION
transfer-unsupported,285,64,64,0,0.87854,0.971048,0.999842,0.0121199,0.0536677,0.0669766,1,0.03125,0.03125,0,0.96875,0.6875,0.515625,0.296875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4910.09,0.00418411,22,1,1,20,3.64916,2.07789,3.56864,0,0,2.19023,44.3425,4.48162,0.0606577,INTERPOLATION
transfer-unsupported,286,64,64,0,0.370785,0.815529,0.99561,0.00909237,0.0443881,0.056372,1,0,0,0,1,0.234375,0.203125,0.078125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4765.11,0.000758618,18,6,1,11,2.26649,0.73269,2.44001,0,4,0.0521574,30.4793,1.46583,0.197336,INTERPOLATION
transfer-unsupported,287,64,64,0,0.517486,0.891544,1,0.000233238,0.234023,0.30734,1,0.015625,0.015625,0,0.984375,0.4375,0.359375,0.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.687,0.00421842,24,9,13,2,3.85902,0.322624,2.28022,8,0,1.46746,37.796,0.79248,0.0628383,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,288,64,51,13,0.857098,0.999997,1,9.06322e-23,0.00222992,0.0306995,0.796875,0.015625,0.015625,0,0.984375,0.546875,0.5,0.484375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13788.2,0.000884349,61,19,28,14,2.39361,3.85845,0.835057,0,18,2.38185,8.23763,3.59657,0.0906621,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,289,64,57,7,0.829399,0.964685,1,2.04204e-11,0.116019,0.161233,0.890625,0,0,0,1,0.5,0.4375,0.40625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2043.6,0.00434414,54,28,13,13,4.15917,2.25288,1.9983,8,0,1.0372,42.6863,3.27329,0.267805,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,290,64,64,0,0.918374,1,1,2.65288e-15,1.38942e-06,6.45907e-05,1,0,0,0,1,0.890625,0.875,0.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1671.95,0.00552829,25,3,17,5,2.86395,2.63015,2.98093,0,2,1.67878,46.6535,1.61947,0.0943467,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,291,64,64,0,0.982416,1,1,4.41714e-18,6.98476e-11,1.49538e-07,1,0.15625,0.15625,0,0.84375,1,0.953125,0.90625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11696.5,0.00142787,35,10,4,21,3.25522,4.46484,3.11331,9,0,0.825103,27.7934,4.1811,0.05701,INTERPOLATION
transfer-unsupported,292,64,64,0,0.812806,0.931172,1,3.87543e-05,0.439244,0.556111,1,0,0,0,1,0.46875,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177.04,0.0144401,49,12,8,29,4.10537,3.65723,3.75981,6,0,3.19062,24.9421,1.41696,0.23885,INTERPOLATION
transfer-unsupported,293,64,64,0,0.509115,0.809752,1,0.0229308,0.217489,0.326003,1,0.03125,0.03125,0,0.96875,0.3125,0.28125,0.234375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2052.51,0.00312818,52,2,25,25,4.86217,0.473931,2.96383,1,0,2.7883,8.48666,1.72028,0.0590723,INTERPOLATION
transfer-unsupported,294,64,62,2,0.9742,1,1,2.72253e-32,1.55522e-20,8.45319e-17,0.96875,0,0,0,1,0.96875,0.9375,0.890625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5986.59,0.00280107,65,21,29,15,1.02742,4.99536,1.18909,0,20,2.93892,32.4031,1.75586,0.167605,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,295,64,62,2,0.246885,0.816875,1,0.0106048,0.151706,0.226878,0.96875,0,0,0,1,0.328125,0.3125,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6457.79,0.00195858,57,27,7,23,2.08207,0.801013,2.9314,0,0,3.51681,1.12158,3.35372,0.125627,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,296,64,59,5,0.968903,1,1,4.45056e-47,6.81091e-32,3.65416e-28,0.921875,0.03125,0.03125,0,0.96875,0.890625,0.875,0.84375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3103.62,0.00194589,57,19,26,12,1.08405,1.45494,0.767978,16,0,3.61414,48.3815,1.01689,0.053084,INTERPOLATION|OUTSIDE_TABLE
transfer-unsupported,297,64,63,1,0.707364,0.991185,1,4.89263e-07,0.0381115,0.0493725,0.984375,0,0,0,1,0.5625,0.546875,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10189.4,0.0015368,32,21,10,1,1.16595,0.586399,2.93918,0,10,4.65276,36.1928,4.39939,0.112951,INTERPOLATION
transfer-unsupported,298,64,64,0,0.787594,0.940589,1,2.30169e-09,0.022544,0.0345566,1,0.015625,0.015625,0,0.984375,0.484375,0.453125,0.453125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26081.1,0.000605487,42,12,14,16,3.73927,3.3789,0.515638,0,3,4.09699,6.94335,3.77815,0.0728349,INTERPOLATION
transfer-unsupported,299,64,63,1,0.883092,1,1,4.48317e-12,1.55574e-05,0.000938436,0.984375,0.046875,0.046875,0,0.75,0.875,0.84375,0.765625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6861.79,0.00396129,56,23,12,21,4.76012,4.77565,3.74082,0,10,3.72641,14.006,2.50896,0.0356449,CONDITION_EXTRAPOLATION|INTERPOLATION
